age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps,active_minutes
28,82.5,157,179,59.4,59,3650,171
53,55.2,181.2,110,42.8,66,14467,115
56,70.1,186.4,122,53.7,78,5191,147
57,86.4,196.6,158,49.7,49,2027,122
52,89,163.9,175,33.5,67,16132,36
51,55.9,197.5,170,38.9,49,4750,121
41,50,153.2,168,39.4,54,4879,99
39,85.6,180.2,81,47.9,48,6357,138
22,67.8,152.9,169,47.4,56,12865,53
50,62.7,194.7,130,57.7,54,18255,61
53,50.6,176.5,92,53.7,74,4832,162
37,77,183.5,168,55.7,68,5109,74
36,92.6,191.6,159,56.7,49,11652,20
52,97.9,157.5,103,54,57,7758,77
34,78.3,151.9,66,40,80,4921,130
51,75.7,193.9,150,36.5,53,3433,86
26,54.3,165.7,61,47.2,62,6428,24
43,77.4,156.4,76,50.7,79,9698,66
19,69,173.4,124,41.6,75,10111,83
26,80.4,179.9,117,55.5,68,19565,73
26,69.4,151.5,169,58.8,48,17519,20
57,62,163.7,89,47.1,70,17735,130
34,54.7,151.6,145,43.7,54,14366,134
18,65.7,171,151,55.3,53,16155,157
42,54.8,194.8,176,30.7,45,14484,39
57,58.8,199.1,156,33.9,60,11975,19
59,99.4,181.9,85,55.4,57,14513,63
42,72.2,158.1,94,52,82,4642,166
56,76.6,195.3,122,42.5,58,9577,138
52,93.7,175.8,134,56.7,84,15849,67
20,99.8,157.7,130,40.5,67,5711,158
54,79.1,196.1,87,49,62,7458,152
47,90.6,187.9,84,49,72,8680,170
55,66.3,186.6,120,35.5,64,14507,175
51,65.3,185.5,164,38.5,45,11419,156
29,70.1,160,90,57.5,56,18239,141
36,83.6,160.6,113,35.5,71,18585,85
54,84.1,184.4,126,35.2,57,7985,98
34,65.8,161,156,44.4,48,5160,107
27,56.7,171.9,110,32.8,69,13465,90
29,81.6,189.1,117,56.8,50,9872,79
33,56.4,189.2,93,33,66,9839,21
41,78.9,172.7,118,48.5,82,17652,136
36,84.7,189.6,80,40.2,80,8859,88
25,85,191.9,115,54.1,47,2752,154
48,87.7,182.7,96,47.7,59,15304,138
38,93.6,161.4,123,41.6,55,18498,23
34,75,163.7,172,59.5,78,17057,128
40,86.5,165.7,78,32,71,5980,11
54,81,155.8,160,47.3,67,8325,13
33,59.3,163.7,178,59.7,61,18852,75
23,51.3,160.5,144,50.7,67,2425,99
25,64.2,172.8,137,52.2,78,10141,69
42,72.2,195.4,133,31,65,19959,106
35,80.9,155.2,112,30.6,77,12057,176
42,92.5,186,130,31.1,49,19217,136
29,59.8,184.4,152,59.8,61,16316,69
32,56.3,154.8,122,59.4,45,16820,167
43,98.2,196.1,163,40,51,6106,164
58,55.4,178.4,121,38.7,47,3408,92
43,73.9,168.2,131,34.4,70,7821,83
49,79.3,187.8,162,39.9,60,12362,64
27,77.1,162.9,136,41.1,60,8844,35
33,54.3,184.7,169,52.4,58,8395,179
24,52.9,152,78,56,70,10795,130
34,55.3,192,134,52.4,71,17843,76
40,79.3,172.4,61,49.4,61,18596,125
43,77.2,181.8,172,53,48,17341,76
38,61.7,161.1,65,52.2,61,6801,15
39,81.9,183.9,88,44.3,77,17346,123
24,91,188.6,100,40.1,74,3758,19
31,52.1,173.7,110,38.5,65,7780,47
32,74.9,180.9,64,50.4,61,13260,133
24,84.5,172.8,100,58.8,55,10973,86
26,62.6,194.7,121,47.4,74,14413,111
25,65.4,174.9,89,57.4,62,19910,21
40,80.7,192.1,162,30.4,64,2840,55
46,94.9,190.1,121,53.8,78,19725,58
35,90.5,170.5,159,55.6,72,14299,100
48,79.2,161.5,86,48.9,53,19884,133
47,86.5,170.3,109,58,75,7559,81
56,68.2,191.3,141,47.7,60,7926,111
52,82,161.4,111,37.2,75,10707,52
35,73.3,176.2,108,36.5,73,18175,69
59,59.5,190.3,121,46.7,57,13654,110
56,85.1,167.7,159,57.2,67,15991,166
34,77.8,182.1,119,32.2,58,13271,95
31,67.9,162.3,177,48.1,83,9675,135
48,95.6,155.5,139,53.1,46,11339,20
41,51,189.7,113,33.5,56,4594,44
52,65.8,154.9,178,33.5,72,5656,32
51,52.8,163.6,64,41,76,11740,158
20,88.3,192.8,68,38.2,68,5155,174
54,85.1,167.3,93,35.9,81,2978,37
57,66.6,198.7,157,36,73,12497,125
43,83.8,199,95,33.9,62,14075,104
40,69.8,163.4,154,48.3,47,4589,67
56,87.8,152,175,50.6,57,7942,62
32,72.7,185.3,79,51.1,57,4508,37
21,70.6,172.5,140,46,73,14511,51
46,96.7,155,143,58.6,46,19577,94
39,62.5,185.4,151,56.4,72,7915,102
42,56,151.6,144,58.7,48,4045,133
30,79.2,193.5,142,41.7,49,10439,170
35,98.5,156.9,122,56.3,83,11576,174
50,68.9,156.4,126,52.9,49,11564,56
33,53.1,158.8,89,40.2,52,13105,173
59,67,198,128,33.2,78,17765,124
19,75.3,184.7,165,50.5,69,16793,165
52,58.1,190.1,129,34.1,71,16921,19
59,82.9,169.9,62,38.8,51,9181,32
51,99.9,166.8,108,45,80,2044,14
47,72.6,161.7,101,50.4,76,6511,91
30,67.7,174,83,57.8,65,17421,128
30,70,177.6,103,47.8,62,9775,15
35,55.8,181.6,60,50.1,46,12707,134
49,94.2,162.9,173,39.3,49,15372,179
49,70.7,197.4,174,50.6,82,9948,56
52,69.4,158.5,113,43.1,72,13079,37
56,83,198.3,111,55.7,75,10216,22
46,72.1,150.7,95,41.8,68,12006,34
46,82.4,174.1,138,44,77,3225,16
33,53.1,166.7,164,43,83,3248,89
27,90.7,172.5,97,54.3,56,17869,75
47,97,178.5,103,58.6,83,7698,45
42,82.4,171.8,141,39.8,53,19966,11
56,97.7,170.7,146,44.3,59,6848,122
37,57.6,186.6,106,51.2,67,11905,47
22,73.9,184.3,88,56.9,66,13783,23
18,80.1,191.7,110,44.8,80,15388,164
47,79.1,162.5,100,33.3,54,5138,152
20,70.1,180.5,145,41.1,72,19901,94
31,66.9,179.3,123,46.5,79,12924,149
47,56.3,168.5,147,42.5,73,6642,124
21,69.6,174.3,168,35.6,49,7196,106
35,58.1,165.7,107,31.1,48,13155,95
54,86.7,157.1,136,50.6,59,14055,111
42,60.4,160.7,156,59.8,74,8198,91
18,52.9,155.3,173,57.6,70,10072,53
32,77.6,184.2,81,50.5,67,17965,139
26,79.8,183,158,55.2,83,11688,102
32,93.6,197.5,76,37.7,73,13919,168
41,78.8,186.5,145,48.7,66,11927,114
21,67.3,152.6,64,31.8,79,16059,134
29,90.2,194.2,120,51.2,62,16649,82
54,77,193.1,148,59.1,79,19727,81
54,54,172.2,65,55.8,77,7490,170
23,78.3,179.3,112,46,51,18432,142
56,95.4,198.8,140,53.7,78,7916,87
41,69.8,176.6,154,58.3,54,13526,67
28,64.8,195.3,76,36.5,68,3746,134
30,57.2,154.2,118,53.8,69,10170,20
51,57.6,159.6,156,38.1,71,2633,160
42,71.6,172,98,56.3,50,14889,36
24,79.8,179.2,113,33,52,18559,65
21,54,190.8,107,35.3,65,17140,135
25,97,199.4,96,51.6,63,10152,68
37,87.8,169.4,107,35.2,78,17718,118
46,79.3,152.4,127,34.7,83,6392,49
27,91.4,190.1,166,46.7,67,7379,155
51,54,180.2,137,55,57,10666,70
43,73.8,159.9,136,38.1,83,11838,131
58,81.5,174.7,86,55.2,72,3958,115
20,91.4,187.1,147,54.2,50,8679,32
23,89.2,188.5,86,47.4,56,17921,45
22,63.9,175,131,49.4,47,15348,47
22,97,165.3,176,31.2,64,9348,81
40,56.2,198.7,122,41,52,7884,65
26,93.8,183.2,111,37.9,70,14312,176
52,98.5,170.4,106,34.5,82,10828,85
37,58.9,164,173,41.7,72,5820,165
59,86.1,186.6,162,40.6,79,6322,116
52,52,162.1,80,51.9,82,7467,158
35,70.3,158.6,174,47.9,46,14325,71
34,75.8,176.5,116,57.4,51,7502,32
41,79,164.5,164,34.4,69,19588,158
20,96.8,181.4,134,31.8,76,8449,129
49,83.6,155.9,154,46,56,19587,153
52,74.1,182.7,150,30,55,2982,74
55,90.5,164.2,101,53.6,54,10923,117
30,97.5,150,169,45.2,79,16989,89
42,51.1,156.3,107,44.6,48,15429,142
26,99.1,196.7,86,40.9,46,16396,73
21,54.3,193.4,131,41.2,72,12792,50
31,90.7,161.7,92,42.9,58,7905,107
54,64,188.9,135,30.5,73,6073,98
51,56.6,180.4,94,32.5,46,4234,115
28,72,198.5,157,45.2,78,17273,152
58,82.2,168.7,75,34.5,77,9631,63
20,69,184.1,95,53.4,64,19831,86
45,52.7,153.2,125,38.2,74,14061,51
46,80,169.8,135,32.9,70,18485,34
26,95.1,198.2,150,37.1,64,13899,76
20,69.2,176.9,115,40.7,45,15738,172
42,60.8,164.4,76,31.1,45,12850,121
51,72.1,156,79,34.3,69,18919,82
29,52.4,185.2,144,39.7,77,9039,159
59,91,182.2,153,39.3,67,9114,121
26,91.3,168.7,165,54,55,14411,146
32,79.4,197.5,143,55.3,59,9469,161
57,67.7,151.1,67,35.8,58,17003,32
42,90,165.2,77,33.7,45,8492,174
22,77.7,196.1,77,49,77,6344,24
28,91.3,166,77,54.1,50,3971,136
51,81.6,162.6,61,58.9,67,15582,23
41,89.2,176.7,135,30.2,70,11644,61
32,79.9,191.2,155,42.4,47,19096,93
55,70.7,155.2,165,52,50,5655,45
25,97.9,197.2,131,54.9,84,17342,164
22,77.1,189.8,110,31.9,69,14534,154
43,80.3,159.1,69,50.4,61,14768,178
35,61,185.6,134,38.7,72,8472,13
23,81.3,169.2,73,32.2,76,11640,140
54,78.6,170.1,85,44.7,73,7124,28
30,59.2,189.2,106,34.7,67,10650,178
45,53,198.1,89,52.1,60,4843,177
22,80.2,156.3,115,52.2,76,18976,67
30,88.2,171,178,55.3,70,2497,176
34,76.2,174,101,41.3,77,4134,16
57,61.3,168.8,63,30.4,63,7412,45
49,83.3,168.2,162,37.8,61,6292,85
46,54,152.6,70,44,82,2026,157
20,72.1,184.3,83,50.8,58,14108,111
57,58.2,171.8,177,41.5,62,16470,85
51,59.2,159.7,145,46.1,65,4253,166
57,60.1,190.8,126,45.7,83,13490,77
44,69.3,190.1,96,34.9,83,15379,75
30,52.6,174.3,61,48.7,72,14649,56
50,69.9,164.9,71,43.2,64,11475,160
23,75.6,181.9,80,54.2,50,16993,143
41,74.2,164.4,128,50.7,70,3086,27
36,69.1,161.8,130,33.3,50,4015,31
33,92,186.5,123,44.7,83,11907,77
57,57.3,152,127,51.1,70,9123,172
45,75.3,154.7,102,32.6,61,15934,107
50,53.1,150.3,113,53.8,84,9084,18
58,53.6,157.6,164,36.7,46,16248,168
30,78.7,153.4,159,45.1,65,6467,84
42,78.3,199.8,121,58.2,51,4896,26
59,93.9,164.4,145,47.1,64,12362,60
53,77.9,157.5,152,42.7,47,11342,33
44,98,162,132,30.2,80,19718,134
55,52.4,196.8,149,34,63,19672,24
24,54.9,176,71,47.4,74,10937,165
22,52.2,168.2,171,44.8,55,16623,140
48,59.3,193.7,60,40.9,57,14707,166
40,77.1,169.7,131,57.7,77,7928,61
59,82.3,166.8,92,40,82,19081,63
27,52.3,160.4,123,46.1,46,13226,67
49,97.3,168.9,175,47.1,67,18858,54
47,92.1,165.8,174,45.8,64,14168,127
56,64.8,183.9,127,44.3,74,16189,86
48,53.9,164.5,73,40.1,59,8532,59
35,58.5,178.9,178,57.3,46,10702,31
53,56.3,153.3,152,43.5,74,12452,61
19,56.2,159.6,73,45.9,69,7384,40
31,75.9,170.4,68,49.7,48,19750,80
30,62.3,196.8,132,32,45,19445,99
46,67.9,168.9,85,53.4,52,4307,40
29,99.5,183.2,108,45.4,58,18691,111
56,84.2,162.8,170,49.7,55,11188,141
19,97.4,156.4,165,53.2,68,11321,172
49,57.1,152.9,76,56.2,68,2303,106
30,69.1,165.3,164,41.8,76,8486,76
44,77.7,157.9,127,54.3,69,7566,146
58,53.8,158.7,119,37.8,72,5891,92
34,50.2,188,169,49.8,60,11046,65
57,83.5,150.8,62,33.1,83,7724,35
48,82.1,177.9,152,30.6,60,17579,69
51,70.5,169,84,32.9,80,7350,137
41,74.5,175.3,80,39.6,56,11009,136
52,70.8,178.1,71,30.9,56,16025,81
23,51.2,165.7,113,48.9,78,11164,99
36,66.8,164.8,60,39.5,82,6133,67
47,58.9,186.7,60,52.1,64,11370,72
24,54.9,193.6,104,31.4,59,17862,129
27,97.8,159.6,105,36.5,66,2104,140
58,80,154.9,107,42.2,60,16269,144
49,86.4,194.9,66,41.5,68,10561,123
51,65.8,167.5,69,33.9,47,14389,11
45,69.7,177.6,74,59.8,45,10855,170
32,61.8,168,99,38.5,82,18360,149
47,54.8,156.3,70,51.6,61,19073,57
54,59,179.5,115,36.6,65,16214,62
46,89.9,176.3,105,56.3,57,8743,134
39,83.9,160.1,104,41.6,46,4588,178
21,77.3,172.6,146,57,46,3535,126
37,73.8,189.8,72,40.3,69,16698,100
49,96.1,179.5,86,30.3,72,4028,91
53,53.6,154.8,164,45.5,70,16947,77
21,64,177.4,140,45.7,79,4769,160
44,67.5,185.1,109,33.6,72,8486,173
34,89.1,189.6,120,37,77,9241,103
29,99.6,181.5,174,53.5,62,10135,158
39,62,157.6,72,31.1,58,16173,81
34,93.7,185.5,71,44.7,53,14667,112
27,91.5,183.9,88,45.9,74,15801,22
18,61.2,151.2,144,50.7,47,11340,133
39,70,170.6,143,31.1,78,16373,159
43,70.5,166.6,79,47.6,77,19164,16
35,98.9,183.5,90,30.1,71,6405,33
31,59,160.8,67,38,53,4153,142
46,90,179.5,83,45,57,8296,59
29,66.7,195.7,134,57.3,74,4583,35
53,86.5,189.9,98,33.8,60,5043,147
52,71,196.1,92,35.1,70,14036,20
29,78.9,198.9,101,50.1,49,19553,49
24,91.6,150.5,74,41.2,71,9036,111
46,90.2,181.1,127,48.7,59,18036,20
28,93.3,170.6,124,59.9,72,8726,121
50,53,193,91,59.6,47,6022,103
23,84.6,162.6,70,40.6,45,10392,13
32,57,199.1,153,45.1,45,12168,11
49,70.8,180.7,96,57.1,50,17103,176
28,77.4,189.7,78,32.8,55,14262,160
40,70.1,154.3,110,43.6,60,15207,54
43,76,159.2,159,41.3,77,8664,83
51,99.8,187.9,93,38.8,68,5556,179
51,56.8,151.1,130,59.8,76,9304,112
46,83.8,190.8,119,52,54,2365,51
21,69.8,150.7,168,41.7,69,17893,38
34,56.7,182.9,143,54.9,54,17866,153
52,57.9,168.3,112,44.7,57,2656,109
30,97.5,180.6,71,56.2,45,10352,141
58,94,184.8,121,38,79,17096,109
56,95.4,167.1,155,36.7,58,17447,25
32,99.6,155.4,125,37.4,65,18928,178
46,60.4,153.5,145,46.2,82,14046,15
46,67.8,179.4,164,38.7,45,8426,51
28,83.5,176,107,34.4,64,3761,137
49,74.2,187.1,99,59.8,49,2956,165
19,70.9,175.5,83,57,84,10273,109
31,67.9,171.1,109,49.1,76,19620,160
37,79.7,169.9,154,56.7,45,16855,85
39,78.8,151.3,127,58.1,84,18830,51
28,58.1,166.8,147,50.3,46,15036,104
44,73.6,198.8,102,45.6,75,11365,21
20,77.7,193.7,76,56.5,70,8005,133
34,78.5,166.5,163,47,53,15844,73
45,60.5,179.4,142,33.8,74,2645,38
46,87.1,192.4,163,41,52,2378,28
38,51.3,172.1,161,43.4,49,9109,106
33,67.7,150.9,114,58.1,83,13925,54
54,89,153.7,93,49.8,48,19524,63
37,78.2,175.5,170,56.3,84,16911,119
23,63.1,198.5,156,52.7,80,19045,89
36,84.7,184.7,129,39.3,65,15163,22
22,78.4,153.5,119,51.6,77,2387,149
20,89.8,159.5,110,35.9,70,12111,122
18,86.8,188.6,159,42.2,84,14683,80
55,80.5,192.1,136,54.2,83,16310,23
32,74.4,180.9,170,48.4,55,17209,51
51,56.7,182.2,132,54.8,65,4771,108
52,63.1,151.4,94,37.6,66,6169,85
42,71,191.4,93,52.5,81,12055,113
41,80,189.4,75,36.1,51,6019,130
29,75.7,163,141,46.4,57,7856,161
35,64.4,185.4,77,43,64,16650,74
32,50.3,160.7,97,46.7,59,17927,154
33,74.8,152,173,34.1,82,14715,47
44,64.3,160.1,102,40.8,78,18418,37
25,86.7,158.9,91,50,80,15682,42
42,51.2,166.9,66,46.8,69,17260,161
34,79.2,170.9,146,46.5,73,13831,120
46,97.1,175.4,146,45.3,72,14164,135
25,58.7,173.8,105,58.3,58,9618,137
32,73.6,163.5,120,58,48,5380,79
44,54.6,151.5,77,40.8,82,17163,94
24,81.3,180.3,130,40.6,51,16725,141
20,77.5,169.8,165,46.6,57,10367,170
46,70.4,164.9,99,32.9,61,6687,128
41,76.1,193.3,147,39.1,73,15474,19
20,94.8,187.3,137,36.9,61,15201,45
37,59.8,192.9,109,36.7,80,3586,82
32,51.1,174.7,64,49.2,63,10056,168
42,93.1,156.5,169,41.5,70,15590,141
47,78.9,184.8,113,35.1,53,7422,131
31,94.5,160.3,145,56.6,46,2952,145
24,79.8,172.1,117,56.2,64,7365,36
34,90.5,153.3,81,55.9,67,14521,173
37,71.5,191.3,133,41.7,62,12906,146
53,87.5,156.3,149,31.7,70,4978,161
26,95.7,195.2,138,33.2,69,15750,174
55,78.6,193.2,97,38.3,61,12001,50
39,59,173.2,164,36.6,83,12998,113
19,63.4,187.2,165,56.2,54,14343,35
41,59.9,181,178,59.6,69,13951,141
25,62.3,190.2,108,54.5,72,16691,125
28,65.3,171.6,60,51.9,70,13520,138
30,77.8,189.3,137,47.7,56,6908,157
34,79.4,173.1,95,53.1,63,13326,101
25,71.3,197,154,58.4,67,3959,105
38,80.8,174.3,87,48,58,7182,61
35,54.1,173.1,157,34.6,61,2805,103
47,54.4,189.3,94,34.9,59,5100,73
35,58.6,191.1,119,47.5,65,3575,30
48,75.9,177.7,162,40,82,13922,115
55,60.7,159,121,57.3,74,10791,89
49,64.2,173.4,146,48.3,63,4615,85
28,70,198.4,105,50.3,76,13563,105
42,90.6,187.6,167,30.2,73,17040,34
50,50.7,190.6,142,45,66,7626,35
55,82.5,151.6,141,42.9,64,12738,109
58,83.4,173.4,138,51.2,82,19010,90
25,89.9,182.3,120,41.5,82,8884,36
28,96.6,191.5,124,59.3,80,19994,72
39,51,152.5,148,50.1,45,13454,95
41,57.7,192.6,85,49.8,63,13974,127
58,94.3,177.4,94,57.6,70,10866,47
34,72.9,159.9,116,59.9,51,18432,172
29,78.2,165.9,138,35.9,78,19770,55
49,83.2,164.1,122,54.3,80,17015,136
32,84,176.5,63,34.9,50,6372,80
33,96.6,152.6,138,43.7,81,5842,140
39,99.8,157.9,101,33,66,9997,143
45,86,190.6,161,48.7,53,13684,22
37,64.4,156.6,104,44.1,73,10824,99
50,94,161.7,98,48.9,61,18267,121
27,52.5,172.7,177,50.3,57,10524,42
57,61.6,175.9,124,48.6,61,12071,71
49,94.9,188.2,81,38.8,54,8309,72
50,62.8,172.4,70,55.1,69,10698,65
19,61,189.5,169,46.6,62,19326,48
50,56.9,180.9,161,44.7,59,11781,69
50,93,155.7,96,59.6,71,19846,114
58,75,157.8,174,38.5,63,9471,136
30,83.7,171.9,149,45.8,59,16792,92
47,62,169.8,110,50.5,51,3991,161
50,87.9,187.2,150,33.8,84,15156,114
30,88,179,117,40.6,60,11926,170
43,65.6,169.4,136,54.1,68,18496,83
39,70.5,158.5,66,37.1,67,4263,144
56,60.5,161.3,67,44.8,55,7254,131
19,98.8,178.8,169,48.9,68,4811,71
55,82.3,171.2,110,50.1,49,14571,10
56,96.7,175.7,174,51.8,83,19217,88
43,65.2,158.5,82,56,74,17457,127
32,89.1,183.1,149,41.8,60,9227,74
51,88.3,192.6,167,51.2,64,10421,75
59,84.6,162.9,178,52,73,16207,76
57,98.3,174.6,150,39,61,15954,109
28,69.7,198.8,68,59,63,14672,63
20,56.5,166.7,105,56,70,11015,130
23,83.6,179.8,97,38.7,59,4518,109
26,86.5,154.5,170,50.3,69,12015,112
23,78.8,180.3,72,51.5,59,11296,174
26,60.3,154.5,66,42.9,64,19425,117
56,75.2,198,70,55.9,74,2707,21
48,65.6,185.8,133,50.7,65,19767,157
49,71.4,189.4,156,49.7,79,19686,96
58,82.3,185.2,162,36.6,50,9118,95
29,87.3,179.5,109,42.2,81,13213,41
25,61.6,172.5,178,43,55,17501,80
25,70.3,192.9,126,52,67,10868,53
45,63.5,197.8,100,48.6,83,11755,75
37,59.9,175,88,32.6,53,3260,87
24,89.2,196.6,96,39.2,62,12545,64
28,95.5,179.2,178,44.2,80,2357,25
37,68.5,176.9,115,52.1,84,7412,97
33,87.6,172.7,168,52.3,80,5234,80
21,94.8,160.5,139,44.7,72,18802,77
23,92.3,150.2,75,33.5,63,3593,133
39,59.1,162.1,103,38.8,74,6602,174
43,97.8,175.5,109,37.6,82,15969,178
20,68.8,169,166,53.4,59,11577,142
58,67,172.4,172,35.4,56,14599,14
59,53.1,199,130,43.9,46,12943,134
31,74.3,167.5,138,50.1,53,2244,140
28,55.5,172.6,161,58.9,79,6572,145
35,62.4,156.7,65,60,45,18998,163
29,65.8,152.4,77,58.6,75,18250,83
40,90.4,188.8,78,51.5,72,18633,134
29,93.8,178.5,175,52.4,81,13285,107
30,65.1,188,110,52.8,51,8620,132
42,92.9,157.5,125,55.9,60,7869,109
36,92.9,178.6,62,58.6,58,7971,62
53,88.2,162.7,169,43.4,77,18894,85
25,57.3,161.4,177,42.5,50,15957,137
46,84.5,150.6,148,43.8,65,7968,166
49,97.3,156.5,159,49.8,54,9647,23
35,84.1,165.5,113,53.3,76,18457,14
23,66.6,155.8,108,56.1,50,11000,121
35,75,199.3,87,43.7,46,7141,36
36,82.3,165.4,97,40.9,83,4126,134
39,75.5,156.5,87,59.5,71,8470,38
54,56,160,91,37,58,17473,12
49,65.6,179.4,174,36.7,67,18161,167
58,90.1,153.2,100,51.5,83,14908,146
20,93.1,193.1,95,35.4,65,13850,10
45,56.9,198.1,162,42,74,2984,32
27,97.6,162.3,95,38.8,69,19682,76
52,66.4,172.5,166,35.1,68,9187,169
46,83.1,151.1,177,47.4,55,12845,15
32,87.6,182,146,41.2,79,7713,58
50,90.6,170.7,125,43.9,48,16083,152
24,97.3,163.5,69,35.9,81,17519,39
29,65.6,160.3,129,53,80,13138,49
47,92.9,182.7,131,39.4,57,4085,72
38,56.6,170.8,138,40.3,53,8533,57
48,85.3,159,168,37.6,72,18183,133
41,87.1,184.5,152,43,60,4727,77
37,83.9,178.3,122,43.9,50,2376,144
54,62.6,192.9,151,45.9,71,8992,52
21,93.7,155.9,81,59,54,16185,153
45,58.4,189.3,157,57.1,67,6690,31
37,52.7,183.7,79,48.3,65,3065,72
41,85.9,155.8,92,31.2,70,5682,50
49,73.8,184.7,74,48.4,47,16793,162
58,92.5,172.1,66,32.7,79,19435,59
53,69.2,197.2,147,51.3,51,10820,76
51,58.4,157.1,149,41.7,71,15820,95
53,91.8,182.1,109,55.1,77,10058,168
19,77.4,169.1,69,58.3,48,16118,46
32,59.5,197.8,138,42.5,70,5974,159
51,86,166.5,96,43.8,52,8659,36
53,75.6,198.1,118,47.7,64,6841,129
23,80.2,195.1,147,35.9,61,16583,139
56,73,163.5,134,57.8,49,5424,31
59,91.4,190.2,163,43,53,16733,26
29,91.5,199.8,122,35,52,16538,121
20,85.5,162.6,80,52.9,51,11517,134
35,55.3,171.8,163,36.6,81,19555,65
57,91.9,176,161,34.3,80,14508,168
38,83.6,164.7,138,46.9,47,5769,52
32,84.9,150.8,138,50.1,52,4310,130
50,68.1,161,96,47.1,49,4343,142
52,94,164.1,104,49.7,49,5386,139
43,86.3,172.2,73,33.5,61,4339,130
25,55.6,158.6,102,44.3,71,2683,141
53,70.4,193.7,175,40.7,84,3054,171
47,94.3,185.2,144,59.2,83,2348,121
40,52.4,154.3,167,31.5,56,18362,143
59,98.1,182.5,143,38.9,72,3022,14
31,84,182.7,92,58.3,48,2503,70
31,81.6,197.8,62,59.5,72,10277,65
19,63.5,150.2,163,54.7,69,13514,111
54,62.4,162.4,146,32.3,80,15576,172
22,97.1,196.4,103,46.8,47,2522,128
55,64.9,196.6,170,42,75,13884,22
58,88.8,186,146,54.2,81,2017,35
31,69.7,188.3,150,31.7,56,3268,73
56,57,154.6,94,35.9,81,3176,148
42,50.5,175.7,84,44.7,81,14745,71
37,77.2,161.6,155,34.7,48,13961,133
19,98.8,159.1,145,50.8,74,5613,79
56,68.5,190.5,67,54.6,82,18498,84
23,67.9,156.8,179,51.1,82,10944,19
34,67.2,173.4,174,43.2,71,8590,153
42,76,196.9,175,56.4,66,8768,21
45,72,159.3,121,34.1,45,2321,97
19,94,198.9,161,37.8,82,9626,59
52,75.3,199.7,77,44.7,64,14513,152
54,75.4,177.8,151,31.8,62,19217,68
22,56.9,158.5,87,32.9,50,10403,71
18,99.1,165.8,134,41.9,56,11448,81
57,62.5,171.2,71,58.3,61,18542,59
29,53.7,165.5,123,57.3,66,4619,63
53,83.2,164,178,44,62,3347,63
40,79.8,198.6,61,34.3,54,5164,165
48,70.8,157.7,118,35.3,68,15559,113
28,71.1,186.7,96,41.3,64,2910,60
27,89.3,150,63,36.3,56,9166,83
20,59.8,179.8,100,32.5,48,4451,170
31,91,195.8,104,50.2,49,13995,138
33,82.4,164.4,168,47.4,70,2403,94
27,70.9,159.3,170,38.7,80,12033,78
46,72.9,182.6,93,53.4,60,5485,138
27,62.8,185.6,146,53.3,49,15751,126
29,87.6,184.4,72,44.7,70,11448,64
47,75.6,166,66,32.9,63,15410,94
58,66,162.6,91,57.6,50,16262,98
18,79.8,197.8,82,50.1,68,11834,82
22,99.8,196.2,108,37.4,75,18906,89
37,71.8,172.9,131,48.3,75,3944,177
25,96,192.3,173,42.2,51,3560,119
29,67.3,172.6,170,49.1,54,6747,70
18,52.7,171.2,106,44.2,83,9154,173
37,60.2,157.8,96,44.6,66,16089,112
45,70.9,171.3,157,52.1,58,18976,122
54,61,176.9,107,48.4,72,14085,161
54,50,151.1,88,32.4,66,7327,89
29,95.8,172.2,96,32,76,19139,151
54,92.2,189.1,82,39.2,55,2496,121
45,87.1,184,97,42.9,58,15060,107
32,58.4,181.8,152,38.3,75,17656,97
23,56,195.5,103,49.5,48,3598,109
37,53.4,150.9,64,35.9,66,6127,129
31,86.2,177.9,111,51.1,73,15123,138
19,96.4,189.4,99,53.2,79,7551,56
26,71.5,177.1,70,33.7,57,5590,158
54,56,166.2,137,49.5,64,14973,48
37,75.6,156.8,179,58.8,63,18845,12
43,67.4,194.4,172,35.8,59,6966,153
46,68.7,173.5,165,57.3,70,17319,77
18,81.1,193.9,61,48.2,64,13515,163
52,85.9,179.3,94,47.7,80,18549,22
23,55.5,183.7,104,31.6,50,3728,29
54,51.8,190.2,108,52.4,59,6697,92
22,99.7,183,94,44.3,48,17730,36
50,61.6,169.9,165,51.6,50,13366,139
31,52.7,175.7,151,54.3,46,2037,19
29,59.5,190.2,131,45.7,80,9486,98
59,51.9,168.7,91,37.9,59,4021,28
37,69.6,169.4,127,34.2,56,8880,152
41,90.1,154.8,168,34.8,84,6521,112
51,67.1,195.7,130,56,51,10839,56
42,72.2,154.6,98,33.7,66,5302,161
46,83.8,182.4,107,41.5,52,10511,25
56,75.4,170.7,150,40,55,8368,90
48,93.1,170.3,96,56,46,12745,141
40,93.3,184,119,44.3,74,11914,122
55,50.5,153.4,140,59.9,48,11948,168
37,88.9,179.7,133,52.1,69,13870,75
40,73,188.6,63,55.5,65,7873,63
33,99.4,191.4,82,33,69,9498,11
59,74.2,158.5,73,37.6,53,7635,70
25,99.3,194.9,64,34.1,52,2764,24
38,87.7,182.8,125,43.9,49,19036,69
18,62.4,194.1,169,51.5,72,14272,121
25,76.9,174.3,83,35.1,46,17143,52
46,99.6,177.1,77,33.9,65,13794,102
49,92.9,196,86,48.4,52,12321,177
55,54.9,195,83,36.9,78,2145,39
22,85.3,172.4,88,44.4,67,7101,72
