age,height,weight,heart_rate,vo2_max,resting_heart_rate
25,86.7,158.9,91,50,80
42,51.2,166.9,66,46.8,69
34,79.2,170.9,146,46.5,73
46,97.1,175.4,146,45.3,72
25,58.7,173.8,105,58.3,58
32,73.6,163.5,120,58,48
44,54.6,151.5,77,40.8,82
24,81.3,180.3,130,40.6,51
20,77.5,169.8,165,46.6,57
46,70.4,164.9,99,32.9,61
41,76.1,193.3,147,39.1,73
20,94.8,187.3,137,36.9,61
37,59.8,192.9,109,36.7,80
32,51.1,174.7,64,49.2,63
42,93.1,156.5,169,41.5,70
47,78.9,184.8,113,35.1,53
31,94.5,160.3,145,56.6,46
24,79.8,172.1,117,56.2,64
34,90.5,153.3,81,55.9,67
37,71.5,191.3,133,41.7,62
53,87.5,156.3,149,31.7,70
26,95.7,195.2,138,33.2,69
55,78.6,193.2,97,38.3,61
39,59,173.2,164,36.6,83
19,63.4,187.2,165,56.2,54
41,59.9,181,178,59.6,69
25,62.3,190.2,108,54.5,72
28,65.3,171.6,60,51.9,70
30,77.8,189.3,137,47.7,56
34,79.4,173.1,95,53.1,63
25,71.3,197,154,58.4,67
38,80.8,174.3,87,48,58
35,54.1,173.1,157,34.6,61
47,54.4,189.3,94,34.9,59
35,58.6,191.1,119,47.5,65
48,75.9,177.7,162,40,82
55,60.7,159,121,57.3,74
49,64.2,173.4,146,48.3,63
28,70,198.4,105,50.3,76
42,90.6,187.6,167,30.2,73
50,50.7,190.6,142,45,66
55,82.5,151.6,141,42.9,64
58,83.4,173.4,138,51.2,82
25,89.9,182.3,120,41.5,82
28,96.6,191.5,124,59.3,80
39,51,152.5,148,50.1,45
41,57.7,192.6,85,49.8,63
58,94.3,177.4,94,57.6,70
34,72.9,159.9,116,59.9,51
29,78.2,165.9,138,35.9,78
49,83.2,164.1,122,54.3,80
32,84,176.5,63,34.9,50
33,96.6,152.6,138,43.7,81
39,99.8,157.9,101,33,66
45,86,190.6,161,48.7,53
37,64.4,156.6,104,44.1,73
50,94,161.7,98,48.9,61
27,52.5,172.7,177,50.3,57
57,61.6,175.9,124,48.6,61
49,94.9,188.2,81,38.8,54
50,62.8,172.4,70,55.1,69
19,61,189.5,169,46.6,62
50,56.9,180.9,161,44.7,59
50,93,155.7,96,59.6,71
58,75,157.8,174,38.5,63
30,83.7,171.9,149,45.8,59
47,62,169.8,110,50.5,51
50,87.9,187.2,150,33.8,84
30,88,179,117,40.6,60
43,65.6,169.4,136,54.1,68
39,70.5,158.5,66,37.1,67
56,60.5,161.3,67,44.8,55
19,98.8,178.8,169,48.9,68
55,82.3,171.2,110,50.1,49
56,96.7,175.7,174,51.8,83
43,65.2,158.5,82,56,74
32,89.1,183.1,149,41.8,60
51,88.3,192.6,167,51.2,64
59,84.6,162.9,178,52,73
57,98.3,174.6,150,39,61
28,69.7,198.8,68,59,63
20,56.5,166.7,105,56,70
23,83.6,179.8,97,38.7,59
26,86.5,154.5,170,50.3,69
23,78.8,180.3,72,51.5,59
26,60.3,154.5,66,42.9,64
56,75.2,198,70,55.9,74
48,65.6,185.8,133,50.7,65
49,71.4,189.4,156,49.7,79
58,82.3,185.2,162,36.6,50
29,87.3,179.5,109,42.2,81
25,61.6,172.5,178,43,55
25,70.3,192.9,126,52,67
45,63.5,197.8,100,48.6,83
37,59.9,175,88,32.6,53
24,89.2,196.6,96,39.2,62
28,95.5,179.2,178,44.2,80
37,68.5,176.9,115,52.1,84
33,87.6,172.7,168,52.3,80
21,94.8,160.5,139,44.7,72
23,92.3,150.2,75,33.5,63
39,59.1,162.1,103,38.8,74
43,97.8,175.5,109,37.6,82
20,68.8,169,166,53.4,59
58,67,172.4,172,35.4,56
59,53.1,199,130,43.9,46
31,74.3,167.5,138,50.1,53
28,55.5,172.6,161,58.9,79
35,62.4,156.7,65,60,45
29,65.8,152.4,77,58.6,75
40,90.4,188.8,78,51.5,72
29,93.8,178.5,175,52.4,81
30,65.1,188,110,52.8,51
42,92.9,157.5,125,55.9,60
36,92.9,178.6,62,58.6,58
53,88.2,162.7,169,43.4,77
25,57.3,161.4,177,42.5,50
46,84.5,150.6,148,43.8,65
49,97.3,156.5,159,49.8,54
35,84.1,165.5,113,53.3,76
23,66.6,155.8,108,56.1,50
35,75,199.3,87,43.7,46
36,82.3,165.4,97,40.9,83
39,75.5,156.5,87,59.5,71
54,56,160,91,37,58
49,65.6,179.4,174,36.7,67
58,90.1,153.2,100,51.5,83
20,93.1,193.1,95,35.4,65
45,56.9,198.1,162,42,74
27,97.6,162.3,95,38.8,69
52,66.4,172.5,166,35.1,68
46,83.1,151.1,177,47.4,55
32,87.6,182,146,41.2,79
50,90.6,170.7,125,43.9,48
24,97.3,163.5,69,35.9,81
29,65.6,160.3,129,53,80
47,92.9,182.7,131,39.4,57
38,56.6,170.8,138,40.3,53
48,85.3,159,168,37.6,72
41,87.1,184.5,152,43,60
37,83.9,178.3,122,43.9,50
54,62.6,192.9,151,45.9,71
21,93.7,155.9,81,59,54
45,58.4,189.3,157,57.1,67
37,52.7,183.7,79,48.3,65
41,85.9,155.8,92,31.2,70
49,73.8,184.7,74,48.4,47
58,92.5,172.1,66,32.7,79
53,69.2,197.2,147,51.3,51
51,58.4,157.1,149,41.7,71
53,91.8,182.1,109,55.1,77
19,77.4,169.1,69,58.3,48
32,59.5,197.8,138,42.5,70
51,86,166.5,96,43.8,52
53,75.6,198.1,118,47.7,64
23,80.2,195.1,147,35.9,61
56,73,163.5,134,57.8,49
59,91.4,190.2,163,43,53
29,91.5,199.8,122,35,52
20,85.5,162.6,80,52.9,51
35,55.3,171.8,163,36.6,81
57,91.9,176,161,34.3,80
38,83.6,164.7,138,46.9,47
32,84.9,150.8,138,50.1,52
50,68.1,161,96,47.1,49
52,94,164.1,104,49.7,49
43,86.3,172.2,73,33.5,61
25,55.6,158.6,102,44.3,71
53,70.4,193.7,175,40.7,84
47,94.3,185.2,144,59.2,83
40,52.4,154.3,167,31.5,56
59,98.1,182.5,143,38.9,72
31,84,182.7,92,58.3,48
31,81.6,197.8,62,59.5,72
19,63.5,150.2,163,54.7,69
54,62.4,162.4,146,32.3,80
22,97.1,196.4,103,46.8,47
55,64.9,196.6,170,42,75
58,88.8,186,146,54.2,81
31,69.7,188.3,150,31.7,56
56,57,154.6,94,35.9,81
42,50.5,175.7,84,44.7,81
37,77.2,161.6,155,34.7,48
19,98.8,159.1,145,50.8,74
56,68.5,190.5,67,54.6,82
23,67.9,156.8,179,51.1,82
34,67.2,173.4,174,43.2,71
42,76,196.9,175,56.4,66
45,72,159.3,121,34.1,45
19,94,198.9,161,37.8,82
52,75.3,199.7,77,44.7,64
54,75.4,177.8,151,31.8,62
22,56.9,158.5,87,32.9,50
18,99.1,165.8,134,41.9,56
57,62.5,171.2,71,58.3,61
29,53.7,165.5,123,57.3,66
53,83.2,164,178,44,62
40,79.8,198.6,61,34.3,54
48,70.8,157.7,118,35.3,68
28,71.1,186.7,96,41.3,64
27,89.3,150,63,36.3,56
20,59.8,179.8,100,32.5,48
31,91,195.8,104,50.2,49
33,82.4,164.4,168,47.4,70
27,70.9,159.3,170,38.7,80
46,72.9,182.6,93,53.4,60
27,62.8,185.6,146,53.3,49
29,87.6,184.4,72,44.7,70
47,75.6,166,66,32.9,63
58,66,162.6,91,57.6,50
18,79.8,197.8,82,50.1,68
22,99.8,196.2,108,37.4,75
37,71.8,172.9,131,48.3,75
25,96,192.3,173,42.2,51
29,67.3,172.6,170,49.1,54
18,52.7,171.2,106,44.2,83
37,60.2,157.8,96,44.6,66
45,70.9,171.3,157,52.1,58
54,61,176.9,107,48.4,72
54,50,151.1,88,32.4,66
29,95.8,172.2,96,32,76
54,92.2,189.1,82,39.2,55
45,87.1,184,97,42.9,58
32,58.4,181.8,152,38.3,75
23,56,195.5,103,49.5,48
37,53.4,150.9,64,35.9,66
31,86.2,177.9,111,51.1,73
19,96.4,189.4,99,53.2,79
26,71.5,177.1,70,33.7,57
54,56,166.2,137,49.5,64
37,75.6,156.8,179,58.8,63
43,67.4,194.4,172,35.8,59
46,68.7,173.5,165,57.3,70
18,81.1,193.9,61,48.2,64
52,85.9,179.3,94,47.7,80
23,55.5,183.7,104,31.6,50
54,51.8,190.2,108,52.4,59
22,99.7,183,94,44.3,48
50,61.6,169.9,165,51.6,50
31,52.7,175.7,151,54.3,46
29,59.5,190.2,131,45.7,80
59,51.9,168.7,91,37.9,59
37,69.6,169.4,127,34.2,56
41,90.1,154.8,168,34.8,84
51,67.1,195.7,130,56,51
42,72.2,154.6,98,33.7,66
46,83.8,182.4,107,41.5,52
56,75.4,170.7,150,40,55
48,93.1,170.3,96,56,46
40,93.3,184,119,44.3,74
55,50.5,153.4,140,59.9,48
37,88.9,179.7,133,52.1,69
40,73,188.6,63,55.5,65
33,99.4,191.4,82,33,69
59,74.2,158.5,73,37.6,53
25,99.3,194.9,64,34.1,52
38,87.7,182.8,125,43.9,49
18,62.4,194.1,169,51.5,72
25,76.9,174.3,83,35.1,46
46,99.6,177.1,77,33.9,65
49,92.9,196,86,48.4,52
55,54.9,195,83,36.9,78
22,85.3,172.4,88,44.4,67
39,67.3,163.7,70,31.5,59
51,50.3,169.7,171,50.4,71
18,70.2,169.4,77,46.2,46
43,61.7,164.3,171,49.4,72
27,90.9,163.4,176,38.3,55
47,66.9,193.1,63,38.4,65
35,91.4,153.5,92,54,76
34,50,183.9,137,51.6,76
43,65.4,158.6,167,47.4,51
25,62.1,167.2,179,48.8,66
57,61.7,153.1,101,32.8,58
29,53.4,163.5,91,55.7,57
44,59.4,188.4,110,53.1,65
25,77.8,194.3,63,47.7,66
42,64.6,161.1,79,57.6,78
21,70.9,173.2,144,35.1,54
50,68.8,173.5,126,50.6,45
18,93.8,193.7,148,58.9,45
36,95.3,188.1,127,39.3,68
48,74.6,175.7,121,30.5,47
33,66.5,183.5,117,52,75
31,55.3,192.4,106,30.2,57
22,97.7,150.5,134,56.2,48
58,53,170.1,139,31.7,67
43,64.9,195.4,118,49.6,50
45,64.9,187,159,41.3,78
19,66,177.1,65,36.1,62
23,58.2,176.5,154,56.9,80
26,89.2,167.4,99,52.4,70
50,56.1,176,136,40.2,77
58,81.7,182.8,82,38.5,77
42,56.2,170.9,111,52.1,69
30,53.5,185.7,63,55.1,61
26,95.5,193.1,96,51.5,47
30,59.5,157.7,101,49.2,66
48,91.1,172.6,160,36.8,79
58,77.2,170.4,103,55.6,48
28,53.9,184.4,156,52.5,72
21,97.8,162.5,179,45.5,57
51,62.3,182,101,45.3,74
55,93,193.9,88,47.1,56
21,58.4,170.9,160,54.8,47
55,92.7,195.6,78,52.3,65
36,50.7,199.7,174,55.7,84
23,75.6,155.3,143,45.2,45
51,88.5,161.7,91,48.7,62
35,96.7,197.5,103,55.6,57
30,95.5,197.9,114,37,51
58,91,154.9,139,43.3,57
40,94.4,150.7,64,48.6,61
36,60,158.1,172,57.5,76
28,64.2,199.8,105,30.5,73
18,64.4,159,135,36.4,74
41,68.9,175.1,104,37,55
24,69.7,192.4,80,39.8,58
42,77.2,151,137,38.5,54
38,58,180.2,160,47.7,52
32,84.6,163.9,81,56.6,75
18,58.4,193.1,89,49.1,50
29,65.5,164.2,82,37.2,63
24,75.2,184.3,64,55.9,63
32,89.8,183.7,122,49,56
38,87,161.1,152,36.6,83
36,82.3,151.7,118,40.8,62
46,57.8,170.5,153,53.7,47
42,77.4,164.5,141,52.2,53
50,54.4,190.4,169,47.3,50
49,68.9,190,173,34.3,45
52,70.7,172.9,111,54.1,84
55,52,180.3,124,39.2,73
43,63.7,180.2,98,53.1,79
28,97.8,191.4,140,49.4,79
52,97.7,171.3,62,37.9,74
25,67.6,163.8,101,36.4,79
31,52.2,163.3,130,33.9,83
27,59,176.8,86,37.3,66
19,69.6,172.5,87,34.7,72
26,97.4,172,167,48.5,62
20,57.1,154.6,113,48,76
38,88.2,185.9,154,47.6,49
43,55.4,160.7,74,49.3,78
25,99.1,159.8,178,54.4,75
19,69.1,170.6,112,57.4,77
23,88.8,161.4,171,36.9,48
45,67.1,179.2,131,47.6,58
46,81.4,168.6,129,32.4,59
43,59.6,172.4,151,33.6,64
42,57.3,176.9,63,49.6,64
29,96.9,160.2,153,44.6,79
22,95.9,157.8,166,52.7,48
51,94.4,194,76,42.8,62
54,81.3,171.7,93,33.8,68
32,90.4,170.6,65,56.2,71
53,53.5,151.8,95,32.5,77
32,66.7,174.9,158,35.7,69
40,65.7,177.7,162,38.3,49
23,81.8,177.9,98,59.9,62
38,67.8,185.4,139,42.5,64
40,57.4,158.9,125,45.1,79
33,79.8,162.6,67,53.1,50
32,90.7,190.5,74,49.1,71
42,69.1,197.4,122,55.2,72
53,56.6,156.8,150,44.6,55
28,59.8,174.9,139,59.2,53
32,61.9,160.7,124,53.9,72
21,65,153,118,42,63
38,82.1,166.3,69,41.4,83
30,80,157.2,66,57.9,65
39,84.8,185.5,171,50.5,75
36,68.1,176.7,133,48.6,51
51,91.2,157.2,135,52.7,81
31,60.2,150.5,140,46.8,69
21,73.5,190.4,168,34.8,72
44,90,158.8,71,39.6,80
46,59,180.3,138,46.7,61
45,55.5,166.8,105,30.5,70
52,94.2,179.3,174,43.1,72
25,67.1,165.8,91,52.7,81
33,84.2,154.3,91,34.9,61
59,51.3,161.1,174,31.9,61
53,84.5,159.4,149,55.1,77
47,65.8,171.4,137,48.5,78
35,52.8,182.9,173,35.3,67
19,80.5,163.2,149,54.2,74
30,62,150.6,120,49.7,71
21,69.3,175.9,128,40,53
43,54,180.3,175,41.3,64
42,57.4,198.1,120,34.7,67
47,64.9,179.5,161,55.1,63
28,54.5,173.6,173,45.3,81
24,95.5,178.7,105,46.7,48
48,50.3,196.4,127,56.5,57
27,74.2,191.4,151,30.5,82
56,56.2,166.1,114,32,56
30,65.4,161.9,60,34.8,53
48,96.3,163.1,136,30.9,59
24,58.1,175.2,166,49.7,65
59,98.3,187.2,126,49,59
59,60.3,175.2,108,36.3,49
53,87.1,153.4,173,34.5,49
37,77.3,186.2,84,34.4,69
21,94.2,190.3,165,58.6,68
24,77.7,164.5,75,50.8,81
18,76.7,183.2,144,47.6,75
59,59.8,171.3,72,39.7,78
30,58.3,194.5,111,43,58
39,95.8,192.3,167,32.7,71
38,66.4,176.3,95,59.9,48
39,68.6,184.6,131,52.7,67
45,88,194.2,103,48.6,82
26,66.9,174.8,142,47.6,49
43,97.6,165.7,106,45.1,71
26,86.9,187.7,139,37.7,58
32,79.9,161,135,36.8,51
27,94,169.4,79,46.5,62
41,52.5,193.3,77,32.1,76
59,62.9,186.2,113,32.2,46
25,73.3,170.2,71,46.8,64
41,61.3,160.7,171,57.6,73
33,87.2,167.8,84,57.4,70
43,96,164.2,119,30.3,82
44,71.2,158.8,175,33.2,45
54,67.1,187.2,134,47.5,49
21,98.1,162.6,145,55.5,58
41,72.2,172.7,175,58.6,69
36,74.5,169.3,169,55.8,53
53,67.6,199.1,93,50.3,74
56,95.5,169.6,72,36,63
27,78.4,154,169,32.2,84
42,88.1,154.5,97,31.4,52
35,90.6,179.5,71,48.4,60
36,67.1,180,162,31.1,52
53,71.7,170.9,95,52.2,67
27,92.4,171.6,87,51.4,53
50,68.2,152.7,150,32.4,76
22,89.7,175.8,98,57.2,81
52,97,175.2,136,45.7,78
51,81.2,157.5,102,57.1,62
50,87.1,155.2,163,57,59
38,90.3,156.2,150,35.9,59
34,92.3,155.1,174,41.4,73
39,69.8,180.5,90,34,67
54,52.6,159.8,61,53.2,67
32,70.1,162.6,176,45.1,45
52,83.7,158.7,141,57.9,66
45,72.5,197.9,149,36.2,51
24,87.4,192.7,176,50.7,76
49,67.8,161.5,101,59.7,72
28,81.7,166.4,90,50,76
27,59.3,160.5,120,32.1,77
26,87.5,174.6,161,47.7,57
31,77.3,151,115,35.4,72
30,60.2,183.6,145,30.9,53
42,64.6,176.2,159,40,47
19,87.4,194.9,142,38,61
52,74.1,158.2,73,53.7,78
24,60.8,190.2,73,41.2,76
38,98.4,189.6,173,52,53
35,85.8,156.4,88,30.5,45
20,97.9,169.9,140,30.4,64
59,71.4,158.5,109,30.9,49
56,73.8,162.7,109,36.6,84
58,94.9,163.2,122,41.2,65
28,76.3,177.8,160,48.2,49
56,85.4,170.6,132,59.6,48
41,62.6,197.4,124,40.6,52
36,72.3,156.3,127,31.7,69
21,56.2,198.7,130,35.8,51
43,60.3,161.5,70,56.9,81
55,50,188.6,73,51,76
59,52,166.9,165,53.7,61
49,98.9,157.2,142,33.7,72
56,62.1,192.9,163,34,50
53,83.2,165.4,62,33.4,80
57,92,182.9,67,55.7,46
54,77.5,178.3,152,36.3,75
50,57.7,173.6,173,49.3,45
53,86.4,174.8,160,45.5,47
20,80,186.6,175,46.3,57
26,86.6,154.4,102,35.9,75
25,88.5,183.4,68,49.1,73
50,98.8,194.8,78,31.3,77
23,78.7,152.9,71,59.8,54
58,67.1,157,86,30.8,82
56,82.4,185.8,160,31.5,53
21,53.4,171.9,171,39.7,45
30,94.9,170.2,117,54.9,81
19,56,156.8,84,37.7,76
22,66.4,175.3,104,44.2,77
44,90.8,156.3,161,30.5,46
49,79.9,173.8,107,32.4,46
38,69.7,188.2,109,48.2,49
25,73.7,162.9,140,35.8,54
55,92.7,174,103,50.8,82
25,67,199.6,118,53.6,81
20,93.5,184.3,92,55.5,46
20,54.4,192.1,162,34,84
39,88.8,170.7,137,43.7,69
23,92.4,188.4,87,58.4,82
19,59.1,152,77,53.2,81
40,71.5,156.1,114,33.5,62
19,58.3,160.2,92,45.1,71
55,85.3,170.1,175,57.7,64
34,76.8,192.3,165,43.2,78
52,81.8,167.3,74,55.1,52
51,59.8,182.7,120,44.9,48
40,60.6,185.5,70,33.2,74
47,52.1,179.3,95,34.4,80
25,66.1,167.9,74,31.4,53
39,78,178.9,112,35.9,56
53,92.9,167.1,121,56.8,58
22,83.3,154.2,107,49.5,79
30,71.8,199.6,153,52.2,50
46,97.7,156.4,74,48.6,67
48,86,153.6,122,41.6,48
33,96.5,193.9,172,36.5,45
59,76.4,165.1,146,57.8,53
47,62.9,182.5,102,45.4,53
33,52.6,166.5,109,44.4,59
29,86.3,169.6,119,59.9,68
34,56.1,163.1,171,41.5,52
33,65.1,167.2,118,55.6,72
29,76.6,170.5,74,55.9,61
25,78.2,186,88,37,79
37,80,175.6,134,32.8,75
20,58.3,197.2,168,59.3,48
33,69,152.1,141,42.8,58
47,80.9,175.2,99,30.1,69
40,98.5,179.2,90,45,84
45,86.4,196,132,48.6,51
57,96.1,152.5,145,53.3,75
22,88.1,178.7,70,58.3,79
37,79.6,192.7,140,57.5,82
57,59.6,162.1,156,58.2,64
18,83.3,193.8,121,31,60
47,81.2,151,134,51.4,66
38,80.1,186.6,162,36.8,80
37,74.5,196.7,67,35.6,63
23,76.4,182.9,110,54,46
39,66.7,172,116,42.5,48
35,76,152.2,63,57.5,78
25,59.9,196,95,31.3,51
56,90.3,173.5,78,54.1,58
49,59.3,151.4,83,34.1,76
50,54.2,184.5,100,35.3,61
33,71.8,174.1,108,44.3,81
29,82.9,156.2,141,41.9,58
55,71.9,160.7,156,44.6,61
51,63.8,153.2,105,58.2,76
31,77.9,178.7,95,49.7,46
53,67.4,181.1,69,38.7,83
50,96.6,175.3,178,35.2,48
40,96.1,190.9,137,42.6,84
19,75.1,193.1,66,43.5,74
58,66.4,180.8,71,48,74
38,86.9,150.6,145,38,77
19,51.8,184.8,150,53,45
44,73.7,170.9,107,33,77
26,66.8,178.3,96,46.8,80
18,96,182.5,134,48.7,75
28,50.6,167.5,95,36.2,81
20,77.6,195.9,119,54.8,58
40,87,156.7,136,48.5,50
43,74.3,183.6,155,49.4,51
21,54.3,150.2,67,44.9,84
35,98.6,196.2,66,57.3,68
23,75.9,155.6,166,50.8,48
52,80.7,154.7,102,41.5,69
39,61.8,166.7,117,37.2,47
32,74.2,168.7,140,32.1,72
39,71.5,160.7,145,35,67
54,53.7,179.3,105,59.8,80
59,55.3,172.1,93,42.2,57
29,91.9,151.7,143,57,66
59,62,166,176,35.1,69
55,59.7,190.5,131,42.8,68
35,75.2,184.5,81,58.8,81
52,88.4,186.2,150,32.7,77
47,53.1,184.9,157,47.8,58
41,78.8,165.5,80,57.6,68
59,56,155,74,58.5,66
47,51.8,163.6,64,55.4,81
31,52.6,191.6,161,55.7,67
23,91.7,199,76,49.6,50
20,55.9,174.7,131,36.6,63
33,52.3,150.5,78,51.9,56
24,71.9,157,64,59.4,70
31,92.2,166.1,82,45.8,73
26,63.1,178.9,142,37.8,58
32,71.1,153.8,73,47.2,61
38,52,197.2,69,50.7,74
52,72.5,168.3,90,36.2,51
19,78.9,195.6,72,51.6,65
44,78.5,189,81,47.6,45
19,66.6,187.8,96,48.4,82
52,65.8,180.3,98,39.2,48
35,55.3,181.3,69,34.7,52
31,68.3,181.9,90,48.7,62
37,55,181.4,102,47.6,52
35,88.3,177.7,158,40.1,75
27,98.3,199.3,136,38.9,75
42,98.5,186.6,153,40.4,72
19,93.3,188.8,157,44.7,81
42,80,193.6,95,59.2,47
50,85,160.8,94,52.9,59
53,64.3,154.2,170,55.6,48
48,81.5,174.1,127,45.2,79
31,72.8,175.7,114,45.8,78
18,74.1,191.5,176,36.1,80
33,87.9,172.2,127,51.6,50
20,64.1,178.5,106,42.6,48
52,65.9,176.4,65,52.3,74
58,96.2,151.9,178,42.3,83
23,52.8,180.8,87,33.3,62
42,74.3,191.4,89,35.2,66
30,95.6,157.9,86,54.3,54
51,80.5,179.7,128,37.8,73
25,77.3,179.7,167,37.9,67
38,62.5,158.2,98,57.9,48
51,67.2,156.2,94,49.7,63
21,92.6,199,162,33.4,70
42,78,169.7,103,34.3,51
32,75.7,161.4,74,38.2,57
21,55,158.6,142,47.8,47
29,50.8,183.4,153,52.6,84
49,98.2,180.5,161,38.2,55
49,68.8,182.2,91,56.1,60
45,80.2,154.4,163,33.3,64
30,54,194.7,88,36.2,67
48,84.2,169.5,122,59.1,67
31,96.6,165.7,65,34,76
37,78.8,173.1,149,56.6,82
35,56.3,169.5,86,51.1,47
46,79.1,193.2,158,32.2,52
23,88.3,196.5,87,44.5,82
49,70.3,165.2,64,45.6,84
46,94,193.2,100,58,58
19,82.4,189.1,115,42.6,52
40,95,196.5,171,43.4,55
36,81.2,162.3,113,33.4,77
48,56.6,178.8,139,49.2,59
22,65.5,163.7,164,36.3,81
36,60.1,191.2,77,32.3,58
51,95.4,150.3,136,59.9,70
27,88,178.2,102,38.1,52
42,83.8,167,148,34.2,48
19,65,166.1,133,51,80
28,59.2,182.2,88,54.7,62
48,87.8,192.6,69,31.9,71
32,73.7,180.5,65,33.2,63
26,61.3,192.7,139,32.7,47
40,80.8,163.2,148,31.4,53
36,52,176,167,49.8,83
26,66.3,172.5,63,47.6,46
52,73.4,150.6,160,49.9,53
38,57.4,177.8,93,45.2,50
26,99.2,183.1,142,54.5,82
45,60.5,179.6,92,46.4,72
24,56.5,186.8,63,57.6,78
33,60.2,178.6,103,44.6,73
33,88.5,153.3,157,53.7,47
50,71.3,155.8,135,42.2,60
21,78.3,179.8,90,43.1,79
21,51.1,163.7,139,55.5,55
56,51.7,154,125,33.2,67
57,72.3,171.5,172,46.9,74
34,90.8,177.7,117,51.8,49
54,94.3,166.4,119,52.5,52
56,54.3,186,61,47.7,54
46,76.9,182.2,95,43.4,72
53,95.7,166.6,129,37.8,80
55,69.4,187.7,119,57.3,54
56,91.5,182.4,82,41.1,58
54,56.7,181.9,162,54,82
52,96.8,177.7,178,30.9,81
24,87.6,150.6,106,37,49
44,97.1,184.8,175,40.4,50
45,83.8,168.8,167,50.1,74
39,68.2,197.1,160,39.6,63
31,96.9,190.9,105,31.2,58
24,63.8,179.4,139,35.2,55
54,66.6,162.6,166,37.8,49
39,85,160.2,103,35.3,75
22,88.3,167,78,36.1,76
19,96.5,173.8,108,53.1,68
44,60.2,164.8,147,42.4,54
38,89.9,175.7,117,42.2,57
55,86.9,158.3,150,59,57
32,53.2,198.9,66,43.4,80
38,69.4,155.4,153,57.8,66
27,64.1,196.6,100,39,53
40,65.2,195.7,137,42,63
56,99.1,176.3,175,41.9,51
22,82.1,186.2,167,46.4,59
18,85.9,171.8,74,47.5,61
30,98.8,181.5,135,37.4,58
38,68.9,167,112,53.8,46
43,90.1,165.1,176,44.9,58
38,71.7,178.9,152,30.2,48
35,93.5,174.9,82,47.7,47
54,59,179,136,53.9,47
49,97.4,164.3,132,37.5,55
53,60.9,168.3,147,31.1,49
34,66.3,154.2,162,54.2,73
52,87.8,152.6,153,59.3,72
28,69.7,162.7,124,32.3,67
38,80.4,153.7,119,58.1,74
43,72.2,155.2,69,40.8,67
21,87.1,190.6,161,58.2,66
51,61.4,151.9,117,49.5,56
35,52.9,182.9,106,56.7,71
57,65,163.6,74,53.6,84
52,73.7,193.6,68,30.8,59
58,58.4,174.2,72,32,67
46,67.7,165.3,82,45.8,63
46,70,175.9,92,33.9,55
55,52.9,169.1,68,43.8,82
59,79.2,178.2,62,58.6,84
38,94.2,155.7,153,38.8,47
59,57.6,199.8,132,44.7,60
30,79.9,171.3,175,41.5,76
58,83.2,167.4,84,48.9,82
34,71,185.5,170,35.8,53
26,85.1,168.2,147,37.8,82
58,70.5,191.7,155,55.8,49
18,75.2,172.7,130,54.3,45
19,50.4,186,95,53.7,79
46,84.6,155.4,148,53.1,79
50,83.1,192.3,79,43.8,56
27,51.9,186.8,140,51.9,80
57,68.4,160.6,113,41.6,65
38,99,157.3,159,33,52
45,71,165.8,149,41.8,71
28,75.1,198.8,78,34.8,53
51,95.5,162.8,119,41.7,72
25,85.9,172.8,96,38.9,74
39,79.1,151.5,171,48,58
25,89.9,169.9,62,40.8,67
32,93.2,178.6,166,51.2,73
34,72.8,197.7,151,45.4,70
40,73.8,175.8,145,57.6,66
41,69.3,191,170,32.7,59
36,98.3,177.4,78,50.6,53
22,84.9,152,112,50.2,70
49,54.2,165.8,179,58.5,61
18,93.1,178.8,105,41.1,53
40,74,197.5,139,39.2,47
54,53.4,193,115,35.2,60
25,77.5,161.4,129,38,57
30,70.9,161,160,45.1,70
25,93.9,160.1,90,55.1,61
40,60.2,196.1,112,38.5,76
18,91.3,192.6,172,34.7,68
41,77.9,188.7,171,38.2,80
52,52.7,169.6,93,33,66
41,98.6,175.2,90,57.8,53
34,75.6,173.2,119,56.2,66
22,64.5,162.7,70,39.3,64
37,73.5,175.3,159,37.4,47
38,92.9,151.5,65,57.2,80
57,65.2,156.6,86,30.1,77
48,59.6,194.3,66,48,62
53,56.5,187.6,108,57.5,80
28,64.9,171.1,155,45.3,54
32,89,175.9,131,30.1,80
36,73.6,168.5,119,36.6,65
24,61.4,187,92,57.7,69
45,58.3,189.2,106,30.5,84
22,66.6,188.2,175,41.8,53
22,97,186.1,103,53.7,71
47,67.2,160.2,138,55.1,59
49,99.4,166.9,178,44.3,76
25,74.3,173.5,86,37,83
27,59,166.5,153,48,60
55,94.6,187.7,81,37.9,72
49,73,166.5,106,37.7,50
45,85.5,156.9,152,54.2,50
34,99.2,170,164,34.6,82
48,52.5,199,107,30.2,46
25,54.8,161.3,89,40.1,84
57,86,180.6,61,44.7,51
42,64.1,171.6,74,51.2,71
26,59.2,153.6,106,53.4,72
19,52,174.4,86,49.9,60
32,51.1,185.1,130,48.8,53
20,88.7,175.7,86,50,59
53,56.7,193.6,144,38.1,78
21,73.4,164.4,72,41.5,64
31,80.3,154.3,114,48.5,58
58,71.4,196.8,76,32,55
58,51.4,168.9,134,38.9,74
42,89.2,178.8,118,42.2,47
27,50.5,189.6,69,46,46
38,88.1,166.2,92,44.6,58
53,94.7,185.8,137,51.5,73
29,71.6,156.8,96,44.2,49
44,76.8,164.6,67,57.1,50
57,73.8,157.2,92,41.4,52
19,69.5,190.6,66,45.8,83
