age,height,weight,heart_rate,workout_type,workout_duration
34,199,86,113,Cardio,80
56,195,111,143,Running,114
33,196,59,131,Running,12
36,185,85,107,Cardio,81
38,171,110,170,HIIT,11
19,198,67,175,Running,64
58,154,66,160,HIIT,66
22,151,59,111,Yoga,75
52,165,72,115,Running,96
44,157,99,149,Yoga,104
48,190,118,128,Running,119
39,160,75,131,Cardio,24
59,199,52,149,Yoga,76
48,189,98,142,Strength,28
46,158,70,171,HIIT,68
40,185,52,165,HIIT,94
20,176,66,100,Cardio,41
36,154,115,93,Yoga,96
34,174,62,106,HIIT,101
18,170,96,153,Yoga,80
45,151,52,161,Cardio,11
43,169,103,140,Cardio,28
52,150,109,107,Cycling,117
35,193,80,129,Running,102
26,161,81,126,Cardio,11
30,199,54,135,Strength,88
58,171,67,130,Strength,45
59,177,53,97,Yoga,33
40,172,108,91,Cardio,73
45,170,89,126,Cycling,108
54,185,102,177,HIIT,13
31,183,110,172,HIIT,29
32,158,73,157,Yoga,57
37,195,104,137,Strength,18
23,181,75,153,Strength,19
48,189,90,153,Yoga,58
22,179,100,179,Yoga,36
56,169,109,165,Yoga,23
29,157,112,137,Cardio,41
52,176,54,152,Running,65
36,190,119,97,HIIT,35
28,159,98,165,HIIT,19
51,189,61,152,Running,93
51,159,73,86,Cardio,38
36,185,79,157,Yoga,114
52,180,75,179,Cycling,80
29,189,114,127,Strength,110
18,184,76,94,Cycling,70
39,182,61,83,Cardio,59
23,169,58,165,Strength,57
44,160,68,96,Cardio,58
43,159,113,95,Cycling,107
47,170,99,125,HIIT,71
29,160,77,129,Yoga,37
19,199,73,96,Strength,26
33,180,86,88,Cardio,118
27,158,83,139,Running,21
53,168,60,129,HIIT,51
20,173,96,178,HIIT,14
58,179,65,152,HIIT,84
18,168,99,174,Strength,104
58,181,71,142,Cardio,93
34,177,118,125,Running,67
57,163,116,118,HIIT,58
29,150,82,82,Running,108
20,163,70,114,Cardio,58
40,183,93,96,Cardio,20
59,165,116,89,Cardio,12
49,192,54,103,Cardio,98
27,183,116,128,Cycling,73
41,167,61,149,Cycling,25
19,198,115,118,Running,79
24,174,53,138,Strength,95
51,177,55,133,Cycling,76
42,158,92,169,Running,27
18,171,108,122,Strength,25
33,151,78,153,Cycling,74
28,168,106,148,Cycling,29
32,172,63,82,Running,88
59,194,69,170,Cycling,42
19,187,116,103,Cycling,43
57,170,76,122,HIIT,111
42,161,111,82,HIIT,38
52,195,57,110,Cardio,110
28,150,70,152,Cardio,50
52,191,51,85,Cycling,48
54,155,105,109,HIIT,20
18,169,109,100,Yoga,42
51,177,113,163,Cycling,108
20,170,71,167,Strength,62
20,177,67,128,Cycling,20
56,176,99,117,Strength,82
41,150,90,169,Yoga,91
29,178,56,172,Strength,57
37,194,72,133,Running,76
51,153,86,131,Strength,19
52,169,96,133,Strength,53
46,154,119,157,HIIT,117
59,150,93,81,Strength,50
58,188,82,136,Cardio,77
28,176,96,169,HIIT,115
34,173,64,107,HIIT,10
20,188,58,175,Strength,52
25,161,72,96,HIIT,40
55,193,72,164,Cycling,34
42,197,58,105,HIIT,74
27,156,77,95,Cardio,56
41,193,101,132,Cycling,30
37,187,78,121,Strength,69
31,152,70,133,Running,12
36,182,95,91,Cycling,111
32,167,96,86,Strength,43
21,189,62,133,Strength,31
38,165,62,159,Cycling,68
33,156,83,94,Cardio,31
36,151,76,137,Cardio,65
44,153,72,109,Running,30
22,185,82,134,HIIT,18
19,150,104,94,Running,95
41,190,118,148,HIIT,50
55,155,76,159,Yoga,116
44,181,117,140,Cardio,62
45,163,83,129,Yoga,63
57,171,112,107,Running,50
20,163,63,86,Strength,104
38,177,54,113,Strength,46
34,181,91,178,Strength,38
58,159,84,153,Cardio,75
45,193,80,142,Cardio,30
40,171,55,81,HIIT,55
29,157,103,87,Yoga,40
39,174,115,84,Strength,10
52,188,116,123,HIIT,30
21,155,111,108,Running,21
50,190,80,150,HIIT,98
48,178,77,121,Cardio,67
49,181,73,105,Running,110
33,171,74,165,Yoga,15
49,194,79,166,HIIT,37
26,192,109,110,Cycling,43
18,166,91,149,Running,92
31,153,61,95,Cardio,19
18,186,50,167,Cycling,103
39,198,88,103,Yoga,34
54,197,65,148,HIIT,117
54,179,51,169,Yoga,16
22,180,59,104,Strength,104
58,166,59,130,Yoga,20
24,190,58,100,Running,30
57,182,82,120,Yoga,82
37,172,90,158,Yoga,109
42,171,84,168,Cardio,47
27,193,108,121,HIIT,108
41,181,54,131,Strength,55
24,199,53,93,Cardio,90
37,152,98,125,Cardio,56
33,186,109,113,HIIT,59
25,170,102,97,Strength,63
53,154,57,173,HIIT,27
53,196,114,126,Cardio,98
31,167,77,137,Cardio,114
31,184,108,82,Strength,86
19,163,60,150,Yoga,67
59,163,87,176,Yoga,77
51,174,58,119,Yoga,62
31,162,87,111,Cycling,15
46,167,65,141,Running,95
36,192,68,84,Strength,116
42,180,59,168,Yoga,31
53,190,102,80,Cycling,74
30,188,112,139,HIIT,23
19,195,72,139,Yoga,68
24,194,96,155,Running,116
47,185,106,117,Running,63
37,175,58,95,HIIT,18
34,192,72,167,Cardio,49
48,199,89,141,Strength,79
44,153,57,89,Running,42
55,198,82,141,Cardio,98
30,191,68,134,HIIT,16
59,179,68,174,Yoga,58
21,172,60,100,Running,88
18,151,56,150,Strength,18
59,166,76,102,Yoga,86
34,164,63,143,Yoga,97
41,167,86,94,Cardio,13
37,187,107,159,Cardio,80
33,162,81,110,Running,13
20,184,118,125,HIIT,64
55,180,57,167,Running,27
57,156,62,142,Strength,53
56,186,96,151,Yoga,74
28,184,58,170,Running,117
35,154,78,144,Yoga,84
34,164,60,153,Yoga,53
31,159,102,157,Strength,54
59,166,109,171,Cycling,21
28,177,96,109,Cardio,64
59,152,90,162,Cycling,99
29,182,108,81,Cycling,89
48,173,53,93,Cycling,118
41,187,91,114,Cardio,87
18,182,113,175,HIIT,11
56,168,109,80,Strength,50
50,191,80,82,HIIT,69
38,179,92,154,Yoga,58
18,171,68,160,Running,21
45,188,118,147,Cardio,97
59,157,106,106,HIIT,36
35,153,96,109,HIIT,113
55,167,80,82,Yoga,35
54,177,101,147,Running,67
29,177,74,101,Cardio,100
27,151,117,159,Yoga,117
32,182,53,83,Cardio,32
22,173,110,85,Strength,21
30,199,76,167,Strength,49
51,190,116,83,Running,32
41,185,67,98,Running,87
44,164,114,163,Yoga,12
54,168,101,113,Running,27
40,183,95,93,Yoga,43
28,188,62,151,Strength,62
26,178,57,121,Cardio,109
26,151,118,92,Cardio,44
22,177,52,111,Yoga,56
42,163,96,109,Cycling,47
24,186,71,124,Cycling,55
36,178,51,149,Cardio,22
23,187,58,173,Running,29
54,196,111,168,Strength,22
39,192,89,92,Yoga,14
29,151,63,94,Running,95
45,177,61,115,HIIT,101
22,171,63,154,Cardio,33
41,187,116,146,HIIT,43
28,183,118,99,Cardio,73
36,165,61,139,Yoga,28
49,176,95,166,Cardio,54
55,152,116,146,Running,111
54,195,83,116,Yoga,86
59,168,86,145,Running,56
36,177,56,98,Strength,44
43,184,89,119,Running,31
20,194,88,109,HIIT,89
47,176,84,118,Cardio,37
21,170,113,91,Strength,20
57,166,65,148,Strength,75
57,174,110,80,HIIT,26
46,183,55,139,Strength,54
29,195,118,86,Strength,62
27,182,66,125,HIIT,29
36,171,101,114,Yoga,86
59,152,72,87,Strength,77
41,165,92,159,Cardio,10
52,161,51,160,Running,101
29,151,119,135,Cycling,67
48,177,50,151,Cycling,98
27,190,96,87,HIIT,62
34,158,101,80,HIIT,92
35,161,77,174,Cardio,57
20,192,119,92,Cycling,82
26,167,87,87,Strength,93
57,183,71,139,Cycling,96
57,178,54,130,Cardio,58
29,164,63,106,Cardio,19
57,198,104,176,Running,40
18,182,66,146,Strength,97
37,196,68,122,Cycling,110
41,151,79,128,Running,46
43,198,88,113,Yoga,20
47,154,64,173,Cycling,101
52,173,62,115,Running,61
31,167,82,124,Strength,45
51,153,79,175,Cardio,83
56,166,80,175,Running,100
43,186,116,105,HIIT,49
30,150,53,149,Cardio,109
41,185,108,100,Running,35
50,187,114,135,Strength,28
20,194,104,93,Strength,44
51,182,113,166,Yoga,43
54,165,52,160,Yoga,25
33,161,87,98,Strength,114
42,178,99,170,HIIT,50
36,171,116,125,Strength,60
26,165,56,102,HIIT,86
51,164,104,118,Cycling,109
54,186,100,148,Running,24
19,195,77,114,Running,18
36,198,96,157,Running,57
45,150,91,162,HIIT,99
49,157,70,103,HIIT,70
48,166,111,90,Running,88
54,188,105,112,Running,100
27,171,112,85,HIIT,35
31,150,98,148,Cardio,41
55,178,75,128,Running,82
48,154,75,141,Strength,87
26,163,94,83,HIIT,113
25,162,55,101,Cardio,71
48,161,53,82,Running,72
59,190,95,163,Cycling,49
52,198,101,91,HIIT,27
38,186,50,152,Yoga,78
31,176,105,80,HIIT,92
41,151,105,104,HIIT,50
19,166,94,146,Cycling,64
41,174,77,123,Yoga,57
53,164,52,95,Cycling,20
53,199,111,110,Strength,19
43,156,70,170,Cycling,64
35,191,56,175,Running,73
41,163,82,150,Yoga,47
20,180,80,103,Running,26
54,196,111,135,Running,15
20,190,52,168,HIIT,117
47,185,97,157,Running,107
40,167,92,135,Cardio,72
24,159,84,108,Cardio,65
27,189,71,111,Strength,86
29,177,114,83,Yoga,58
23,199,97,129,Strength,66
31,174,55,101,Cycling,71
29,198,112,155,HIIT,68
30,175,51,154,Cycling,117
50,155,118,124,Strength,85
28,161,119,167,Strength,78
54,170,79,115,Yoga,70
57,182,98,135,Strength,10
44,190,55,118,Yoga,47
46,179,84,103,Yoga,72
42,176,105,163,Strength,12
55,156,57,88,Strength,60
37,152,92,103,Running,36
18,198,96,163,Cycling,29
21,190,87,90,Cardio,85
44,151,76,143,Cardio,101
48,165,59,130,Cycling,117
43,154,69,128,Strength,56
39,151,80,103,Cardio,34
39,198,56,91,Cardio,117
38,159,68,126,Cycling,44
28,188,108,93,Strength,33
19,167,74,159,HIIT,11
49,157,87,129,Yoga,18
21,153,84,80,Strength,91
53,182,110,91,Running,101
57,159,93,140,Cardio,119
56,189,106,177,Cardio,58
57,160,73,83,Running,39
19,197,89,103,Strength,59
49,180,53,111,Cycling,81
26,188,102,102,Cycling,96
22,156,58,119,HIIT,117
53,198,107,103,Yoga,43
55,176,105,84,Cardio,65
39,194,103,131,Cycling,37
20,185,61,92,Cycling,15
53,196,58,163,Cardio,48
28,153,68,96,Running,44
50,192,54,168,Yoga,83
41,171,80,136,Yoga,88
53,163,67,178,HIIT,24
27,154,53,128,Cardio,19
32,151,84,125,Running,70
46,190,102,140,HIIT,86
52,185,81,157,Strength,31
33,187,97,167,Strength,119
51,182,68,87,HIIT,10
39,184,73,140,Running,59
25,184,96,128,HIIT,86
50,182,78,123,Cardio,51
23,167,92,121,Cardio,109
34,182,54,132,HIIT,87
55,174,52,167,Yoga,33
31,190,98,135,Strength,64
58,189,84,110,Yoga,109
44,170,55,177,Yoga,48
21,192,69,108,Strength,77
18,171,91,129,Cardio,60
52,193,108,167,Yoga,63
41,187,63,179,Strength,92
43,166,93,86,Running,94
29,194,72,144,HIIT,95
38,196,77,94,Strength,66
32,158,117,137,HIIT,35
21,182,66,135,Cardio,109
45,160,80,85,Strength,35
48,166,116,164,Strength,103
49,153,110,155,Strength,37
59,182,52,86,HIIT,12
38,166,64,167,Cardio,60
53,178,65,167,Cardio,23
41,176,72,113,Running,87
18,198,119,152,Cycling,14
46,188,68,149,Cycling,25
57,162,105,144,Cycling,113
41,181,92,83,Cardio,48
40,187,119,179,Yoga,43
39,156,95,114,HIIT,74
32,190,94,166,Yoga,116
50,179,106,127,HIIT,94
20,164,63,81,Cycling,103
18,151,71,167,HIIT,19
23,178,79,115,Yoga,71
32,198,103,145,HIIT,111
55,194,102,179,Yoga,60
43,167,103,126,Strength,92
19,193,118,111,Running,89
23,190,108,158,Strength,56
54,166,101,153,Running,54
38,187,73,87,Yoga,86
55,165,94,83,Cardio,52
52,194,97,140,Cardio,33
20,185,54,172,Cycling,107
57,184,75,103,Running,109
42,177,113,148,Cardio,113
54,172,76,137,Cardio,61
57,197,53,155,Yoga,37
59,165,72,155,Cycling,93
36,178,90,103,Cardio,91
34,153,110,122,Strength,16
35,197,113,159,HIIT,77
37,197,53,146,Running,111
59,173,59,154,Yoga,61
44,167,73,167,Yoga,43
20,164,68,85,Cycling,12
29,169,111,89,Running,87
55,177,72,110,HIIT,75
23,188,82,179,Cycling,115
44,189,99,165,Running,113
19,169,81,135,Running,49
54,168,85,172,Strength,14
59,166,75,135,Yoga,67
59,175,57,137,Cycling,52
32,154,107,147,Cardio,75
44,181,56,152,Running,109
21,172,108,141,Yoga,116
28,163,89,147,Running,69
52,152,117,84,Cardio,10
24,171,104,161,Yoga,25
19,195,116,113,HIIT,43
52,187,56,134,Running,119
41,180,62,121,Running,77
35,181,65,107,Running,67
50,167,70,127,Strength,21
56,178,94,162,Cardio,72
40,164,93,94,Yoga,62
33,159,104,144,HIIT,27
27,150,113,142,Cardio,87
35,165,110,130,Strength,65
26,185,58,115,Cardio,97
42,166,83,117,Running,108
22,152,75,102,Strength,106
46,188,76,81,Cycling,47
32,185,93,161,Strength,66
26,198,103,141,Strength,104
37,181,115,99,Strength,97
47,199,56,83,Yoga,97
25,154,75,129,Running,98
31,179,88,110,Strength,18
48,166,109,143,Strength,59
41,172,93,115,Cardio,11
52,168,78,156,Running,45
53,156,64,115,Cycling,73
52,154,89,100,Cycling,80
19,196,79,110,Strength,64
19,171,54,120,Yoga,64
47,178,71,170,Cardio,52
42,150,60,96,Yoga,13
27,191,61,90,Yoga,112
47,176,91,117,Cycling,72
18,191,74,92,Running,86
30,191,73,120,Yoga,81
31,183,94,95,Running,102
40,178,83,114,Yoga,41
44,168,103,86,HIIT,12
33,156,76,124,Cycling,43
57,177,66,82,Cycling,82
18,157,55,84,Running,94
58,155,116,132,Running,41
53,164,102,82,HIIT,90
53,160,101,114,Strength,37
26,167,92,148,Yoga,72
18,150,101,149,Yoga,12
31,169,100,170,Running,12
56,179,72,139,Cardio,105
53,159,91,123,Running,74
58,165,117,114,Cardio,61
52,184,100,96,Running,88
56,152,52,111,Cardio,77
20,150,111,107,Strength,107
36,166,107,131,Cardio,10
44,185,62,89,Running,54
20,192,108,85,Running,42
27,172,70,97,Strength,77
37,156,81,159,Cardio,44
57,154,62,168,Yoga,107
54,176,112,89,HIIT,86
32,158,52,134,Yoga,29
18,177,63,88,Cycling,43
46,164,50,87,Running,51
34,195,115,177,Strength,36
56,161,69,106,HIIT,24
34,157,89,109,Cycling,21
28,167,74,171,Cycling,79
18,193,99,161,Cardio,16
22,180,73,169,Yoga,113
55,162,91,83,Yoga,65
59,193,85,160,Cycling,44
39,153,56,134,Cardio,14
33,199,107,159,HIIT,97
30,168,105,124,Yoga,48
34,160,74,177,Cycling,12
20,179,84,160,Running,62
51,163,102,104,Running,114
29,186,79,155,HIIT,90
35,158,67,81,Strength,13
25,165,112,148,Cardio,58
49,189,77,92,HIIT,107
36,183,87,131,Strength,27
39,179,86,179,Cycling,61
45,195,80,148,Yoga,77
45,156,101,160,Yoga,101
23,194,58,101,Running,10
30,165,59,146,Cycling,16
49,178,110,84,Cycling,100
55,196,56,141,Strength,86
58,172,106,165,Running,42
21,155,87,120,Cardio,54
23,161,108,98,Running,19
30,177,56,173,HIIT,54
30,170,93,111,Strength,21
48,166,119,152,Cycling,34
51,181,98,92,Yoga,47
27,167,57,149,Yoga,58
39,182,50,148,HIIT,50
42,189,50,102,Cardio,109
42,193,83,90,Running,78
58,190,99,161,Yoga,40
27,195,85,158,Strength,96
27,185,103,100,Yoga,70
59,168,112,171,Cycling,108
59,182,92,135,Yoga,52
35,186,58,82,Cycling,110
42,187,67,103,Running,56
25,183,78,133,Cycling,111
58,164,58,89,Running,57
38,178,81,141,Yoga,15
39,172,78,130,Cycling,14
29,189,74,113,Strength,47
53,198,88,91,Running,15
42,170,73,116,Cycling,34
24,155,91,153,Yoga,57
21,175,76,140,HIIT,85
46,181,81,117,Yoga,66
55,176,112,93,HIIT,100
35,151,52,147,Strength,25
28,182,88,167,Cycling,106
35,168,92,111,HIIT,10
49,185,81,93,Cycling,53
22,168,108,105,HIIT,47
31,196,111,135,Cycling,115
19,165,75,87,Running,61
53,176,56,174,Yoga,61
31,191,69,116,HIIT,70
29,190,92,166,Cardio,66
52,150,81,153,HIIT,119
56,166,86,157,Running,17
30,196,51,132,Yoga,32
58,178,95,114,Yoga,75
52,156,66,117,Cycling,64
40,151,82,107,Cycling,34
27,174,111,140,Running,100
36,184,81,162,HIIT,90
40,163,75,127,Strength,112
51,198,94,176,Yoga,38
36,182,104,140,HIIT,37
57,178,77,173,Cycling,41
46,173,66,147,Yoga,75
25,193,59,154,HIIT,113
48,158,115,157,HIIT,41
32,198,83,175,Strength,26
56,198,117,130,Strength,15
24,180,112,159,HIIT,64
25,174,76,160,Cardio,18
29,199,67,166,HIIT,119
51,183,98,139,Yoga,110
20,178,108,111,Cycling,51
55,151,112,171,Strength,76
20,178,75,169,Cardio,43
33,184,89,123,Cycling,48
46,155,80,108,Strength,88
30,169,91,162,Yoga,42
34,152,117,128,Strength,30
51,184,58,162,Yoga,74
25,195,93,152,Cardio,43
55,185,96,113,Strength,24
25,163,97,85,Yoga,34
56,162,81,123,Yoga,61
42,189,56,179,Cycling,109
48,167,117,125,Strength,81
36,171,52,124,Yoga,70
23,194,83,168,Cardio,35
32,178,114,171,Strength,62
35,181,61,112,Cardio,59
40,181,86,137,Running,66
50,191,62,128,Cardio,103
19,177,87,164,HIIT,67
48,180,56,101,Cardio,24
19,194,105,139,Running,60
36,192,119,96,Strength,55
45,155,55,177,Yoga,15
39,167,113,161,Cycling,81
32,179,115,157,Running,81
38,150,82,179,HIIT,115
19,195,106,92,Strength,38
57,182,81,92,Yoga,55
38,178,52,142,Running,62
33,167,111,129,Cycling,116
32,172,80,115,Running,70
20,167,69,118,Cardio,38
23,184,83,96,Cardio,60
54,158,98,131,Cycling,72
36,175,89,101,HIIT,27
33,177,85,145,Yoga,69
36,171,71,88,HIIT,46
23,161,69,88,HIIT,27
45,159,118,122,HIIT,65
44,155,59,96,Cycling,63
48,176,81,94,Running,109
50,150,65,156,HIIT,107
19,162,59,121,Strength,67
24,166,105,87,HIIT,102
44,157,50,147,Cardio,95
51,150,76,81,HIIT,55
23,194,82,85,HIIT,16
25,157,110,112,HIIT,75
18,188,93,151,Cardio,80
48,195,103,108,Cardio,106
33,186,88,150,Strength,94
38,190,66,100,Cardio,75
21,189,74,136,Strength,105
23,180,83,171,Yoga,60
24,180,75,127,Running,83
40,180,86,106,Cardio,97
27,181,82,103,Yoga,14
36,165,103,86,Cardio,20
47,198,118,138,Cardio,10
25,199,112,95,Strength,80
52,190,70,117,Cardio,60
53,165,81,116,Strength,77
49,156,98,177,Cardio,46
34,174,66,83,Strength,32
28,160,117,135,Running,99
23,190,70,115,HIIT,29
37,156,58,175,Running,92
26,164,60,152,Cardio,13
56,173,110,113,Running,61
49,165,116,105,Cycling,97
25,187,98,150,HIIT,73
25,173,57,106,Cycling,64
58,188,62,85,Cardio,71
58,187,59,162,Cycling,98
58,150,100,138,Strength,95
18,154,119,91,HIIT,103
50,165,60,143,Strength,39
29,197,109,108,Cycling,110
36,150,73,160,Cycling,101
54,156,119,135,Cardio,103
25,183,95,133,HIIT,16
25,183,89,106,Cycling,38
31,198,98,80,Strength,10
21,190,53,131,Running,22
25,174,63,93,Running,69
31,155,57,160,Strength,72
42,169,98,166,Strength,90
38,155,97,152,Running,16
32,151,66,93,Cardio,70
36,156,94,153,Cardio,60
22,172,98,117,Running,94
23,170,118,127,Cardio,13
46,154,59,131,Strength,93
28,155,89,155,Running,16
44,186,81,93,Cycling,65
54,193,94,160,Yoga,64
38,155,79,94,Strength,80
56,192,107,111,Cycling,37
22,180,73,150,Yoga,111
35,185,98,108,Cycling,113
44,172,93,102,Cycling,116
22,159,76,165,HIIT,99
51,158,71,80,Yoga,102
19,193,72,88,HIIT,101
59,197,112,90,Cycling,104
20,181,50,135,HIIT,106
32,198,62,161,Running,96
47,152,112,177,HIIT,45
47,166,81,82,Yoga,83
24,168,115,165,Strength,94
19,176,52,155,Running,35
18,181,97,165,HIIT,109
36,160,64,144,Cycling,45
49,186,92,97,Running,63
45,164,117,137,Cycling,117
37,190,98,83,Yoga,97
34,151,104,107,Running,42
30,167,117,101,Running,65
41,194,106,113,Running,49
43,158,99,123,Strength,38
30,183,114,154,Cardio,112
53,163,117,86,Running,38
23,181,104,109,Strength,26
30,154,82,173,HIIT,62
32,170,66,132,Cycling,25
34,164,52,161,HIIT,19
40,196,59,155,Cycling,57
24,151,114,137,Strength,82
19,163,90,125,Strength,44
28,198,117,138,Running,90
21,160,89,126,Yoga,63
18,199,107,169,Strength,95
29,150,85,162,Cycling,60
21,164,99,112,Strength,91
23,163,56,94,Cycling,23
44,173,63,92,Cardio,14
43,169,72,134,Running,29
29,150,88,93,Yoga,89
37,163,50,158,Cycling,49
23,181,116,142,Strength,76
49,177,115,83,Running,110
19,162,106,128,Running,119
24,181,95,144,Strength,32
42,150,51,156,Cycling,118
43,168,102,101,HIIT,44
31,169,54,107,HIIT,11
38,158,86,115,HIIT,12
23,156,75,125,Cardio,32
50,193,72,128,Running,116
32,178,70,98,HIIT,35
50,161,55,126,Yoga,20
59,154,58,104,Running,83
32,198,73,140,Yoga,67
38,180,51,175,Cardio,22
22,154,100,156,Cycling,29
50,182,105,123,Cardio,75
41,173,53,133,Strength,104
28,190,117,89,Yoga,115
56,150,88,136,HIIT,113
52,180,111,113,Strength,11
52,165,108,87,HIIT,33
50,196,73,163,Yoga,45
49,155,89,100,Cycling,76
27,154,119,107,Strength,15
34,189,80,122,Cycling,45
46,172,119,175,Yoga,16
22,161,57,130,HIIT,109
18,174,92,164,Cardio,29
21,161,76,134,Cycling,71
51,167,54,103,Cycling,13
51,160,54,82,Running,12
41,171,52,105,Cardio,54
20,155,114,175,Strength,50
49,156,69,168,Cycling,52
36,196,93,86,HIIT,10
29,172,58,152,Strength,117
45,159,78,175,Cardio,25
28,187,99,131,Strength,75
33,170,75,154,Cycling,98
50,157,61,144,Yoga,45
52,151,63,168,Cycling,106
32,162,57,155,Running,83
50,181,72,89,Cycling,41
56,172,117,80,Running,78
41,183,87,158,Cycling,113
54,151,65,160,Strength,84
33,159,86,136,Strength,29
19,169,54,175,Cardio,39
48,159,101,138,Strength,88
53,163,73,92,HIIT,78
55,156,117,169,Running,97
58,154,109,172,Strength,77
34,198,51,151,Cardio,17
48,177,61,144,Yoga,48
57,168,73,136,HIIT,75
20,197,109,174,Yoga,64
49,190,107,99,Yoga,53
22,180,98,129,HIIT,111
42,150,110,125,Yoga,44
47,160,90,81,Cycling,30
30,180,97,91,Strength,39
18,169,118,119,Cardio,60
26,181,66,126,Running,44
59,162,70,121,HIIT,95
30,168,119,88,Running,35
51,161,71,149,Strength,45
35,171,88,157,Yoga,105
46,152,117,156,HIIT,71
42,173,53,154,HIIT,89
53,159,100,104,Cycling,12
36,181,85,104,Cycling,52
45,167,51,120,Cycling,87
55,186,91,167,HIIT,99
53,196,108,147,Strength,73
27,196,52,150,Cardio,79
58,152,60,83,Cycling,16
57,184,62,166,Running,67
47,188,50,119,Cycling,67
26,192,114,93,Running,95
18,184,83,113,Cardio,106
53,177,100,96,Running,66
45,198,79,121,Cycling,29
36,184,72,176,Cycling,34
41,183,93,166,Cardio,57
31,178,83,163,HIIT,38
22,169,106,117,Strength,77
44,184,55,131,Yoga,95
35,184,105,163,Strength,101
44,190,69,108,Cardio,90
33,167,65,130,Strength,90
40,180,86,154,Cardio,105
23,174,74,116,Strength,31
26,198,89,124,Yoga,56
33,181,80,138,Strength,78
43,166,76,174,Yoga,51
19,176,64,146,Cycling,34
49,194,52,123,Strength,12
43,165,105,168,Cardio,85
37,187,77,142,HIIT,51
20,182,90,104,Strength,107
48,155,89,158,HIIT,85
34,167,89,155,Cycling,46
52,152,108,158,Cycling,70
42,181,95,84,Running,76
32,182,86,179,Strength,54
44,164,107,91,Cycling,32
36,150,74,86,Cycling,33
58,174,68,159,Strength,73
31,170,52,153,Strength,45
32,171,90,121,Yoga,105
20,167,112,126,HIIT,11
18,187,79,125,Cycling,118
50,194,118,132,HIIT,116
28,193,56,99,Strength,77
23,169,98,85,Cardio,61
42,194,112,163,Cardio,30
28,173,97,164,HIIT,15
35,153,111,178,Cycling,56
35,166,57,167,HIIT,33
28,192,68,112,HIIT,110
18,186,62,83,Strength,22
49,179,107,127,Running,68
24,151,69,80,Yoga,13
37,151,52,160,Strength,46
38,184,79,139,Cardio,15
49,194,55,115,Yoga,61
23,173,84,179,HIIT,51
47,173,73,107,Cycling,45
43,177,110,141,Strength,92
25,189,83,119,Cardio,73
19,161,100,161,Running,89
20,190,105,106,Cycling,109
34,158,113,110,HIIT,99
39,175,111,163,HIIT,68
52,153,93,118,HIIT,32
53,161,88,116,Cardio,89
31,175,106,151,Cycling,63
32,170,112,178,HIIT,30
46,190,115,84,Running,15
46,157,106,163,Yoga,89
33,178,75,167,Running,41
50,166,92,134,Cycling,19
39,189,119,139,HIIT,102
44,156,110,87,HIIT,111
19,184,81,176,Cardio,84
37,185,78,179,Cycling,58
32,186,64,166,Yoga,53
38,178,95,144,Cycling,13
52,170,73,88,Running,114
20,191,99,131,Strength,34
46,182,84,104,Cycling,80
52,154,75,157,Strength,47
22,173,96,81,Cardio,53
56,199,102,140,Yoga,13
27,180,72,131,Strength,102
25,170,117,99,Cardio,36
29,165,119,109,Yoga,65
48,178,61,80,Yoga,91
44,190,111,178,Strength,57
42,164,102,137,HIIT,18
48,167,65,90,Cardio,17
19,171,89,105,Cardio,13
22,160,81,101,Yoga,37
27,175,105,137,Running,104
34,170,73,167,Yoga,89
37,158,77,155,Running,102
43,166,103,139,Cardio,32
20,196,102,105,Yoga,111
31,193,109,149,Running,79
50,194,93,101,Strength,115
30,187,62,165,Cardio,10
43,172,105,81,HIIT,82
51,199,110,84,Running,48
24,193,55,175,HIIT,27
35,183,104,117,HIIT,24
36,150,106,149,Strength,88
41,168,90,138,Strength,114
52,197,58,115,Cardio,97
27,180,63,123,HIIT,99
28,180,114,112,Running,25
20,189,91,102,Cycling,117
29,172,87,113,Strength,78
39,167,75,138,Cycling,39
37,164,65,170,Yoga,70
47,197,76,161,Cycling,112
30,162,88,166,Strength,54
46,174,99,147,HIIT,63
31,160,51,118,Cardio,38
55,191,81,97,Cardio,100
36,154,54,170,Running,66
43,189,66,101,Strength,80
41,181,113,87,HIIT,89
36,172,58,118,Strength,91
37,176,99,150,Cardio,52
40,156,83,112,Cycling,79
42,180,83,165,Cycling,98
34,178,87,107,Cardio,109
53,172,107,106,HIIT,104
49,189,112,115,Yoga,43
53,188,75,114,Yoga,97
34,177,104,138,Cardio,102
30,197,119,99,Cycling,41
57,158,67,118,HIIT,19
48,197,53,153,Yoga,81
51,169,60,163,Running,94
41,151,90,86,HIIT,21
41,168,57,85,Cardio,95
54,157,99,82,Running,78
27,171,55,120,Strength,61
38,171,81,171,Strength,93
43,192,63,134,Strength,93
48,190,65,169,Cardio,29
42,199,110,101,Cardio,55
40,170,68,110,Cardio,59
42,183,111,125,Yoga,52
44,160,78,111,Cycling,99
58,189,73,151,Yoga,26
27,191,92,167,Running,19
23,160,59,163,Running,11
46,198,71,106,HIIT,70
20,198,113,160,Running,88
55,184,50,90,Strength,24
41,171,57,119,Cardio,87
53,182,62,92,Running,55
43,185,93,123,Cardio,93
54,154,103,126,Cycling,92
24,190,96,139,Running,21
54,164,106,131,Strength,70
39,190,87,97,Running,41
54,150,84,94,Yoga,26
39,162,50,162,Strength,21
46,181,108,144,Cycling,93
21,180,103,123,HIIT,61
