age,height,weight,heart_rate,vo2_max,workout_duration,workout_type
26,54.3,165.7,61,47.2,21,HIIT
43,77.4,156.4,76,50.7,23,Cardio
19,69,173.4,124,41.6,97,Cardio
26,80.4,179.9,117,55.5,51,Strength
26,69.4,151.5,169,58.8,119,Strength
57,62,163.7,89,47.1,21,HIIT
34,54.7,151.6,145,43.7,83,Yoga
18,65.7,171,151,55.3,33,Cardio
42,54.8,194.8,176,30.7,39,Yoga
57,58.8,199.1,156,33.9,108,HIIT
59,99.4,181.9,85,55.4,68,Cardio
42,72.2,158.1,94,52,27,HIIT
56,76.6,195.3,122,42.5,111,Strength
52,93.7,175.8,134,56.7,82,HIIT
20,99.8,157.7,130,40.5,65,Strength
54,79.1,196.1,87,49,40,Yoga
47,90.6,187.9,84,49,106,Cardio
55,66.3,186.6,120,35.5,51,Cardio
51,65.3,185.5,164,38.5,27,Yoga
29,70.1,160,90,57.5,114,Strength
36,83.6,160.6,113,35.5,35,Cardio
54,84.1,184.4,126,35.2,59,HIIT
34,65.8,161,156,44.4,46,Strength
27,56.7,171.9,110,32.8,37,Cardio
29,81.6,189.1,117,56.8,54,HIIT
33,56.4,189.2,93,33,71,HIIT
41,78.9,172.7,118,48.5,34,Cardio
36,84.7,189.6,80,40.2,82,Yoga
25,85,191.9,115,54.1,72,Yoga
48,87.7,182.7,96,47.7,110,Cardio
38,93.6,161.4,123,41.6,100,HIIT
34,75,163.7,172,59.5,85,Yoga
40,86.5,165.7,78,32,50,Yoga
54,81,155.8,160,47.3,80,Yoga
33,59.3,163.7,178,59.7,83,Strength
23,51.3,160.5,144,50.7,117,Yoga
25,64.2,172.8,137,52.2,53,Cardio
42,72.2,195.4,133,31,74,Cardio
35,80.9,155.2,112,30.6,78,Strength
42,92.5,186,130,31.1,22,Strength
29,59.8,184.4,152,59.8,36,Cardio
32,56.3,154.8,122,59.4,97,Strength
43,98.2,196.1,163,40,97,Yoga
58,55.4,178.4,121,38.7,65,HIIT
43,73.9,168.2,131,34.4,57,HIIT
49,79.3,187.8,162,39.9,54,HIIT
27,77.1,162.9,136,41.1,20,Cardio
33,54.3,184.7,169,52.4,48,Strength
24,52.9,152,78,56,23,HIIT
34,55.3,192,134,52.4,80,Yoga
40,79.3,172.4,61,49.4,116,Yoga
43,77.2,181.8,172,53,36,Yoga
38,61.7,161.1,65,52.2,47,Strength
39,81.9,183.9,88,44.3,69,HIIT
24,91,188.6,100,40.1,109,Yoga
31,52.1,173.7,110,38.5,27,Strength
32,74.9,180.9,64,50.4,53,Yoga
24,84.5,172.8,100,58.8,78,HIIT
26,62.6,194.7,121,47.4,37,HIIT
25,65.4,174.9,89,57.4,114,HIIT
40,80.7,192.1,162,30.4,78,HIIT
46,94.9,190.1,121,53.8,46,HIIT
35,90.5,170.5,159,55.6,35,Yoga
48,79.2,161.5,86,48.9,29,HIIT
47,86.5,170.3,109,58,95,Yoga
56,68.2,191.3,141,47.7,41,HIIT
52,82,161.4,111,37.2,35,Yoga
35,73.3,176.2,108,36.5,31,HIIT
59,59.5,190.3,121,46.7,94,Yoga
56,85.1,167.7,159,57.2,103,HIIT
34,77.8,182.1,119,32.2,70,Strength
31,67.9,162.3,177,48.1,20,Yoga
48,95.6,155.5,139,53.1,46,Strength
41,51,189.7,113,33.5,86,Yoga
52,65.8,154.9,178,33.5,31,Yoga
51,52.8,163.6,64,41,49,Yoga
20,88.3,192.8,68,38.2,28,Cardio
54,85.1,167.3,93,35.9,72,HIIT
57,66.6,198.7,157,36,80,Strength
43,83.8,199,95,33.9,73,Strength
40,69.8,163.4,154,48.3,56,Yoga
56,87.8,152,175,50.6,84,Strength
32,72.7,185.3,79,51.1,61,Strength
21,70.6,172.5,140,46,68,Strength
46,96.7,155,143,58.6,23,Strength
39,62.5,185.4,151,56.4,83,Cardio
42,56,151.6,144,58.7,98,Yoga
30,79.2,193.5,142,41.7,70,Strength
35,98.5,156.9,122,56.3,110,Cardio
50,68.9,156.4,126,52.9,91,Cardio
33,53.1,158.8,89,40.2,79,Yoga
59,67,198,128,33.2,106,HIIT
19,75.3,184.7,165,50.5,98,HIIT
52,58.1,190.1,129,34.1,110,HIIT
59,82.9,169.9,62,38.8,50,Strength
51,99.9,166.8,108,45,91,Yoga
47,72.6,161.7,101,50.4,113,HIIT
30,67.7,174,83,57.8,77,Strength
30,70,177.6,103,47.8,101,Yoga
35,55.8,181.6,60,50.1,23,Strength
49,94.2,162.9,173,39.3,41,HIIT
49,70.7,197.4,174,50.6,22,HIIT
52,69.4,158.5,113,43.1,98,Cardio
56,83,198.3,111,55.7,118,Cardio
46,72.1,150.7,95,41.8,66,Yoga
46,82.4,174.1,138,44,57,Strength
33,53.1,166.7,164,43,52,Strength
27,90.7,172.5,97,54.3,97,HIIT
47,97,178.5,103,58.6,67,HIIT
42,82.4,171.8,141,39.8,84,Yoga
56,97.7,170.7,146,44.3,45,Cardio
37,57.6,186.6,106,51.2,27,HIIT
22,73.9,184.3,88,56.9,69,Strength
18,80.1,191.7,110,44.8,99,HIIT
47,79.1,162.5,100,33.3,57,Cardio
20,70.1,180.5,145,41.1,29,Strength
31,66.9,179.3,123,46.5,61,Cardio
47,56.3,168.5,147,42.5,56,Yoga
21,69.6,174.3,168,35.6,45,Yoga
35,58.1,165.7,107,31.1,111,Cardio
54,86.7,157.1,136,50.6,31,Strength
42,60.4,160.7,156,59.8,103,Cardio
18,52.9,155.3,173,57.6,68,HIIT
32,77.6,184.2,81,50.5,33,HIIT
26,79.8,183,158,55.2,65,Cardio
32,93.6,197.5,76,37.7,54,HIIT
41,78.8,186.5,145,48.7,48,Cardio
21,67.3,152.6,64,31.8,31,HIIT
29,90.2,194.2,120,51.2,101,Cardio
54,77,193.1,148,59.1,63,HIIT
54,54,172.2,65,55.8,85,Strength
23,78.3,179.3,112,46,21,Strength
56,95.4,198.8,140,53.7,78,HIIT
41,69.8,176.6,154,58.3,36,Cardio
28,64.8,195.3,76,36.5,29,HIIT
30,57.2,154.2,118,53.8,37,Yoga
51,57.6,159.6,156,38.1,41,Yoga
42,71.6,172,98,56.3,102,Cardio
24,79.8,179.2,113,33,77,HIIT
21,54,190.8,107,35.3,72,HIIT
25,97,199.4,96,51.6,20,Strength
37,87.8,169.4,107,35.2,107,Cardio
46,79.3,152.4,127,34.7,80,Yoga
27,91.4,190.1,166,46.7,119,Yoga
51,54,180.2,137,55,108,Cardio
43,73.8,159.9,136,38.1,119,Yoga
58,81.5,174.7,86,55.2,50,Cardio
20,91.4,187.1,147,54.2,50,Yoga
23,89.2,188.5,86,47.4,85,Yoga
22,63.9,175,131,49.4,38,Cardio
22,97,165.3,176,31.2,72,Cardio
40,56.2,198.7,122,41,95,Yoga
26,93.8,183.2,111,37.9,93,Yoga
52,98.5,170.4,106,34.5,114,Strength
37,58.9,164,173,41.7,41,HIIT
59,86.1,186.6,162,40.6,42,Cardio
52,52,162.1,80,51.9,106,Cardio
35,70.3,158.6,174,47.9,34,HIIT
34,75.8,176.5,116,57.4,45,Strength
41,79,164.5,164,34.4,22,Yoga
20,96.8,181.4,134,31.8,106,Yoga
49,83.6,155.9,154,46,39,Strength
52,74.1,182.7,150,30,59,Strength
55,90.5,164.2,101,53.6,58,HIIT
30,97.5,150,169,45.2,91,HIIT
42,51.1,156.3,107,44.6,37,Yoga
26,99.1,196.7,86,40.9,60,Strength
21,54.3,193.4,131,41.2,89,Strength
31,90.7,161.7,92,42.9,46,Yoga
54,64,188.9,135,30.5,119,Yoga
51,56.6,180.4,94,32.5,34,Yoga
28,72,198.5,157,45.2,56,Yoga
58,82.2,168.7,75,34.5,77,Yoga
20,69,184.1,95,53.4,24,HIIT
45,52.7,153.2,125,38.2,92,Yoga
46,80,169.8,135,32.9,26,Strength
26,95.1,198.2,150,37.1,60,Cardio
20,69.2,176.9,115,40.7,103,HIIT
42,60.8,164.4,76,31.1,29,Strength
51,72.1,156,79,34.3,81,Cardio
29,52.4,185.2,144,39.7,45,HIIT
59,91,182.2,153,39.3,87,Yoga
26,91.3,168.7,165,54,43,HIIT
32,79.4,197.5,143,55.3,97,Yoga
57,67.7,151.1,67,35.8,60,Yoga
42,90,165.2,77,33.7,84,Yoga
22,77.7,196.1,77,49,36,Cardio
28,91.3,166,77,54.1,43,HIIT
51,81.6,162.6,61,58.9,46,Yoga
41,89.2,176.7,135,30.2,26,Strength
32,79.9,191.2,155,42.4,92,HIIT
55,70.7,155.2,165,52,118,Strength
25,97.9,197.2,131,54.9,31,Cardio
22,77.1,189.8,110,31.9,104,Cardio
43,80.3,159.1,69,50.4,22,HIIT
35,61,185.6,134,38.7,98,Cardio
23,81.3,169.2,73,32.2,104,Cardio
54,78.6,170.1,85,44.7,29,HIIT
30,59.2,189.2,106,34.7,52,Strength
45,53,198.1,89,52.1,65,Yoga
22,80.2,156.3,115,52.2,78,HIIT
30,88.2,171,178,55.3,71,HIIT
34,76.2,174,101,41.3,25,Yoga
57,61.3,168.8,63,30.4,21,Strength
49,83.3,168.2,162,37.8,48,Yoga
46,54,152.6,70,44,59,Yoga
20,72.1,184.3,83,50.8,116,Strength
57,58.2,171.8,177,41.5,80,Strength
51,59.2,159.7,145,46.1,87,Yoga
57,60.1,190.8,126,45.7,87,Yoga
44,69.3,190.1,96,34.9,48,HIIT
30,52.6,174.3,61,48.7,81,Strength
50,69.9,164.9,71,43.2,79,Cardio
23,75.6,181.9,80,54.2,103,Strength
41,74.2,164.4,128,50.7,60,Yoga
36,69.1,161.8,130,33.3,106,Yoga
33,92,186.5,123,44.7,101,Yoga
57,57.3,152,127,51.1,108,Yoga
45,75.3,154.7,102,32.6,84,Cardio
50,53.1,150.3,113,53.8,83,Strength
58,53.6,157.6,164,36.7,98,Cardio
30,78.7,153.4,159,45.1,82,Cardio
42,78.3,199.8,121,58.2,117,Yoga
59,93.9,164.4,145,47.1,67,Cardio
53,77.9,157.5,152,42.7,39,Yoga
44,98,162,132,30.2,56,Yoga
55,52.4,196.8,149,34,83,Yoga
24,54.9,176,71,47.4,110,Cardio
22,52.2,168.2,171,44.8,105,Yoga
48,59.3,193.7,60,40.9,24,Cardio
40,77.1,169.7,131,57.7,53,Strength
59,82.3,166.8,92,40,58,Yoga
27,52.3,160.4,123,46.1,86,HIIT
49,97.3,168.9,175,47.1,100,HIIT
47,92.1,165.8,174,45.8,81,HIIT
56,64.8,183.9,127,44.3,107,HIIT
48,53.9,164.5,73,40.1,43,HIIT
35,58.5,178.9,178,57.3,22,Cardio
53,56.3,153.3,152,43.5,90,Strength
19,56.2,159.6,73,45.9,108,Cardio
31,75.9,170.4,68,49.7,86,Yoga
30,62.3,196.8,132,32,98,Strength
46,67.9,168.9,85,53.4,112,Strength
29,99.5,183.2,108,45.4,69,Strength
56,84.2,162.8,170,49.7,48,Strength
19,97.4,156.4,165,53.2,93,HIIT
49,57.1,152.9,76,56.2,51,Yoga
30,69.1,165.3,164,41.8,106,Strength
44,77.7,157.9,127,54.3,58,Strength
58,53.8,158.7,119,37.8,28,HIIT
34,50.2,188,169,49.8,33,Cardio
57,83.5,150.8,62,33.1,87,Cardio
48,82.1,177.9,152,30.6,83,Cardio
51,70.5,169,84,32.9,39,Yoga
41,74.5,175.3,80,39.6,47,Cardio
52,70.8,178.1,71,30.9,33,Strength
23,51.2,165.7,113,48.9,63,HIIT
36,66.8,164.8,60,39.5,117,HIIT
47,58.9,186.7,60,52.1,96,Cardio
24,54.9,193.6,104,31.4,114,HIIT
27,97.8,159.6,105,36.5,116,Strength
58,80,154.9,107,42.2,58,Cardio
49,86.4,194.9,66,41.5,47,Strength
51,65.8,167.5,69,33.9,83,Yoga
45,69.7,177.6,74,59.8,108,Strength
32,61.8,168,99,38.5,51,Strength
47,54.8,156.3,70,51.6,28,Strength
54,59,179.5,115,36.6,47,Strength
46,89.9,176.3,105,56.3,114,Yoga
39,83.9,160.1,104,41.6,36,Cardio
21,77.3,172.6,146,57,106,Strength
37,73.8,189.8,72,40.3,96,Cardio
49,96.1,179.5,86,30.3,74,HIIT
53,53.6,154.8,164,45.5,29,Strength
21,64,177.4,140,45.7,99,Strength
44,67.5,185.1,109,33.6,25,HIIT
34,89.1,189.6,120,37,67,Cardio
29,99.6,181.5,174,53.5,94,Yoga
39,62,157.6,72,31.1,86,Strength
34,93.7,185.5,71,44.7,111,HIIT
27,91.5,183.9,88,45.9,60,HIIT
18,61.2,151.2,144,50.7,98,Strength
39,70,170.6,143,31.1,79,Cardio
43,70.5,166.6,79,47.6,96,Cardio
35,98.9,183.5,90,30.1,61,Strength
31,59,160.8,67,38,100,HIIT
46,90,179.5,83,45,90,Strength
29,66.7,195.7,134,57.3,47,Yoga
53,86.5,189.9,98,33.8,32,Yoga
52,71,196.1,92,35.1,100,Cardio
29,78.9,198.9,101,50.1,34,Yoga
24,91.6,150.5,74,41.2,55,HIIT
46,90.2,181.1,127,48.7,111,Yoga
28,93.3,170.6,124,59.9,34,Strength
50,53,193,91,59.6,94,HIIT
23,84.6,162.6,70,40.6,75,Cardio
32,57,199.1,153,45.1,114,Cardio
49,70.8,180.7,96,57.1,23,Yoga
28,77.4,189.7,78,32.8,118,Cardio
40,70.1,154.3,110,43.6,117,Strength
43,76,159.2,159,41.3,71,HIIT
51,99.8,187.9,93,38.8,110,Strength
51,56.8,151.1,130,59.8,29,Strength
46,83.8,190.8,119,52,113,Strength
21,69.8,150.7,168,41.7,64,Strength
34,56.7,182.9,143,54.9,103,HIIT
52,57.9,168.3,112,44.7,48,HIIT
30,97.5,180.6,71,56.2,72,Strength
58,94,184.8,121,38,48,Strength
56,95.4,167.1,155,36.7,42,Cardio
32,99.6,155.4,125,37.4,76,Cardio
46,60.4,153.5,145,46.2,69,HIIT
46,67.8,179.4,164,38.7,40,Cardio
28,83.5,176,107,34.4,62,HIIT
49,74.2,187.1,99,59.8,29,HIIT
19,70.9,175.5,83,57,95,Yoga
31,67.9,171.1,109,49.1,49,HIIT
37,79.7,169.9,154,56.7,70,Cardio
39,78.8,151.3,127,58.1,52,Yoga
28,58.1,166.8,147,50.3,37,Cardio
44,73.6,198.8,102,45.6,97,HIIT
20,77.7,193.7,76,56.5,41,HIIT
34,78.5,166.5,163,47,83,Strength
45,60.5,179.4,142,33.8,40,HIIT
46,87.1,192.4,163,41,20,Yoga
38,51.3,172.1,161,43.4,34,HIIT
33,67.7,150.9,114,58.1,55,Strength
54,89,153.7,93,49.8,66,HIIT
37,78.2,175.5,170,56.3,73,HIIT
23,63.1,198.5,156,52.7,105,HIIT
36,84.7,184.7,129,39.3,51,Strength
22,78.4,153.5,119,51.6,77,Cardio
20,89.8,159.5,110,35.9,65,HIIT
18,86.8,188.6,159,42.2,73,Yoga
55,80.5,192.1,136,54.2,52,Strength
32,74.4,180.9,170,48.4,58,Yoga
51,56.7,182.2,132,54.8,42,HIIT
52,63.1,151.4,94,37.6,62,Strength
42,71,191.4,93,52.5,74,HIIT
41,80,189.4,75,36.1,21,Yoga
29,75.7,163,141,46.4,85,Strength
35,64.4,185.4,77,43,57,Cardio
32,50.3,160.7,97,46.7,48,Cardio
33,74.8,152,173,34.1,86,Cardio
44,64.3,160.1,102,40.8,90,HIIT
25,86.7,158.9,91,50,55,Strength
42,51.2,166.9,66,46.8,48,Yoga
34,79.2,170.9,146,46.5,56,Yoga
46,97.1,175.4,146,45.3,119,HIIT
25,58.7,173.8,105,58.3,106,HIIT
32,73.6,163.5,120,58,64,Yoga
44,54.6,151.5,77,40.8,35,Strength
24,81.3,180.3,130,40.6,50,HIIT
20,77.5,169.8,165,46.6,53,Strength
46,70.4,164.9,99,32.9,69,Yoga
41,76.1,193.3,147,39.1,84,Strength
20,94.8,187.3,137,36.9,101,Cardio
37,59.8,192.9,109,36.7,81,Yoga
32,51.1,174.7,64,49.2,62,Cardio
42,93.1,156.5,169,41.5,75,Yoga
47,78.9,184.8,113,35.1,34,Cardio
31,94.5,160.3,145,56.6,67,Strength
24,79.8,172.1,117,56.2,68,Yoga
34,90.5,153.3,81,55.9,100,Yoga
37,71.5,191.3,133,41.7,63,Cardio
53,87.5,156.3,149,31.7,29,Strength
26,95.7,195.2,138,33.2,39,Yoga
55,78.6,193.2,97,38.3,89,HIIT
39,59,173.2,164,36.6,27,Cardio
19,63.4,187.2,165,56.2,64,Yoga
41,59.9,181,178,59.6,53,Strength
25,62.3,190.2,108,54.5,115,Strength
28,65.3,171.6,60,51.9,70,Strength
30,77.8,189.3,137,47.7,23,Strength
34,79.4,173.1,95,53.1,58,Cardio
25,71.3,197,154,58.4,103,Yoga
38,80.8,174.3,87,48,43,Cardio
35,54.1,173.1,157,34.6,107,Cardio
47,54.4,189.3,94,34.9,74,Strength
35,58.6,191.1,119,47.5,45,HIIT
48,75.9,177.7,162,40,44,Strength
55,60.7,159,121,57.3,55,HIIT
49,64.2,173.4,146,48.3,90,Cardio
28,70,198.4,105,50.3,93,Strength
42,90.6,187.6,167,30.2,77,Strength
50,50.7,190.6,142,45,31,Cardio
55,82.5,151.6,141,42.9,20,Strength
58,83.4,173.4,138,51.2,69,Yoga
25,89.9,182.3,120,41.5,44,HIIT
28,96.6,191.5,124,59.3,99,HIIT
39,51,152.5,148,50.1,24,HIIT
41,57.7,192.6,85,49.8,102,Strength
58,94.3,177.4,94,57.6,87,Yoga
34,72.9,159.9,116,59.9,25,Strength
29,78.2,165.9,138,35.9,45,HIIT
49,83.2,164.1,122,54.3,74,Strength
32,84,176.5,63,34.9,58,HIIT
33,96.6,152.6,138,43.7,28,Cardio
39,99.8,157.9,101,33,64,HIIT
45,86,190.6,161,48.7,33,Cardio
37,64.4,156.6,104,44.1,74,Cardio
50,94,161.7,98,48.9,28,Cardio
27,52.5,172.7,177,50.3,34,HIIT
57,61.6,175.9,124,48.6,56,Yoga
49,94.9,188.2,81,38.8,69,HIIT
50,62.8,172.4,70,55.1,103,Strength
19,61,189.5,169,46.6,91,Strength
50,56.9,180.9,161,44.7,115,Yoga
50,93,155.7,96,59.6,40,Yoga
58,75,157.8,174,38.5,76,Yoga
30,83.7,171.9,149,45.8,38,Cardio
47,62,169.8,110,50.5,112,Yoga
50,87.9,187.2,150,33.8,77,Yoga
30,88,179,117,40.6,114,Yoga
43,65.6,169.4,136,54.1,25,HIIT
39,70.5,158.5,66,37.1,23,Strength
56,60.5,161.3,67,44.8,62,Strength
19,98.8,178.8,169,48.9,112,Yoga
55,82.3,171.2,110,50.1,61,Strength
56,96.7,175.7,174,51.8,22,HIIT
43,65.2,158.5,82,56,20,Strength
32,89.1,183.1,149,41.8,74,Cardio
51,88.3,192.6,167,51.2,34,HIIT
59,84.6,162.9,178,52,66,Strength
57,98.3,174.6,150,39,104,Strength
28,69.7,198.8,68,59,65,HIIT
20,56.5,166.7,105,56,77,Strength
23,83.6,179.8,97,38.7,114,Strength
26,86.5,154.5,170,50.3,90,Yoga
23,78.8,180.3,72,51.5,100,Cardio
26,60.3,154.5,66,42.9,102,HIIT
56,75.2,198,70,55.9,58,Yoga
48,65.6,185.8,133,50.7,22,Strength
49,71.4,189.4,156,49.7,49,HIIT
58,82.3,185.2,162,36.6,54,HIIT
29,87.3,179.5,109,42.2,76,Cardio
25,61.6,172.5,178,43,48,Cardio
25,70.3,192.9,126,52,69,HIIT
45,63.5,197.8,100,48.6,81,Cardio
37,59.9,175,88,32.6,71,Cardio
24,89.2,196.6,96,39.2,33,Strength
28,95.5,179.2,178,44.2,54,Cardio
37,68.5,176.9,115,52.1,47,Cardio
33,87.6,172.7,168,52.3,77,Yoga
21,94.8,160.5,139,44.7,49,Strength
23,92.3,150.2,75,33.5,109,Strength
39,59.1,162.1,103,38.8,26,HIIT
43,97.8,175.5,109,37.6,58,Cardio
20,68.8,169,166,53.4,114,Yoga
58,67,172.4,172,35.4,88,Yoga
59,53.1,199,130,43.9,54,Strength
31,74.3,167.5,138,50.1,71,Cardio
28,55.5,172.6,161,58.9,33,Yoga
35,62.4,156.7,65,60,82,HIIT
29,65.8,152.4,77,58.6,55,Cardio
40,90.4,188.8,78,51.5,110,Cardio
29,93.8,178.5,175,52.4,43,Cardio
30,65.1,188,110,52.8,59,Yoga
42,92.9,157.5,125,55.9,48,Strength
36,92.9,178.6,62,58.6,72,Strength
53,88.2,162.7,169,43.4,41,HIIT
25,57.3,161.4,177,42.5,91,Yoga
46,84.5,150.6,148,43.8,34,Cardio
49,97.3,156.5,159,49.8,88,HIIT
35,84.1,165.5,113,53.3,83,HIIT
23,66.6,155.8,108,56.1,23,Strength
35,75,199.3,87,43.7,94,Cardio
36,82.3,165.4,97,40.9,37,Cardio
39,75.5,156.5,87,59.5,61,Yoga
54,56,160,91,37,49,Yoga
49,65.6,179.4,174,36.7,34,Yoga
58,90.1,153.2,100,51.5,89,HIIT
20,93.1,193.1,95,35.4,74,Cardio
45,56.9,198.1,162,42,72,Strength
27,97.6,162.3,95,38.8,35,HIIT
52,66.4,172.5,166,35.1,92,HIIT
46,83.1,151.1,177,47.4,53,Strength
32,87.6,182,146,41.2,46,Strength
50,90.6,170.7,125,43.9,32,Yoga
24,97.3,163.5,69,35.9,119,Strength
29,65.6,160.3,129,53,46,Strength
47,92.9,182.7,131,39.4,92,Strength
38,56.6,170.8,138,40.3,88,Strength
48,85.3,159,168,37.6,105,Yoga
41,87.1,184.5,152,43,50,HIIT
37,83.9,178.3,122,43.9,22,Cardio
54,62.6,192.9,151,45.9,49,Cardio
21,93.7,155.9,81,59,40,HIIT
45,58.4,189.3,157,57.1,118,Cardio
37,52.7,183.7,79,48.3,25,Cardio
41,85.9,155.8,92,31.2,111,HIIT
49,73.8,184.7,74,48.4,51,Cardio
58,92.5,172.1,66,32.7,61,Cardio
53,69.2,197.2,147,51.3,81,HIIT
51,58.4,157.1,149,41.7,108,Cardio
53,91.8,182.1,109,55.1,51,Strength
19,77.4,169.1,69,58.3,118,HIIT
32,59.5,197.8,138,42.5,105,Yoga
51,86,166.5,96,43.8,107,Cardio
53,75.6,198.1,118,47.7,58,Yoga
23,80.2,195.1,147,35.9,83,Cardio
56,73,163.5,134,57.8,49,Strength
59,91.4,190.2,163,43,82,HIIT
29,91.5,199.8,122,35,115,Yoga
20,85.5,162.6,80,52.9,50,HIIT
35,55.3,171.8,163,36.6,106,Yoga
57,91.9,176,161,34.3,59,Cardio
38,83.6,164.7,138,46.9,52,Strength
32,84.9,150.8,138,50.1,82,Yoga
50,68.1,161,96,47.1,44,Yoga
52,94,164.1,104,49.7,55,Strength
43,86.3,172.2,73,33.5,43,Strength
25,55.6,158.6,102,44.3,114,Strength
53,70.4,193.7,175,40.7,77,Strength
47,94.3,185.2,144,59.2,58,Strength
40,52.4,154.3,167,31.5,65,HIIT
59,98.1,182.5,143,38.9,96,Cardio
31,84,182.7,92,58.3,29,Cardio
31,81.6,197.8,62,59.5,106,Yoga
19,63.5,150.2,163,54.7,101,Strength
54,62.4,162.4,146,32.3,51,HIIT
22,97.1,196.4,103,46.8,116,HIIT
55,64.9,196.6,170,42,55,Yoga
58,88.8,186,146,54.2,47,Strength
31,69.7,188.3,150,31.7,35,Cardio
56,57,154.6,94,35.9,35,Strength
42,50.5,175.7,84,44.7,37,HIIT
37,77.2,161.6,155,34.7,27,Strength
19,98.8,159.1,145,50.8,99,Cardio
56,68.5,190.5,67,54.6,94,Cardio
23,67.9,156.8,179,51.1,89,Yoga
34,67.2,173.4,174,43.2,20,HIIT
42,76,196.9,175,56.4,81,Strength
45,72,159.3,121,34.1,95,Strength
19,94,198.9,161,37.8,57,Yoga
52,75.3,199.7,77,44.7,111,Yoga
54,75.4,177.8,151,31.8,64,Yoga
22,56.9,158.5,87,32.9,77,HIIT
18,99.1,165.8,134,41.9,100,Strength
57,62.5,171.2,71,58.3,20,Yoga
29,53.7,165.5,123,57.3,51,HIIT
53,83.2,164,178,44,27,Strength
40,79.8,198.6,61,34.3,59,Cardio
48,70.8,157.7,118,35.3,75,Yoga
28,71.1,186.7,96,41.3,82,HIIT
27,89.3,150,63,36.3,107,Strength
20,59.8,179.8,100,32.5,93,Strength
31,91,195.8,104,50.2,93,Yoga
33,82.4,164.4,168,47.4,55,Yoga
27,70.9,159.3,170,38.7,108,Strength
46,72.9,182.6,93,53.4,76,HIIT
27,62.8,185.6,146,53.3,93,Cardio
29,87.6,184.4,72,44.7,102,Strength
47,75.6,166,66,32.9,64,HIIT
58,66,162.6,91,57.6,98,Yoga
18,79.8,197.8,82,50.1,99,Strength
22,99.8,196.2,108,37.4,21,Yoga
37,71.8,172.9,131,48.3,112,Cardio
25,96,192.3,173,42.2,87,Yoga
29,67.3,172.6,170,49.1,69,Cardio
18,52.7,171.2,106,44.2,48,Yoga
37,60.2,157.8,96,44.6,114,Yoga
45,70.9,171.3,157,52.1,100,Cardio
54,61,176.9,107,48.4,29,Yoga
54,50,151.1,88,32.4,46,HIIT
29,95.8,172.2,96,32,34,Yoga
54,92.2,189.1,82,39.2,79,Strength
45,87.1,184,97,42.9,50,Yoga
32,58.4,181.8,152,38.3,40,HIIT
23,56,195.5,103,49.5,79,Strength
37,53.4,150.9,64,35.9,77,HIIT
31,86.2,177.9,111,51.1,60,Strength
19,96.4,189.4,99,53.2,65,Yoga
26,71.5,177.1,70,33.7,64,HIIT
54,56,166.2,137,49.5,45,Yoga
37,75.6,156.8,179,58.8,70,Strength
43,67.4,194.4,172,35.8,55,HIIT
46,68.7,173.5,165,57.3,71,Cardio
18,81.1,193.9,61,48.2,100,HIIT
52,85.9,179.3,94,47.7,70,Yoga
23,55.5,183.7,104,31.6,22,Cardio
54,51.8,190.2,108,52.4,33,Cardio
22,99.7,183,94,44.3,68,Strength
50,61.6,169.9,165,51.6,96,Cardio
31,52.7,175.7,151,54.3,110,Cardio
29,59.5,190.2,131,45.7,20,Strength
59,51.9,168.7,91,37.9,76,HIIT
37,69.6,169.4,127,34.2,36,Yoga
41,90.1,154.8,168,34.8,69,HIIT
51,67.1,195.7,130,56,117,Cardio
42,72.2,154.6,98,33.7,33,Yoga
46,83.8,182.4,107,41.5,78,HIIT
56,75.4,170.7,150,40,100,Yoga
48,93.1,170.3,96,56,22,Cardio
40,93.3,184,119,44.3,117,HIIT
55,50.5,153.4,140,59.9,59,Yoga
37,88.9,179.7,133,52.1,108,Yoga
40,73,188.6,63,55.5,85,HIIT
33,99.4,191.4,82,33,53,HIIT
59,74.2,158.5,73,37.6,109,Cardio
25,99.3,194.9,64,34.1,114,Strength
38,87.7,182.8,125,43.9,28,Yoga
18,62.4,194.1,169,51.5,113,HIIT
25,76.9,174.3,83,35.1,103,HIIT
46,99.6,177.1,77,33.9,40,HIIT
49,92.9,196,86,48.4,112,Yoga
55,54.9,195,83,36.9,44,Cardio
22,85.3,172.4,88,44.4,63,Strength
39,67.3,163.7,70,31.5,44,Yoga
51,50.3,169.7,171,50.4,28,Cardio
18,70.2,169.4,77,46.2,81,Yoga
43,61.7,164.3,171,49.4,45,Yoga
27,90.9,163.4,176,38.3,76,HIIT
47,66.9,193.1,63,38.4,56,Cardio
35,91.4,153.5,92,54,35,HIIT
34,50,183.9,137,51.6,56,HIIT
43,65.4,158.6,167,47.4,95,Cardio
25,62.1,167.2,179,48.8,43,HIIT
57,61.7,153.1,101,32.8,45,HIIT
29,53.4,163.5,91,55.7,39,Strength
44,59.4,188.4,110,53.1,28,Cardio
25,77.8,194.3,63,47.7,106,Cardio
42,64.6,161.1,79,57.6,48,HIIT
21,70.9,173.2,144,35.1,50,HIIT
50,68.8,173.5,126,50.6,38,Cardio
18,93.8,193.7,148,58.9,39,Cardio
36,95.3,188.1,127,39.3,106,Yoga
48,74.6,175.7,121,30.5,46,Cardio
33,66.5,183.5,117,52,113,Yoga
31,55.3,192.4,106,30.2,104,HIIT
22,97.7,150.5,134,56.2,63,Strength
