age,height,weight,heart_rate
38,195,50,110
58,179,89,149
25,178,64,102
19,191,82,124
47,157,99,152
18,177,80,113
43,165,97,92
56,167,109,171
41,175,98,101
36,169,60,127
41,199,86,116
34,191,75,163
22,183,111,161
57,154,116,95
56,177,61,95
55,196,96,110
37,189,66,144
27,179,80,91
30,172,85,109
43,158,64,130
19,189,91,93
24,159,103,165
42,166,54,80
40,198,76,168
20,176,103,138
30,172,67,96
40,173,86,162
42,187,105,108
36,163,52,83
36,174,78,141
47,182,90,96
56,170,85,122
21,159,119,107
18,191,106,159
29,177,61,90
54,153,91,150
33,165,91,95
32,183,86,142
26,190,87,164
31,197,73,114
48,174,92,171
27,150,89,136
30,171,54,150
37,158,51,90
50,195,53,108
46,197,73,160
42,168,71,167
58,189,94,101
44,161,73,89
47,183,85,90
27,164,72,152
49,192,57,101
32,159,96,107
28,160,112,161
31,151,105,177
23,196,108,177
44,166,62,115
48,172,61,158
22,180,59,82
28,150,101,172
52,173,113,81
22,199,78,97
58,197,76,133
18,192,66,154
18,178,95,118
46,150,62,118
51,195,87,138
50,162,119,153
23,167,104,143
59,160,52,126
36,190,93,163
35,193,65,164
28,164,102,161
58,159,67,120
35,175,99,119
25,151,87,139
47,184,50,83
23,191,65,142
44,194,102,95
20,152,116,102
48,188,82,155
49,161,76,178
34,150,63,153
30,182,101,85
27,174,87,135
23,158,79,154
31,195,109,128
56,157,55,148
20,153,68,108
30,198,92,177
51,151,118,132
44,156,117,177
26,197,98,86
36,168,95,119
23,172,76,121
44,177,82,149
52,174,70,104
55,151,69,123
53,161,50,89
57,199,52,118
24,184,102,156
18,174,75,120
28,166,98,178
29,195,87,139
25,163,113,99
32,182,103,112
57,191,71,112
40,157,60,117
35,193,109,93
30,165,88,128
26,192,65,96
42,168,94,153
54,190,82,107
29,182,115,172
51,160,72,145
26,197,105,88
36,154,90,102
29,156,80,108
19,158,64,121
58,154,90,124
47,187,74,134
50,190,106,179
30,166,52,167
37,193,55,158
44,193,75,158
49,152,67,168
49,193,103,93
34,163,102,151
34,182,78,159
20,157,63,86
57,189,85,162
53,173,55,110
41,172,103,131
32,166,61,172
48,178,111,89
54,175,86,84
59,155,75,157
41,168,68,135
43,174,90,164
54,188,76,143
55,175,114,131
52,196,98,119
50,180,80,161
59,187,95,164
20,190,68,162
18,195,63,128
26,160,75,144
34,156,58,91
46,156,106,164
21,196,71,117
36,168,83,88
30,198,110,172
35,198,114,122
39,174,105,114
50,151,50,171
30,171,91,173
34,181,106,173
51,188,64,145
22,171,115,153
33,186,104,143
58,195,79,176
20,170,62,104
39,157,63,146
32,168,53,157
49,198,56,145
36,161,114,93
24,166,51,134
21,188,79,139
25,150,107,152
33,152,56,98
52,151,118,156
31,167,107,163
24,176,100,157
52,170,50,155
32,186,98,105
20,198,54,127
49,177,74,156
36,174,109,114
39,167,67,161
49,157,61,86
20,169,72,132
48,174,70,161
47,191,97,80
47,171,101,84
57,152,59,90
53,183,110,96
59,166,104,177
52,193,105,140
44,175,98,94
27,167,107,171
46,193,119,141
42,190,64,132
53,199,58,86
47,168,95,161
55,162,69,81
49,153,94,170
59,160,94,150
40,153,114,108
21,161,104,93
23,190,107,103
33,165,51,177
58,176,91,98
32,159,88,108
59,156,88,107
57,172,71,160
46,157,53,104
21,181,52,137
39,158,55,111
58,191,82,85
35,169,93,158
38,175,58,100
44,168,82,168
28,164,95,139
50,194,81,111
27,156,63,108
32,158,96,148
27,184,59,177
38,153,68,106
43,174,89,131
33,156,59,120
56,176,75,109
52,176,52,135
30,182,54,92
37,156,92,174
26,163,55,177
49,150,104,153
21,163,110,175
55,190,65,178
38,162,105,84
45,162,103,179
36,161,91,112
46,179,98,89
33,156,96,107
54,190,107,159
38,198,112,125
24,154,119,148
51,152,98,121
40,154,84,162
51,176,96,157
59,181,71,92
27,188,85,150
22,178,69,144
31,186,63,151
44,193,62,179
24,165,116,136
46,175,84,105
35,166,53,116
22,164,69,155
56,163,101,119
36,156,69,131
35,199,106,135
58,188,61,80
39,198,64,123
30,175,82,160
29,178,64,101
24,161,60,132
51,164,69,94
20,160,97,96
55,184,83,86
50,169,72,139
44,189,104,126
36,198,67,121
53,170,116,144
36,161,52,86
36,153,93,144
51,153,109,146
21,164,115,162
24,181,94,158
21,198,104,88
29,174,55,177
24,168,73,96
22,189,113,144
26,152,82,102
46,185,114,94
55,150,83,130
38,180,71,155
38,192,58,151
23,184,85,128
25,165,76,110
43,188,71,109
39,173,73,109
44,186,106,161
29,178,118,124
54,178,71,112
42,172,101,124
58,173,78,125
42,162,118,137
51,190,91,145
38,192,60,125
41,177,73,119
21,181,57,96
24,157,105,147
34,171,51,172
21,195,107,148
57,150,116,94
45,188,107,137
21,193,104,128
27,176,89,106
35,195,110,132
32,172,113,90
24,198,66,121
19,195,113,102
51,172,88,116
22,194,75,93
41,182,117,81
36,180,85,175
46,189,58,82
29,160,74,105
28,197,84,149
25,156,100,89
42,189,92,115
52,191,57,121
58,161,68,95
25,175,65,118
29,153,88,83
24,154,83,98
19,165,50,153
56,198,76,111
29,170,86,159
42,177,57,160
41,180,119,90
35,170,117,108
49,197,80,115
42,161,50,111
36,162,85,119
29,186,50,136
27,184,53,118
24,197,66,107
54,159,93,101
23,163,74,98
47,155,66,147
36,169,103,100
45,195,66,163
37,199,103,102
51,167,80,171
45,174,85,80
19,156,66,96
52,190,89,162
23,172,99,100
51,165,110,142
50,158,108,100
35,171,80,106
20,189,61,148
39,163,81,139
44,153,65,177
42,188,100,162
35,164,99,132
28,164,100,102
40,155,106,178
38,159,51,149
18,182,111,82
58,154,60,163
38,155,65,174
27,193,112,106
39,164,102,154
38,167,55,116
30,190,74,112
29,196,61,144
24,182,89,116
50,170,58,93
55,159,99,111
44,181,77,118
18,155,74,134
53,158,85,141
27,163,62,148
52,165,99,168
49,160,96,177
42,196,90,144
35,163,73,179
55,190,88,81
19,199,63,84
37,156,60,142
25,170,52,130
38,188,59,116
32,175,116,126
28,161,88,137
56,196,83,154
25,174,110,97
18,184,66,96
31,198,74,112
56,192,105,129
50,199,74,139
27,150,109,130
21,161,56,95
22,156,118,165
33,195,98,135
19,155,81,93
58,188,108,139
29,183,119,115
40,158,96,125
23,199,62,175
21,179,97,126
38,165,118,109
56,165,54,104
40,151,76,166
35,184,68,141
57,164,96,126
49,170,72,100
58,187,102,93
18,193,92,155
29,189,82,87
29,196,80,102
35,171,108,142
59,171,58,159
36,150,55,138
37,163,60,171
31,180,80,137
36,169,113,99
30,168,117,104
32,169,74,157
29,153,81,125
45,190,85,141
31,155,51,115
30,173,55,94
47,165,70,118
59,187,73,113
37,154,78,130
21,188,91,81
51,194,59,83
43,174,53,177
36,169,81,145
19,167,71,122
31,165,59,122
22,172,111,153
39,188,64,89
31,172,87,111
32,176,75,159
33,194,72,170
39,185,98,178
54,188,115,134
33,155,109,141
34,178,107,103
26,194,59,135
18,188,114,130
38,178,99,102
41,162,50,176
54,172,56,124
19,173,97,131
41,170,68,144
37,193,70,118
54,174,92,145
43,166,87,143
36,186,56,155
18,155,84,88
48,177,107,153
46,195,118,159
21,170,113,91
18,192,93,162
37,196,75,107
48,191,85,158
36,193,89,175
45,158,101,85
24,151,54,137
34,150,66,94
19,191,67,94
35,192,73,106
37,164,114,167
51,199,82,116
58,165,112,178
42,177,86,96
25,171,83,171
52,159,118,114
34,166,95,90
49,157,112,134
30,174,99,158
26,194,61,102
19,168,108,129
28,156,50,155
25,170,59,112
22,194,77,124
19,158,72,109
28,160,71,165
29,175,103,118
26,171,89,86
35,187,111,159
22,187,73,178
26,179,97,136
35,163,93,80
42,166,109,138
56,155,102,88
37,168,70,91
44,193,98,155
28,150,116,170
35,186,85,141
48,166,101,159
35,193,83,178
54,187,98,112
40,156,106,162
48,189,72,152
47,152,64,122
19,165,59,86
36,180,114,115
40,193,109,94
51,170,101,136
55,166,85,111
50,186,106,176
34,193,93,87
52,196,61,164
48,167,119,112
47,186,76,163
44,151,58,83
36,151,82,110
53,166,58,111
27,160,51,95
41,179,86,164
44,199,87,121
49,155,79,93
37,190,62,83
44,168,61,94
49,198,94,134
33,188,55,158
18,163,78,146
21,152,82,156
49,168,103,125
23,170,86,124
44,196,119,155
40,155,106,114
54,175,72,115
33,155,77,127
39,151,85,168
46,168,91,100
37,163,67,101
43,184,96,88
22,184,100,179
21,178,67,90
45,162,87,177
45,151,69,107
22,158,118,140
42,190,87,113
55,165,117,131
48,151,71,168
31,197,98,106
43,186,56,156
48,182,73,130
37,168,119,102
30,191,115,90
58,171,79,82
50,186,73,122
35,152,115,117
26,168,78,173
51,176,69,175
50,185,65,149
44,194,119,133
23,189,68,128
31,189,109,136
20,175,65,159
23,191,58,145
41,191,102,82
40,181,54,143
46,173,102,146
20,196,114,125
58,164,82,110
31,161,96,102
52,158,119,104
51,165,56,138
19,188,119,111
39,188,72,158
51,176,109,88
22,150,53,116
40,164,88,110
54,171,112,94
35,196,87,178
53,186,111,86
43,162,80,146
35,193,98,171
49,195,74,85
25,180,118,152
55,187,94,169
59,177,73,109
29,181,59,95
28,157,73,138
34,170,95,122
32,179,88,152
20,179,103,105
48,181,60,176
24,166,111,101
44,163,75,143
44,165,51,164
52,190,85,178
45,199,118,106
20,170,54,86
22,177,72,167
28,163,86,155
29,164,111,124
41,173,68,82
59,151,81,155
30,160,53,160
47,161,55,179
20,173,86,122
40,183,106,94
46,156,78,176
43,159,97,172
18,164,82,162
47,158,102,102
34,185,70,112
55,194,94,99
56,168,56,137
48,186,60,143
51,152,118,86
58,160,85,130
46,186,114,94
34,153,67,87
23,190,86,131
22,192,57,162
48,150,94,118
25,170,89,91
40,164,108,166
48,162,91,143
20,185,67,81
38,182,108,149
52,160,88,144
40,165,118,132
39,175,96,131
31,191,109,141
54,170,76,121
51,196,61,127
55,160,72,140
43,184,79,174
19,161,89,93
35,188,57,167
24,195,107,153
55,167,51,131
44,173,80,120
53,169,92,150
28,164,58,125
23,179,69,170
28,160,95,156
44,192,115,144
32,167,109,157
38,160,100,107
36,188,113,141
28,194,97,175
48,187,104,104
23,192,70,100
52,152,100,90
21,190,95,120
58,166,99,82
26,168,93,91
43,150,67,113
27,154,99,87
31,198,102,161
59,150,72,155
28,170,109,168
38,190,58,129
34,186,64,81
56,192,93,80
47,168,70,108
39,190,85,113
33,193,73,103
22,153,65,93
44,185,119,141
41,155,115,143
30,176,84,86
34,158,92,133
38,168,99,88
41,157,77,154
52,195,105,98
46,196,105,114
27,173,80,109
50,165,77,110
35,197,71,135
36,174,112,173
34,187,86,166
40,177,83,90
53,170,95,146
28,150,91,179
24,193,71,157
20,194,109,138
45,169,110,173
54,171,52,129
26,188,112,105
18,167,115,161
28,160,53,131
54,171,74,128
22,151,62,169
30,170,114,123
32,178,92,159
39,191,101,85
38,190,115,81
38,160,52,120
29,186,53,165
52,191,84,113
30,175,102,125
32,189,55,160
42,187,82,89
39,187,73,111
43,157,62,113
50,160,89,84
39,158,74,121
54,195,54,156
19,169,110,112
21,199,100,117
37,197,110,128
47,171,98,157
59,159,117,141
57,179,114,127
45,152,113,178
37,197,93,177
50,189,72,142
26,191,95,173
19,174,85,144
55,170,84,179
53,183,79,131
35,152,62,87
58,193,79,163
33,150,118,85
40,180,77,95
46,170,80,101
21,188,73,135
26,194,67,136
33,191,72,156
21,151,52,93
42,189,50,140
32,193,56,171
48,166,56,158
34,171,118,164
39,186,64,125
21,174,81,151
34,180,95,139
26,152,58,120
31,157,110,128
48,161,71,122
29,177,101,116
56,161,53,149
57,196,67,122
24,175,52,127
33,198,112,177
57,164,82,156
48,186,102,88
45,159,74,126
22,158,84,162
30,166,111,167
33,194,70,117
48,155,109,120
23,164,56,95
40,193,81,86
48,165,74,144
29,178,51,120
24,196,66,154
55,161,84,148
56,177,71,136
19,180,92,120
51,168,82,85
28,155,90,158
43,185,61,117
32,192,69,113
23,154,71,92
22,167,75,160
23,193,55,125
56,198,104,90
37,187,110,176
51,155,87,172
57,177,67,176
56,192,116,127
26,175,100,141
58,154,103,165
33,161,86,148
43,183,54,154
44,198,63,128
51,192,119,93
25,158,70,110
18,156,53,177
46,153,88,90
33,167,119,166
52,182,68,176
38,166,107,129
19,150,118,168
29,193,87,179
43,164,109,91
20,182,84,178
56,192,86,129
24,179,85,112
19,163,105,113
19,190,118,96
47,173,59,101
34,186,108,82
20,179,84,141
35,185,52,164
23,170,91,176
31,156,91,139
50,179,104,109
32,182,60,122
27,152,103,160
36,153,113,110
27,186,58,88
36,198,51,122
58,181,117,106
19,157,54,169
44,159,108,95
26,169,100,135
55,184,61,94
22,160,50,147
26,186,99,120
32,190,105,92
45,167,56,121
51,177,100,80
37,169,81,128
53,187,86,123
31,160,67,105
55,178,117,96
50,154,108,165
44,174,61,82
47,167,96,92
40,196,104,165
59,198,103,166
26,170,115,173
57,196,112,176
52,154,66,87
50,177,86,144
51,198,85,110
30,190,74,144
52,167,102,157
52,183,72,166
56,187,99,160
19,177,66,149
20,191,92,179
59,163,110,87
52,155,97,81
32,176,108,143
46,189,67,113
47,171,82,84
30,184,84,143
19,165,52,90
46,178,73,109
31,172,96,149
37,156,65,132
35,195,93,126
35,177,75,171
53,192,109,172
25,179,97,165
47,154,109,165
54,187,88,102
38,189,81,146
20,196,106,141
58,181,79,150
26,162,115,111
24,188,51,114
42,177,88,107
23,152,106,95
52,163,99,111
55,165,114,108
42,172,112,145
43,187,92,106
21,186,88,109
42,167,62,160
49,188,106,153
37,197,117,170
24,161,75,101
59,157,93,118
45,175,101,114
42,165,89,145
50,175,96,176
22,199,86,102
55,172,79,148
38,163,93,145
52,198,116,85
26,191,98,87
39,186,89,97
54,169,52,102
33,176,77,106
20,162,106,110
20,166,76,92
21,155,118,140
25,198,58,131
47,184,73,151
23,154,101,114
54,198,69,174
54,176,82,132
35,193,59,80
52,156,61,176
31,160,118,166
19,172,101,85
40,187,112,177
43,184,95,165
30,157,68,120
41,176,58,120
24,167,54,169
57,154,108,146
35,163,76,143
48,156,61,126
55,191,74,121
19,191,115,100
52,159,72,92
47,168,91,149
52,156,100,84
34,161,73,119
24,190,89,173
45,157,95,116
19,189,116,96
35,161,87,113
25,175,62,146
40,174,84,82
37,175,101,135
34,176,51,175
26,181,102,81
35,183,90,133
59,191,71,120
46,182,83,86
28,160,117,134
26,193,51,153
41,191,76,133
58,179,92,169
30,156,93,154
34,181,100,130
58,150,68,157
34,153,89,80
27,165,64,120
36,177,75,124
51,181,108,153
55,171,105,104
24,159,85,164
46,166,67,121
21,181,109,176
49,166,60,126
42,181,52,108
33,184,108,146
36,187,84,117
54,176,60,162
56,179,58,100
43,159,67,114
48,170,117,145
27,181,52,108
56,152,99,119
50,175,118,157
21,187,60,98
54,183,63,86
25,179,62,126
46,197,79,122
35,198,61,155
38,176,116,97
33,183,72,107
35,187,50,85
53,190,68,127
42,168,60,118
53,154,76,80
57,195,106,158
26,150,51,106
57,158,115,117
52,167,93,145
24,175,109,101
58,170,73,95
24,152,107,168
36,161,116,107
50,158,80,152
57,153,71,139
54,191,107,146
40,151,60,132
57,178,70,170
38,185,80,92
43,172,63,152
55,175,76,163
35,162,119,116
45,180,60,113
52,152,63,99
56,192,61,117
22,168,105,101
34,190,70,145
36,157,117,173
49,181,88,161
29,193,73,148
30,171,92,107
30,176,109,175
22,189,72,88
35,181,101,155
27,174,80,84
43,180,69,118
21,163,67,178
53,170,116,100
39,152,63,161
18,197,58,127
29,194,103,161
22,177,75,108
27,188,92,140
31,197,94,122
20,165,106,106
20,188,109,154
24,198,75,120
19,162,84,112
51,169,89,166
18,157,90,119
38,151,73,170
54,197,88,142
37,199,84,174
51,180,118,96
46,167,88,87
35,191,93,123
47,173,89,149
29,187,50,111
44,189,74,143
33,194,69,102
33,174,108,168
19,170,80,178
42,182,99,126
29,186,100,109
24,197,51,178
49,199,99,159
54,175,105,135
54,194,51,166
56,197,60,130
52,186,81,135
32,168,85,133
56,171,108,148
24,166,55,117
31,161,117,166
53,169,72,170
53,186,73,150
43,191,66,122
34,173,62,98
36,176,73,137
47,186,105,131
44,160,56,114
20,154,54,89
27,181,79,171
23,183,63,108
53,188,73,114
25,187,118,132
55,190,68,89
30,161,83,173
50,167,96,104
42,174,88,155
32,196,60,121
42,199,81,100
42,192,78,135
59,167,83,89
50,181,53,127
37,166,112,129
31,174,108,143
33,186,87,174
56,156,99,138
50,153,113,161
29,196,85,87
57,176,118,135
44,177,101,160
19,166,51,94
49,162,59,102
51,191,74,121
43,191,83,170
38,155,85,136
50,174,62,115
44,152,92,112
53,174,105,148
39,179,97,161
32,192,97,143
46,183,83,135
47,167,106,105
34,158,93,107
33,152,91,155
29,165,67,112
33,168,91,158
51,173,85,168
38,197,54,164
30,198,91,116
44,180,102,103
18,192,89,150
56,187,63,124
41,188,96,146
52,190,119,161
35,175,116,118
25,165,109,163
23,163,59,111
27,178,85,144
45,198,85,161
44,164,80,113
52,194,93,161
45,188,51,120
38,185,118,109
52,190,74,168
36,158,104,122
45,177,82,138
43,190,105,139
45,150,81,111
49,195,99,111
40,196,78,119
52,154,118,121
36,190,56,159
42,193,86,175
58,156,111,86
26,175,58,80
59,191,69,122
34,156,111,81
42,176,64,166
42,164,110,117
57,157,103,133
20,175,119,151
35,181,86,163
34,191,58,168
41,195,67,167
34,199,86,113
56,195,111,143
33,196,59,131
36,185,85,107
38,171,110,170
19,198,67,175
58,154,66,160
22,151,59,111
52,165,72,115
44,157,99,149
48,190,118,128
39,160,75,131
59,199,52,149
48,189,98,142
46,158,70,171
40,185,52,165
20,176,66,100
36,154,115,93
34,174,62,106
18,170,96,153
45,151,52,161
43,169,103,140
52,150,109,107
35,193,80,129
26,161,81,126
30,199,54,135
58,171,67,130
59,177,53,97
40,172,108,91
45,170,89,126
54,185,102,177
31,183,110,172
32,158,73,157
37,195,104,137
23,181,75,153
48,189,90,153
22,179,100,179
56,169,109,165
29,157,112,137
52,176,54,152
36,190,119,97
28,159,98,165
51,189,61,152
51,159,73,86
36,185,79,157
52,180,75,179
29,189,114,127
18,184,76,94
39,182,61,83
23,169,58,165
44,160,68,96
43,159,113,95
47,170,99,125
29,160,77,129
19,199,73,96
33,180,86,88
27,158,83,139
53,168,60,129
20,173,96,178
58,179,65,152
18,168,99,174
58,181,71,142
34,177,118,125
57,163,116,118
29,150,82,82
20,163,70,114
40,183,93,96
59,165,116,89
49,192,54,103
27,183,116,128
41,167,61,149
19,198,115,118
24,174,53,138
51,177,55,133
42,158,92,169
18,171,108,122
33,151,78,153
28,168,106,148
32,172,63,82
59,194,69,170
19,187,116,103
57,170,76,122
42,161,111,82
52,195,57,110
28,150,70,152
52,191,51,85
54,155,105,109
18,169,109,100
51,177,113,163
20,170,71,167
20,177,67,128
56,176,99,117
41,150,90,169
29,178,56,172
37,194,72,133
51,153,86,131
52,169,96,133
46,154,119,157
59,150,93,81
58,188,82,136
28,176,96,169
34,173,64,107
20,188,58,175
25,161,72,96
55,193,72,164
42,197,58,105
27,156,77,95
41,193,101,132
37,187,78,121
31,152,70,133
36,182,95,91
32,167,96,86
21,189,62,133
38,165,62,159
33,156,83,94
36,151,76,137
44,153,72,109
22,185,82,134
19,150,104,94
41,190,118,148
55,155,76,159
44,181,117,140
45,163,83,129
57,171,112,107
20,163,63,86
38,177,54,113
34,181,91,178
58,159,84,153
45,193,80,142
40,171,55,81
29,157,103,87
39,174,115,84
52,188,116,123
21,155,111,108
50,190,80,150
48,178,77,121
49,181,73,105
33,171,74,165
49,194,79,166
26,192,109,110
18,166,91,149
31,153,61,95
18,186,50,167
39,198,88,103
54,197,65,148
54,179,51,169
22,180,59,104
58,166,59,130
24,190,58,100
57,182,82,120
37,172,90,158
42,171,84,168
27,193,108,121
41,181,54,131
24,199,53,93
37,152,98,125
33,186,109,113
25,170,102,97
53,154,57,173
53,196,114,126
31,167,77,137
31,184,108,82
19,163,60,150
59,163,87,176
51,174,58,119
31,162,87,111
46,167,65,141
36,192,68,84
42,180,59,168
53,190,102,80
30,188,112,139
19,195,72,139
24,194,96,155
47,185,106,117
37,175,58,95
34,192,72,167
48,199,89,141
44,153,57,89
55,198,82,141
30,191,68,134
59,179,68,174
21,172,60,100
18,151,56,150
59,166,76,102
34,164,63,143
41,167,86,94
37,187,107,159
33,162,81,110
20,184,118,125
55,180,57,167
57,156,62,142
56,186,96,151
28,184,58,170
35,154,78,144
34,164,60,153
31,159,102,157
59,166,109,171
28,177,96,109
59,152,90,162
29,182,108,81
48,173,53,93
41,187,91,114
18,182,113,175
56,168,109,80
50,191,80,82
38,179,92,154
18,171,68,160
45,188,118,147
59,157,106,106
35,153,96,109
55,167,80,82
54,177,101,147
29,177,74,101
27,151,117,159
32,182,53,83
22,173,110,85
30,199,76,167
51,190,116,83
41,185,67,98
44,164,114,163
54,168,101,113
40,183,95,93
28,188,62,151
26,178,57,121
26,151,118,92
22,177,52,111
42,163,96,109
24,186,71,124
36,178,51,149
23,187,58,173
54,196,111,168
39,192,89,92
29,151,63,94
45,177,61,115
22,171,63,154
41,187,116,146
28,183,118,99
36,165,61,139
49,176,95,166
55,152,116,146
54,195,83,116
59,168,86,145
36,177,56,98
43,184,89,119
20,194,88,109
47,176,84,118
21,170,113,91
57,166,65,148
57,174,110,80
46,183,55,139
29,195,118,86
27,182,66,125
36,171,101,114
59,152,72,87
41,165,92,159
52,161,51,160
29,151,119,135
48,177,50,151
27,190,96,87
34,158,101,80
35,161,77,174
20,192,119,92
26,167,87,87
57,183,71,139
57,178,54,130
29,164,63,106
57,198,104,176
18,182,66,146
37,196,68,122
41,151,79,128
43,198,88,113
47,154,64,173
52,173,62,115
31,167,82,124
51,153,79,175
56,166,80,175
43,186,116,105
30,150,53,149
41,185,108,100
50,187,114,135
20,194,104,93
51,182,113,166
54,165,52,160
33,161,87,98
42,178,99,170
36,171,116,125
26,165,56,102
51,164,104,118
54,186,100,148
19,195,77,114
36,198,96,157
45,150,91,162
49,157,70,103
48,166,111,90
54,188,105,112
27,171,112,85
31,150,98,148
55,178,75,128
48,154,75,141
26,163,94,83
25,162,55,101
48,161,53,82
59,190,95,163
52,198,101,91
38,186,50,152
31,176,105,80
41,151,105,104
19,166,94,146
41,174,77,123
53,164,52,95
53,199,111,110
43,156,70,170
35,191,56,175
41,163,82,150
20,180,80,103
54,196,111,135
20,190,52,168
47,185,97,157
40,167,92,135
24,159,84,108
27,189,71,111
29,177,114,83
23,199,97,129
31,174,55,101
29,198,112,155
30,175,51,154
50,155,118,124
28,161,119,167
54,170,79,115
57,182,98,135
44,190,55,118
46,179,84,103
42,176,105,163
55,156,57,88
37,152,92,103
18,198,96,163
21,190,87,90
44,151,76,143
48,165,59,130
43,154,69,128
39,151,80,103
39,198,56,91
38,159,68,126
28,188,108,93
19,167,74,159
49,157,87,129
21,153,84,80
53,182,110,91
57,159,93,140
56,189,106,177
57,160,73,83
19,197,89,103
49,180,53,111
26,188,102,102
22,156,58,119
53,198,107,103
55,176,105,84
39,194,103,131
20,185,61,92
53,196,58,163
28,153,68,96
50,192,54,168
41,171,80,136
53,163,67,178
27,154,53,128
32,151,84,125
46,190,102,140
52,185,81,157
33,187,97,167
51,182,68,87
39,184,73,140
25,184,96,128
50,182,78,123
23,167,92,121
34,182,54,132
55,174,52,167
31,190,98,135
58,189,84,110
44,170,55,177
21,192,69,108
18,171,91,129
52,193,108,167
41,187,63,179
43,166,93,86
29,194,72,144
38,196,77,94
32,158,117,137
21,182,66,135
45,160,80,85
48,166,116,164
49,153,110,155
59,182,52,86
38,166,64,167
53,178,65,167
41,176,72,113
18,198,119,152
46,188,68,149
57,162,105,144
41,181,92,83
40,187,119,179
39,156,95,114
32,190,94,166
50,179,106,127
20,164,63,81
18,151,71,167
23,178,79,115
32,198,103,145
55,194,102,179
43,167,103,126
19,193,118,111
23,190,108,158
54,166,101,153
38,187,73,87
55,165,94,83
52,194,97,140
20,185,54,172
57,184,75,103
42,177,113,148
54,172,76,137
57,197,53,155
59,165,72,155
36,178,90,103
34,153,110,122
35,197,113,159
37,197,53,146
59,173,59,154
44,167,73,167
20,164,68,85
29,169,111,89
55,177,72,110
23,188,82,179
44,189,99,165
19,169,81,135
54,168,85,172
59,166,75,135
59,175,57,137
32,154,107,147
44,181,56,152
21,172,108,141
28,163,89,147
52,152,117,84
24,171,104,161
19,195,116,113
52,187,56,134
41,180,62,121
35,181,65,107
50,167,70,127
56,178,94,162
40,164,93,94
33,159,104,144
27,150,113,142
35,165,110,130
26,185,58,115
42,166,83,117
22,152,75,102
46,188,76,81
32,185,93,161
26,198,103,141
37,181,115,99
47,199,56,83
25,154,75,129
31,179,88,110
48,166,109,143
41,172,93,115
52,168,78,156
53,156,64,115
52,154,89,100
19,196,79,110
19,171,54,120
47,178,71,170
42,150,60,96
27,191,61,90
47,176,91,117
18,191,74,92
30,191,73,120
31,183,94,95
40,178,83,114
44,168,103,86
33,156,76,124
57,177,66,82
18,157,55,84
58,155,116,132
53,164,102,82
53,160,101,114
26,167,92,148
18,150,101,149
31,169,100,170
56,179,72,139
53,159,91,123
58,165,117,114
52,184,100,96
56,152,52,111
20,150,111,107
36,166,107,131
44,185,62,89
20,192,108,85
27,172,70,97
37,156,81,159
57,154,62,168
54,176,112,89
32,158,52,134
18,177,63,88
46,164,50,87
34,195,115,177
56,161,69,106
34,157,89,109
28,167,74,171
18,193,99,161
22,180,73,169
55,162,91,83
59,193,85,160
39,153,56,134
33,199,107,159
30,168,105,124
34,160,74,177
20,179,84,160
51,163,102,104
29,186,79,155
35,158,67,81
25,165,112,148
49,189,77,92
36,183,87,131
39,179,86,179
45,195,80,148
45,156,101,160
23,194,58,101
30,165,59,146
49,178,110,84
55,196,56,141
58,172,106,165
21,155,87,120
23,161,108,98
30,177,56,173
30,170,93,111
48,166,119,152
51,181,98,92
27,167,57,149
39,182,50,148
42,189,50,102
42,193,83,90
58,190,99,161
27,195,85,158
27,185,103,100
59,168,112,171
59,182,92,135
35,186,58,82
42,187,67,103
25,183,78,133
58,164,58,89
38,178,81,141
39,172,78,130
29,189,74,113
53,198,88,91
42,170,73,116
24,155,91,153
21,175,76,140
46,181,81,117
55,176,112,93
35,151,52,147
28,182,88,167
35,168,92,111
49,185,81,93
22,168,108,105
31,196,111,135
19,165,75,87
53,176,56,174
31,191,69,116
29,190,92,166
52,150,81,153
56,166,86,157
30,196,51,132
58,178,95,114
52,156,66,117
40,151,82,107
27,174,111,140
36,184,81,162
40,163,75,127
51,198,94,176
36,182,104,140
57,178,77,173
46,173,66,147
25,193,59,154
48,158,115,157
32,198,83,175
56,198,117,130
24,180,112,159
25,174,76,160
29,199,67,166
51,183,98,139
20,178,108,111
55,151,112,171
20,178,75,169
33,184,89,123
46,155,80,108
30,169,91,162
34,152,117,128
51,184,58,162
25,195,93,152
55,185,96,113
25,163,97,85
56,162,81,123
42,189,56,179
48,167,117,125
36,171,52,124
23,194,83,168
32,178,114,171
35,181,61,112
40,181,86,137
50,191,62,128
19,177,87,164
48,180,56,101
19,194,105,139
36,192,119,96
45,155,55,177
39,167,113,161
32,179,115,157
38,150,82,179
19,195,106,92
57,182,81,92
38,178,52,142
33,167,111,129
32,172,80,115
20,167,69,118
23,184,83,96
54,158,98,131
36,175,89,101
33,177,85,145
36,171,71,88
23,161,69,88
45,159,118,122
44,155,59,96
48,176,81,94
50,150,65,156
19,162,59,121
24,166,105,87
44,157,50,147
51,150,76,81
23,194,82,85
25,157,110,112
18,188,93,151
48,195,103,108
33,186,88,150
38,190,66,100
21,189,74,136
23,180,83,171
24,180,75,127
40,180,86,106
27,181,82,103
36,165,103,86
47,198,118,138
25,199,112,95
52,190,70,117
53,165,81,116
49,156,98,177
34,174,66,83
28,160,117,135
23,190,70,115
37,156,58,175
26,164,60,152
56,173,110,113
49,165,116,105
