age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps
47,97,178.5,103,58.6,83,7698
42,82.4,171.8,141,39.8,53,19966
56,97.7,170.7,146,44.3,59,6848
37,57.6,186.6,106,51.2,67,11905
22,73.9,184.3,88,56.9,66,13783
18,80.1,191.7,110,44.8,80,15388
47,79.1,162.5,100,33.3,54,5138
20,70.1,180.5,145,41.1,72,19901
31,66.9,179.3,123,46.5,79,12924
47,56.3,168.5,147,42.5,73,6642
21,69.6,174.3,168,35.6,49,7196
35,58.1,165.7,107,31.1,48,13155
54,86.7,157.1,136,50.6,59,14055
42,60.4,160.7,156,59.8,74,8198
18,52.9,155.3,173,57.6,70,10072
32,77.6,184.2,81,50.5,67,17965
26,79.8,183,158,55.2,83,11688
32,93.6,197.5,76,37.7,73,13919
41,78.8,186.5,145,48.7,66,11927
21,67.3,152.6,64,31.8,79,16059
29,90.2,194.2,120,51.2,62,16649
54,77,193.1,148,59.1,79,19727
54,54,172.2,65,55.8,77,7490
23,78.3,179.3,112,46,51,18432
56,95.4,198.8,140,53.7,78,7916
41,69.8,176.6,154,58.3,54,13526
28,64.8,195.3,76,36.5,68,3746
30,57.2,154.2,118,53.8,69,10170
51,57.6,159.6,156,38.1,71,2633
42,71.6,172,98,56.3,50,14889
24,79.8,179.2,113,33,52,18559
21,54,190.8,107,35.3,65,17140
25,97,199.4,96,51.6,63,10152
37,87.8,169.4,107,35.2,78,17718
46,79.3,152.4,127,34.7,83,6392
27,91.4,190.1,166,46.7,67,7379
51,54,180.2,137,55,57,10666
43,73.8,159.9,136,38.1,83,11838
58,81.5,174.7,86,55.2,72,3958
20,91.4,187.1,147,54.2,50,8679
23,89.2,188.5,86,47.4,56,17921
22,63.9,175,131,49.4,47,15348
22,97,165.3,176,31.2,64,9348
40,56.2,198.7,122,41,52,7884
26,93.8,183.2,111,37.9,70,14312
52,98.5,170.4,106,34.5,82,10828
37,58.9,164,173,41.7,72,5820
59,86.1,186.6,162,40.6,79,6322
52,52,162.1,80,51.9,82,7467
35,70.3,158.6,174,47.9,46,14325
34,75.8,176.5,116,57.4,51,7502
41,79,164.5,164,34.4,69,19588
20,96.8,181.4,134,31.8,76,8449
49,83.6,155.9,154,46,56,19587
52,74.1,182.7,150,30,55,2982
55,90.5,164.2,101,53.6,54,10923
30,97.5,150,169,45.2,79,16989
42,51.1,156.3,107,44.6,48,15429
26,99.1,196.7,86,40.9,46,16396
21,54.3,193.4,131,41.2,72,12792
31,90.7,161.7,92,42.9,58,7905
54,64,188.9,135,30.5,73,6073
51,56.6,180.4,94,32.5,46,4234
28,72,198.5,157,45.2,78,17273
58,82.2,168.7,75,34.5,77,9631
20,69,184.1,95,53.4,64,19831
45,52.7,153.2,125,38.2,74,14061
46,80,169.8,135,32.9,70,18485
26,95.1,198.2,150,37.1,64,13899
20,69.2,176.9,115,40.7,45,15738
42,60.8,164.4,76,31.1,45,12850
51,72.1,156,79,34.3,69,18919
29,52.4,185.2,144,39.7,77,9039
59,91,182.2,153,39.3,67,9114
26,91.3,168.7,165,54,55,14411
32,79.4,197.5,143,55.3,59,9469
57,67.7,151.1,67,35.8,58,17003
42,90,165.2,77,33.7,45,8492
22,77.7,196.1,77,49,77,6344
28,91.3,166,77,54.1,50,3971
51,81.6,162.6,61,58.9,67,15582
41,89.2,176.7,135,30.2,70,11644
32,79.9,191.2,155,42.4,47,19096
55,70.7,155.2,165,52,50,5655
25,97.9,197.2,131,54.9,84,17342
22,77.1,189.8,110,31.9,69,14534
43,80.3,159.1,69,50.4,61,14768
35,61,185.6,134,38.7,72,8472
23,81.3,169.2,73,32.2,76,11640
54,78.6,170.1,85,44.7,73,7124
30,59.2,189.2,106,34.7,67,10650
45,53,198.1,89,52.1,60,4843
22,80.2,156.3,115,52.2,76,18976
30,88.2,171,178,55.3,70,2497
34,76.2,174,101,41.3,77,4134
57,61.3,168.8,63,30.4,63,7412
49,83.3,168.2,162,37.8,61,6292
46,54,152.6,70,44,82,2026
20,72.1,184.3,83,50.8,58,14108
57,58.2,171.8,177,41.5,62,16470
51,59.2,159.7,145,46.1,65,4253
57,60.1,190.8,126,45.7,83,13490
44,69.3,190.1,96,34.9,83,15379
30,52.6,174.3,61,48.7,72,14649
50,69.9,164.9,71,43.2,64,11475
23,75.6,181.9,80,54.2,50,16993
41,74.2,164.4,128,50.7,70,3086
36,69.1,161.8,130,33.3,50,4015
33,92,186.5,123,44.7,83,11907
57,57.3,152,127,51.1,70,9123
45,75.3,154.7,102,32.6,61,15934
50,53.1,150.3,113,53.8,84,9084
58,53.6,157.6,164,36.7,46,16248
30,78.7,153.4,159,45.1,65,6467
42,78.3,199.8,121,58.2,51,4896
59,93.9,164.4,145,47.1,64,12362
53,77.9,157.5,152,42.7,47,11342
44,98,162,132,30.2,80,19718
55,52.4,196.8,149,34,63,19672
24,54.9,176,71,47.4,74,10937
22,52.2,168.2,171,44.8,55,16623
48,59.3,193.7,60,40.9,57,14707
40,77.1,169.7,131,57.7,77,7928
59,82.3,166.8,92,40,82,19081
27,52.3,160.4,123,46.1,46,13226
49,97.3,168.9,175,47.1,67,18858
47,92.1,165.8,174,45.8,64,14168
56,64.8,183.9,127,44.3,74,16189
48,53.9,164.5,73,40.1,59,8532
35,58.5,178.9,178,57.3,46,10702
53,56.3,153.3,152,43.5,74,12452
19,56.2,159.6,73,45.9,69,7384
31,75.9,170.4,68,49.7,48,19750
30,62.3,196.8,132,32,45,19445
46,67.9,168.9,85,53.4,52,4307
29,99.5,183.2,108,45.4,58,18691
56,84.2,162.8,170,49.7,55,11188
19,97.4,156.4,165,53.2,68,11321
49,57.1,152.9,76,56.2,68,2303
30,69.1,165.3,164,41.8,76,8486
44,77.7,157.9,127,54.3,69,7566
58,53.8,158.7,119,37.8,72,5891
34,50.2,188,169,49.8,60,11046
57,83.5,150.8,62,33.1,83,7724
48,82.1,177.9,152,30.6,60,17579
51,70.5,169,84,32.9,80,7350
41,74.5,175.3,80,39.6,56,11009
52,70.8,178.1,71,30.9,56,16025
23,51.2,165.7,113,48.9,78,11164
36,66.8,164.8,60,39.5,82,6133
47,58.9,186.7,60,52.1,64,11370
24,54.9,193.6,104,31.4,59,17862
27,97.8,159.6,105,36.5,66,2104
58,80,154.9,107,42.2,60,16269
49,86.4,194.9,66,41.5,68,10561
51,65.8,167.5,69,33.9,47,14389
45,69.7,177.6,74,59.8,45,10855
32,61.8,168,99,38.5,82,18360
47,54.8,156.3,70,51.6,61,19073
54,59,179.5,115,36.6,65,16214
46,89.9,176.3,105,56.3,57,8743
39,83.9,160.1,104,41.6,46,4588
21,77.3,172.6,146,57,46,3535
37,73.8,189.8,72,40.3,69,16698
49,96.1,179.5,86,30.3,72,4028
53,53.6,154.8,164,45.5,70,16947
21,64,177.4,140,45.7,79,4769
44,67.5,185.1,109,33.6,72,8486
34,89.1,189.6,120,37,77,9241
29,99.6,181.5,174,53.5,62,10135
39,62,157.6,72,31.1,58,16173
34,93.7,185.5,71,44.7,53,14667
27,91.5,183.9,88,45.9,74,15801
18,61.2,151.2,144,50.7,47,11340
39,70,170.6,143,31.1,78,16373
43,70.5,166.6,79,47.6,77,19164
35,98.9,183.5,90,30.1,71,6405
31,59,160.8,67,38,53,4153
46,90,179.5,83,45,57,8296
29,66.7,195.7,134,57.3,74,4583
53,86.5,189.9,98,33.8,60,5043
52,71,196.1,92,35.1,70,14036
29,78.9,198.9,101,50.1,49,19553
24,91.6,150.5,74,41.2,71,9036
46,90.2,181.1,127,48.7,59,18036
28,93.3,170.6,124,59.9,72,8726
50,53,193,91,59.6,47,6022
23,84.6,162.6,70,40.6,45,10392
32,57,199.1,153,45.1,45,12168
49,70.8,180.7,96,57.1,50,17103
28,77.4,189.7,78,32.8,55,14262
40,70.1,154.3,110,43.6,60,15207
43,76,159.2,159,41.3,77,8664
51,99.8,187.9,93,38.8,68,5556
51,56.8,151.1,130,59.8,76,9304
46,83.8,190.8,119,52,54,2365
21,69.8,150.7,168,41.7,69,17893
34,56.7,182.9,143,54.9,54,17866
52,57.9,168.3,112,44.7,57,2656
30,97.5,180.6,71,56.2,45,10352
58,94,184.8,121,38,79,17096
56,95.4,167.1,155,36.7,58,17447
32,99.6,155.4,125,37.4,65,18928
46,60.4,153.5,145,46.2,82,14046
46,67.8,179.4,164,38.7,45,8426
28,83.5,176,107,34.4,64,3761
49,74.2,187.1,99,59.8,49,2956
19,70.9,175.5,83,57,84,10273
31,67.9,171.1,109,49.1,76,19620
37,79.7,169.9,154,56.7,45,16855
39,78.8,151.3,127,58.1,84,18830
28,58.1,166.8,147,50.3,46,15036
44,73.6,198.8,102,45.6,75,11365
20,77.7,193.7,76,56.5,70,8005
34,78.5,166.5,163,47,53,15844
45,60.5,179.4,142,33.8,74,2645
46,87.1,192.4,163,41,52,2378
38,51.3,172.1,161,43.4,49,9109
33,67.7,150.9,114,58.1,83,13925
54,89,153.7,93,49.8,48,19524
37,78.2,175.5,170,56.3,84,16911
23,63.1,198.5,156,52.7,80,19045
36,84.7,184.7,129,39.3,65,15163
22,78.4,153.5,119,51.6,77,2387
20,89.8,159.5,110,35.9,70,12111
18,86.8,188.6,159,42.2,84,14683
55,80.5,192.1,136,54.2,83,16310
32,74.4,180.9,170,48.4,55,17209
51,56.7,182.2,132,54.8,65,4771
52,63.1,151.4,94,37.6,66,6169
42,71,191.4,93,52.5,81,12055
41,80,189.4,75,36.1,51,6019
29,75.7,163,141,46.4,57,7856
35,64.4,185.4,77,43,64,16650
32,50.3,160.7,97,46.7,59,17927
33,74.8,152,173,34.1,82,14715
44,64.3,160.1,102,40.8,78,18418
25,86.7,158.9,91,50,80,15682
42,51.2,166.9,66,46.8,69,17260
34,79.2,170.9,146,46.5,73,13831
46,97.1,175.4,146,45.3,72,14164
25,58.7,173.8,105,58.3,58,9618
32,73.6,163.5,120,58,48,5380
44,54.6,151.5,77,40.8,82,17163
24,81.3,180.3,130,40.6,51,16725
20,77.5,169.8,165,46.6,57,10367
46,70.4,164.9,99,32.9,61,6687
41,76.1,193.3,147,39.1,73,15474
20,94.8,187.3,137,36.9,61,15201
37,59.8,192.9,109,36.7,80,3586
32,51.1,174.7,64,49.2,63,10056
42,93.1,156.5,169,41.5,70,15590
47,78.9,184.8,113,35.1,53,7422
31,94.5,160.3,145,56.6,46,2952
24,79.8,172.1,117,56.2,64,7365
34,90.5,153.3,81,55.9,67,14521
37,71.5,191.3,133,41.7,62,12906
53,87.5,156.3,149,31.7,70,4978
26,95.7,195.2,138,33.2,69,15750
55,78.6,193.2,97,38.3,61,12001
39,59,173.2,164,36.6,83,12998
19,63.4,187.2,165,56.2,54,14343
41,59.9,181,178,59.6,69,13951
25,62.3,190.2,108,54.5,72,16691
28,65.3,171.6,60,51.9,70,13520
30,77.8,189.3,137,47.7,56,6908
34,79.4,173.1,95,53.1,63,13326
25,71.3,197,154,58.4,67,3959
38,80.8,174.3,87,48,58,7182
35,54.1,173.1,157,34.6,61,2805
47,54.4,189.3,94,34.9,59,5100
35,58.6,191.1,119,47.5,65,3575
48,75.9,177.7,162,40,82,13922
55,60.7,159,121,57.3,74,10791
49,64.2,173.4,146,48.3,63,4615
28,70,198.4,105,50.3,76,13563
42,90.6,187.6,167,30.2,73,17040
50,50.7,190.6,142,45,66,7626
55,82.5,151.6,141,42.9,64,12738
58,83.4,173.4,138,51.2,82,19010
25,89.9,182.3,120,41.5,82,8884
28,96.6,191.5,124,59.3,80,19994
39,51,152.5,148,50.1,45,13454
41,57.7,192.6,85,49.8,63,13974
58,94.3,177.4,94,57.6,70,10866
34,72.9,159.9,116,59.9,51,18432
29,78.2,165.9,138,35.9,78,19770
49,83.2,164.1,122,54.3,80,17015
32,84,176.5,63,34.9,50,6372
33,96.6,152.6,138,43.7,81,5842
39,99.8,157.9,101,33,66,9997
45,86,190.6,161,48.7,53,13684
37,64.4,156.6,104,44.1,73,10824
50,94,161.7,98,48.9,61,18267
27,52.5,172.7,177,50.3,57,10524
57,61.6,175.9,124,48.6,61,12071
49,94.9,188.2,81,38.8,54,8309
50,62.8,172.4,70,55.1,69,10698
19,61,189.5,169,46.6,62,19326
50,56.9,180.9,161,44.7,59,11781
50,93,155.7,96,59.6,71,19846
58,75,157.8,174,38.5,63,9471
30,83.7,171.9,149,45.8,59,16792
47,62,169.8,110,50.5,51,3991
50,87.9,187.2,150,33.8,84,15156
30,88,179,117,40.6,60,11926
43,65.6,169.4,136,54.1,68,18496
39,70.5,158.5,66,37.1,67,4263
56,60.5,161.3,67,44.8,55,7254
19,98.8,178.8,169,48.9,68,4811
55,82.3,171.2,110,50.1,49,14571
56,96.7,175.7,174,51.8,83,19217
43,65.2,158.5,82,56,74,17457
32,89.1,183.1,149,41.8,60,9227
51,88.3,192.6,167,51.2,64,10421
59,84.6,162.9,178,52,73,16207
57,98.3,174.6,150,39,61,15954
28,69.7,198.8,68,59,63,14672
20,56.5,166.7,105,56,70,11015
23,83.6,179.8,97,38.7,59,4518
26,86.5,154.5,170,50.3,69,12015
23,78.8,180.3,72,51.5,59,11296
26,60.3,154.5,66,42.9,64,19425
56,75.2,198,70,55.9,74,2707
48,65.6,185.8,133,50.7,65,19767
49,71.4,189.4,156,49.7,79,19686
58,82.3,185.2,162,36.6,50,9118
29,87.3,179.5,109,42.2,81,13213
25,61.6,172.5,178,43,55,17501
25,70.3,192.9,126,52,67,10868
45,63.5,197.8,100,48.6,83,11755
37,59.9,175,88,32.6,53,3260
24,89.2,196.6,96,39.2,62,12545
28,95.5,179.2,178,44.2,80,2357
37,68.5,176.9,115,52.1,84,7412
33,87.6,172.7,168,52.3,80,5234
21,94.8,160.5,139,44.7,72,18802
23,92.3,150.2,75,33.5,63,3593
39,59.1,162.1,103,38.8,74,6602
43,97.8,175.5,109,37.6,82,15969
20,68.8,169,166,53.4,59,11577
58,67,172.4,172,35.4,56,14599
59,53.1,199,130,43.9,46,12943
31,74.3,167.5,138,50.1,53,2244
28,55.5,172.6,161,58.9,79,6572
35,62.4,156.7,65,60,45,18998
29,65.8,152.4,77,58.6,75,18250
40,90.4,188.8,78,51.5,72,18633
29,93.8,178.5,175,52.4,81,13285
30,65.1,188,110,52.8,51,8620
42,92.9,157.5,125,55.9,60,7869
36,92.9,178.6,62,58.6,58,7971
53,88.2,162.7,169,43.4,77,18894
25,57.3,161.4,177,42.5,50,15957
46,84.5,150.6,148,43.8,65,7968
49,97.3,156.5,159,49.8,54,9647
35,84.1,165.5,113,53.3,76,18457
23,66.6,155.8,108,56.1,50,11000
35,75,199.3,87,43.7,46,7141
36,82.3,165.4,97,40.9,83,4126
39,75.5,156.5,87,59.5,71,8470
54,56,160,91,37,58,17473
49,65.6,179.4,174,36.7,67,18161
58,90.1,153.2,100,51.5,83,14908
20,93.1,193.1,95,35.4,65,13850
45,56.9,198.1,162,42,74,2984
27,97.6,162.3,95,38.8,69,19682
52,66.4,172.5,166,35.1,68,9187
46,83.1,151.1,177,47.4,55,12845
32,87.6,182,146,41.2,79,7713
50,90.6,170.7,125,43.9,48,16083
24,97.3,163.5,69,35.9,81,17519
29,65.6,160.3,129,53,80,13138
47,92.9,182.7,131,39.4,57,4085
38,56.6,170.8,138,40.3,53,8533
48,85.3,159,168,37.6,72,18183
41,87.1,184.5,152,43,60,4727
37,83.9,178.3,122,43.9,50,2376
54,62.6,192.9,151,45.9,71,8992
21,93.7,155.9,81,59,54,16185
45,58.4,189.3,157,57.1,67,6690
37,52.7,183.7,79,48.3,65,3065
41,85.9,155.8,92,31.2,70,5682
49,73.8,184.7,74,48.4,47,16793
58,92.5,172.1,66,32.7,79,19435
53,69.2,197.2,147,51.3,51,10820
51,58.4,157.1,149,41.7,71,15820
53,91.8,182.1,109,55.1,77,10058
19,77.4,169.1,69,58.3,48,16118
32,59.5,197.8,138,42.5,70,5974
51,86,166.5,96,43.8,52,8659
53,75.6,198.1,118,47.7,64,6841
23,80.2,195.1,147,35.9,61,16583
56,73,163.5,134,57.8,49,5424
59,91.4,190.2,163,43,53,16733
29,91.5,199.8,122,35,52,16538
20,85.5,162.6,80,52.9,51,11517
35,55.3,171.8,163,36.6,81,19555
57,91.9,176,161,34.3,80,14508
38,83.6,164.7,138,46.9,47,5769
32,84.9,150.8,138,50.1,52,4310
50,68.1,161,96,47.1,49,4343
52,94,164.1,104,49.7,49,5386
43,86.3,172.2,73,33.5,61,4339
25,55.6,158.6,102,44.3,71,2683
53,70.4,193.7,175,40.7,84,3054
47,94.3,185.2,144,59.2,83,2348
40,52.4,154.3,167,31.5,56,18362
59,98.1,182.5,143,38.9,72,3022
31,84,182.7,92,58.3,48,2503
31,81.6,197.8,62,59.5,72,10277
19,63.5,150.2,163,54.7,69,13514
54,62.4,162.4,146,32.3,80,15576
22,97.1,196.4,103,46.8,47,2522
55,64.9,196.6,170,42,75,13884
58,88.8,186,146,54.2,81,2017
31,69.7,188.3,150,31.7,56,3268
56,57,154.6,94,35.9,81,3176
42,50.5,175.7,84,44.7,81,14745
37,77.2,161.6,155,34.7,48,13961
19,98.8,159.1,145,50.8,74,5613
56,68.5,190.5,67,54.6,82,18498
23,67.9,156.8,179,51.1,82,10944
34,67.2,173.4,174,43.2,71,8590
42,76,196.9,175,56.4,66,8768
45,72,159.3,121,34.1,45,2321
19,94,198.9,161,37.8,82,9626
52,75.3,199.7,77,44.7,64,14513
54,75.4,177.8,151,31.8,62,19217
22,56.9,158.5,87,32.9,50,10403
18,99.1,165.8,134,41.9,56,11448
57,62.5,171.2,71,58.3,61,18542
29,53.7,165.5,123,57.3,66,4619
53,83.2,164,178,44,62,3347
40,79.8,198.6,61,34.3,54,5164
48,70.8,157.7,118,35.3,68,15559
28,71.1,186.7,96,41.3,64,2910
27,89.3,150,63,36.3,56,9166
20,59.8,179.8,100,32.5,48,4451
31,91,195.8,104,50.2,49,13995
33,82.4,164.4,168,47.4,70,2403
27,70.9,159.3,170,38.7,80,12033
46,72.9,182.6,93,53.4,60,5485
27,62.8,185.6,146,53.3,49,15751
29,87.6,184.4,72,44.7,70,11448
47,75.6,166,66,32.9,63,15410
58,66,162.6,91,57.6,50,16262
18,79.8,197.8,82,50.1,68,11834
22,99.8,196.2,108,37.4,75,18906
37,71.8,172.9,131,48.3,75,3944
25,96,192.3,173,42.2,51,3560
29,67.3,172.6,170,49.1,54,6747
18,52.7,171.2,106,44.2,83,9154
37,60.2,157.8,96,44.6,66,16089
45,70.9,171.3,157,52.1,58,18976
54,61,176.9,107,48.4,72,14085
54,50,151.1,88,32.4,66,7327
29,95.8,172.2,96,32,76,19139
54,92.2,189.1,82,39.2,55,2496
45,87.1,184,97,42.9,58,15060
32,58.4,181.8,152,38.3,75,17656
23,56,195.5,103,49.5,48,3598
37,53.4,150.9,64,35.9,66,6127
31,86.2,177.9,111,51.1,73,15123
19,96.4,189.4,99,53.2,79,7551
26,71.5,177.1,70,33.7,57,5590
54,56,166.2,137,49.5,64,14973
37,75.6,156.8,179,58.8,63,18845
43,67.4,194.4,172,35.8,59,6966
46,68.7,173.5,165,57.3,70,17319
18,81.1,193.9,61,48.2,64,13515
52,85.9,179.3,94,47.7,80,18549
23,55.5,183.7,104,31.6,50,3728
54,51.8,190.2,108,52.4,59,6697
22,99.7,183,94,44.3,48,17730
50,61.6,169.9,165,51.6,50,13366
31,52.7,175.7,151,54.3,46,2037
29,59.5,190.2,131,45.7,80,9486
59,51.9,168.7,91,37.9,59,4021
37,69.6,169.4,127,34.2,56,8880
41,90.1,154.8,168,34.8,84,6521
51,67.1,195.7,130,56,51,10839
42,72.2,154.6,98,33.7,66,5302
46,83.8,182.4,107,41.5,52,10511
56,75.4,170.7,150,40,55,8368
48,93.1,170.3,96,56,46,12745
40,93.3,184,119,44.3,74,11914
55,50.5,153.4,140,59.9,48,11948
37,88.9,179.7,133,52.1,69,13870
40,73,188.6,63,55.5,65,7873
33,99.4,191.4,82,33,69,9498
59,74.2,158.5,73,37.6,53,7635
25,99.3,194.9,64,34.1,52,2764
38,87.7,182.8,125,43.9,49,19036
18,62.4,194.1,169,51.5,72,14272
25,76.9,174.3,83,35.1,46,17143
46,99.6,177.1,77,33.9,65,13794
49,92.9,196,86,48.4,52,12321
55,54.9,195,83,36.9,78,2145
22,85.3,172.4,88,44.4,67,7101
39,67.3,163.7,70,31.5,59,6247
51,50.3,169.7,171,50.4,71,11578
18,70.2,169.4,77,46.2,46,6188
43,61.7,164.3,171,49.4,72,12779
27,90.9,163.4,176,38.3,55,4696
47,66.9,193.1,63,38.4,65,10240
35,91.4,153.5,92,54,76,16190
34,50,183.9,137,51.6,76,13781
43,65.4,158.6,167,47.4,51,12780
25,62.1,167.2,179,48.8,66,6641
57,61.7,153.1,101,32.8,58,7559
29,53.4,163.5,91,55.7,57,3260
44,59.4,188.4,110,53.1,65,19033
25,77.8,194.3,63,47.7,66,13631
42,64.6,161.1,79,57.6,78,5048
21,70.9,173.2,144,35.1,54,4023
50,68.8,173.5,126,50.6,45,4074
18,93.8,193.7,148,58.9,45,14434
36,95.3,188.1,127,39.3,68,15155
48,74.6,175.7,121,30.5,47,4312
33,66.5,183.5,117,52,75,5474
31,55.3,192.4,106,30.2,57,16171
22,97.7,150.5,134,56.2,48,5260
58,53,170.1,139,31.7,67,18341
43,64.9,195.4,118,49.6,50,7618
45,64.9,187,159,41.3,78,14997
19,66,177.1,65,36.1,62,3350
23,58.2,176.5,154,56.9,80,11285
26,89.2,167.4,99,52.4,70,8048
50,56.1,176,136,40.2,77,10141
58,81.7,182.8,82,38.5,77,13288
42,56.2,170.9,111,52.1,69,3854
30,53.5,185.7,63,55.1,61,18944
26,95.5,193.1,96,51.5,47,9546
30,59.5,157.7,101,49.2,66,17553
48,91.1,172.6,160,36.8,79,9207
58,77.2,170.4,103,55.6,48,8486
28,53.9,184.4,156,52.5,72,8147
21,97.8,162.5,179,45.5,57,12017
51,62.3,182,101,45.3,74,17094
55,93,193.9,88,47.1,56,9664
21,58.4,170.9,160,54.8,47,16573
55,92.7,195.6,78,52.3,65,3683
36,50.7,199.7,174,55.7,84,11390
23,75.6,155.3,143,45.2,45,3009
51,88.5,161.7,91,48.7,62,17820
35,96.7,197.5,103,55.6,57,11899
30,95.5,197.9,114,37,51,4612
58,91,154.9,139,43.3,57,9226
40,94.4,150.7,64,48.6,61,6341
36,60,158.1,172,57.5,76,19926
28,64.2,199.8,105,30.5,73,19621
18,64.4,159,135,36.4,74,13167
41,68.9,175.1,104,37,55,7709
24,69.7,192.4,80,39.8,58,15240
42,77.2,151,137,38.5,54,4263
38,58,180.2,160,47.7,52,18666
32,84.6,163.9,81,56.6,75,9998
18,58.4,193.1,89,49.1,50,18315
29,65.5,164.2,82,37.2,63,9740
24,75.2,184.3,64,55.9,63,12812
32,89.8,183.7,122,49,56,16228
38,87,161.1,152,36.6,83,15532
36,82.3,151.7,118,40.8,62,3882
46,57.8,170.5,153,53.7,47,8187
42,77.4,164.5,141,52.2,53,16652
50,54.4,190.4,169,47.3,50,10792
49,68.9,190,173,34.3,45,18850
52,70.7,172.9,111,54.1,84,5950
55,52,180.3,124,39.2,73,5889
43,63.7,180.2,98,53.1,79,11211
28,97.8,191.4,140,49.4,79,19931
52,97.7,171.3,62,37.9,74,15089
25,67.6,163.8,101,36.4,79,17566
31,52.2,163.3,130,33.9,83,6436
27,59,176.8,86,37.3,66,19087
19,69.6,172.5,87,34.7,72,10497
26,97.4,172,167,48.5,62,9636
20,57.1,154.6,113,48,76,13979
38,88.2,185.9,154,47.6,49,11065
43,55.4,160.7,74,49.3,78,3581
25,99.1,159.8,178,54.4,75,5957
19,69.1,170.6,112,57.4,77,6590
23,88.8,161.4,171,36.9,48,16913
45,67.1,179.2,131,47.6,58,11797
46,81.4,168.6,129,32.4,59,9531
43,59.6,172.4,151,33.6,64,15825
42,57.3,176.9,63,49.6,64,8911
29,96.9,160.2,153,44.6,79,7731
22,95.9,157.8,166,52.7,48,19279
51,94.4,194,76,42.8,62,16790
54,81.3,171.7,93,33.8,68,15455
32,90.4,170.6,65,56.2,71,13455
53,53.5,151.8,95,32.5,77,14045
32,66.7,174.9,158,35.7,69,5531
40,65.7,177.7,162,38.3,49,12666
23,81.8,177.9,98,59.9,62,6852
38,67.8,185.4,139,42.5,64,18414
40,57.4,158.9,125,45.1,79,16281
33,79.8,162.6,67,53.1,50,17770
32,90.7,190.5,74,49.1,71,16387
42,69.1,197.4,122,55.2,72,18626
53,56.6,156.8,150,44.6,55,14973
28,59.8,174.9,139,59.2,53,15923
32,61.9,160.7,124,53.9,72,7511
21,65,153,118,42,63,7508
38,82.1,166.3,69,41.4,83,6668
30,80,157.2,66,57.9,65,8087
39,84.8,185.5,171,50.5,75,9015
36,68.1,176.7,133,48.6,51,8662
51,91.2,157.2,135,52.7,81,13614
31,60.2,150.5,140,46.8,69,6003
21,73.5,190.4,168,34.8,72,2598
44,90,158.8,71,39.6,80,2069
46,59,180.3,138,46.7,61,10139
45,55.5,166.8,105,30.5,70,11585
52,94.2,179.3,174,43.1,72,5659
25,67.1,165.8,91,52.7,81,7634
33,84.2,154.3,91,34.9,61,8822
59,51.3,161.1,174,31.9,61,5682
53,84.5,159.4,149,55.1,77,4683
47,65.8,171.4,137,48.5,78,6562
35,52.8,182.9,173,35.3,67,6652
19,80.5,163.2,149,54.2,74,15181
30,62,150.6,120,49.7,71,11502
21,69.3,175.9,128,40,53,6713
43,54,180.3,175,41.3,64,7413
42,57.4,198.1,120,34.7,67,4075
47,64.9,179.5,161,55.1,63,2782
28,54.5,173.6,173,45.3,81,11525
24,95.5,178.7,105,46.7,48,13909
48,50.3,196.4,127,56.5,57,16962
27,74.2,191.4,151,30.5,82,17853
56,56.2,166.1,114,32,56,19441
30,65.4,161.9,60,34.8,53,4054
48,96.3,163.1,136,30.9,59,16375
24,58.1,175.2,166,49.7,65,13593
59,98.3,187.2,126,49,59,15196
59,60.3,175.2,108,36.3,49,4109
53,87.1,153.4,173,34.5,49,3320
37,77.3,186.2,84,34.4,69,16714
21,94.2,190.3,165,58.6,68,17987
24,77.7,164.5,75,50.8,81,6417
18,76.7,183.2,144,47.6,75,5699
59,59.8,171.3,72,39.7,78,19116
30,58.3,194.5,111,43,58,15668
39,95.8,192.3,167,32.7,71,8562
38,66.4,176.3,95,59.9,48,15647
39,68.6,184.6,131,52.7,67,18359
45,88,194.2,103,48.6,82,16202
26,66.9,174.8,142,47.6,49,10796
43,97.6,165.7,106,45.1,71,3722
26,86.9,187.7,139,37.7,58,12596
32,79.9,161,135,36.8,51,16536
27,94,169.4,79,46.5,62,13674
41,52.5,193.3,77,32.1,76,17647
59,62.9,186.2,113,32.2,46,4812
25,73.3,170.2,71,46.8,64,11773
41,61.3,160.7,171,57.6,73,4278
33,87.2,167.8,84,57.4,70,17454
43,96,164.2,119,30.3,82,4350
44,71.2,158.8,175,33.2,45,5623
54,67.1,187.2,134,47.5,49,8530
21,98.1,162.6,145,55.5,58,19098
41,72.2,172.7,175,58.6,69,17987
36,74.5,169.3,169,55.8,53,2924
53,67.6,199.1,93,50.3,74,6529
56,95.5,169.6,72,36,63,14270
27,78.4,154,169,32.2,84,4815
42,88.1,154.5,97,31.4,52,6578
35,90.6,179.5,71,48.4,60,6462
36,67.1,180,162,31.1,52,2888
53,71.7,170.9,95,52.2,67,15642
27,92.4,171.6,87,51.4,53,3723
50,68.2,152.7,150,32.4,76,19642
22,89.7,175.8,98,57.2,81,10602
52,97,175.2,136,45.7,78,13386
51,81.2,157.5,102,57.1,62,4613
50,87.1,155.2,163,57,59,12004
38,90.3,156.2,150,35.9,59,17980
34,92.3,155.1,174,41.4,73,14098
39,69.8,180.5,90,34,67,2677
54,52.6,159.8,61,53.2,67,13102
32,70.1,162.6,176,45.1,45,9730
