age,height,weight,heart_rate,vo2_max
18,79.8,197.8,82,50.1
22,99.8,196.2,108,37.4
37,71.8,172.9,131,48.3
25,96,192.3,173,42.2
29,67.3,172.6,170,49.1
18,52.7,171.2,106,44.2
37,60.2,157.8,96,44.6
45,70.9,171.3,157,52.1
54,61,176.9,107,48.4
54,50,151.1,88,32.4
29,95.8,172.2,96,32
54,92.2,189.1,82,39.2
45,87.1,184,97,42.9
32,58.4,181.8,152,38.3
23,56,195.5,103,49.5
37,53.4,150.9,64,35.9
31,86.2,177.9,111,51.1
19,96.4,189.4,99,53.2
26,71.5,177.1,70,33.7
54,56,166.2,137,49.5
37,75.6,156.8,179,58.8
43,67.4,194.4,172,35.8
46,68.7,173.5,165,57.3
18,81.1,193.9,61,48.2
52,85.9,179.3,94,47.7
23,55.5,183.7,104,31.6
54,51.8,190.2,108,52.4
22,99.7,183,94,44.3
50,61.6,169.9,165,51.6
31,52.7,175.7,151,54.3
29,59.5,190.2,131,45.7
59,51.9,168.7,91,37.9
37,69.6,169.4,127,34.2
41,90.1,154.8,168,34.8
51,67.1,195.7,130,56
42,72.2,154.6,98,33.7
46,83.8,182.4,107,41.5
56,75.4,170.7,150,40
48,93.1,170.3,96,56
40,93.3,184,119,44.3
55,50.5,153.4,140,59.9
37,88.9,179.7,133,52.1
40,73,188.6,63,55.5
33,99.4,191.4,82,33
59,74.2,158.5,73,37.6
25,99.3,194.9,64,34.1
38,87.7,182.8,125,43.9
18,62.4,194.1,169,51.5
25,76.9,174.3,83,35.1
46,99.6,177.1,77,33.9
49,92.9,196,86,48.4
55,54.9,195,83,36.9
22,85.3,172.4,88,44.4
39,67.3,163.7,70,31.5
51,50.3,169.7,171,50.4
18,70.2,169.4,77,46.2
43,61.7,164.3,171,49.4
27,90.9,163.4,176,38.3
47,66.9,193.1,63,38.4
35,91.4,153.5,92,54
34,50,183.9,137,51.6
43,65.4,158.6,167,47.4
25,62.1,167.2,179,48.8
57,61.7,153.1,101,32.8
29,53.4,163.5,91,55.7
44,59.4,188.4,110,53.1
25,77.8,194.3,63,47.7
42,64.6,161.1,79,57.6
21,70.9,173.2,144,35.1
50,68.8,173.5,126,50.6
18,93.8,193.7,148,58.9
36,95.3,188.1,127,39.3
48,74.6,175.7,121,30.5
33,66.5,183.5,117,52
31,55.3,192.4,106,30.2
22,97.7,150.5,134,56.2
58,53,170.1,139,31.7
43,64.9,195.4,118,49.6
45,64.9,187,159,41.3
19,66,177.1,65,36.1
23,58.2,176.5,154,56.9
26,89.2,167.4,99,52.4
50,56.1,176,136,40.2
58,81.7,182.8,82,38.5
42,56.2,170.9,111,52.1
30,53.5,185.7,63,55.1
26,95.5,193.1,96,51.5
30,59.5,157.7,101,49.2
48,91.1,172.6,160,36.8
58,77.2,170.4,103,55.6
28,53.9,184.4,156,52.5
21,97.8,162.5,179,45.5
51,62.3,182,101,45.3
55,93,193.9,88,47.1
21,58.4,170.9,160,54.8
55,92.7,195.6,78,52.3
36,50.7,199.7,174,55.7
23,75.6,155.3,143,45.2
51,88.5,161.7,91,48.7
35,96.7,197.5,103,55.6
30,95.5,197.9,114,37
58,91,154.9,139,43.3
40,94.4,150.7,64,48.6
36,60,158.1,172,57.5
28,64.2,199.8,105,30.5
18,64.4,159,135,36.4
41,68.9,175.1,104,37
24,69.7,192.4,80,39.8
42,77.2,151,137,38.5
38,58,180.2,160,47.7
32,84.6,163.9,81,56.6
18,58.4,193.1,89,49.1
29,65.5,164.2,82,37.2
24,75.2,184.3,64,55.9
32,89.8,183.7,122,49
38,87,161.1,152,36.6
36,82.3,151.7,118,40.8
46,57.8,170.5,153,53.7
42,77.4,164.5,141,52.2
50,54.4,190.4,169,47.3
49,68.9,190,173,34.3
52,70.7,172.9,111,54.1
55,52,180.3,124,39.2
43,63.7,180.2,98,53.1
28,97.8,191.4,140,49.4
52,97.7,171.3,62,37.9
25,67.6,163.8,101,36.4
31,52.2,163.3,130,33.9
27,59,176.8,86,37.3
19,69.6,172.5,87,34.7
26,97.4,172,167,48.5
20,57.1,154.6,113,48
38,88.2,185.9,154,47.6
43,55.4,160.7,74,49.3
25,99.1,159.8,178,54.4
19,69.1,170.6,112,57.4
23,88.8,161.4,171,36.9
45,67.1,179.2,131,47.6
46,81.4,168.6,129,32.4
43,59.6,172.4,151,33.6
42,57.3,176.9,63,49.6
29,96.9,160.2,153,44.6
22,95.9,157.8,166,52.7
51,94.4,194,76,42.8
54,81.3,171.7,93,33.8
32,90.4,170.6,65,56.2
53,53.5,151.8,95,32.5
32,66.7,174.9,158,35.7
40,65.7,177.7,162,38.3
23,81.8,177.9,98,59.9
38,67.8,185.4,139,42.5
40,57.4,158.9,125,45.1
33,79.8,162.6,67,53.1
32,90.7,190.5,74,49.1
42,69.1,197.4,122,55.2
53,56.6,156.8,150,44.6
28,59.8,174.9,139,59.2
32,61.9,160.7,124,53.9
21,65,153,118,42
38,82.1,166.3,69,41.4
30,80,157.2,66,57.9
39,84.8,185.5,171,50.5
36,68.1,176.7,133,48.6
51,91.2,157.2,135,52.7
31,60.2,150.5,140,46.8
21,73.5,190.4,168,34.8
44,90,158.8,71,39.6
46,59,180.3,138,46.7
45,55.5,166.8,105,30.5
52,94.2,179.3,174,43.1
25,67.1,165.8,91,52.7
33,84.2,154.3,91,34.9
59,51.3,161.1,174,31.9
53,84.5,159.4,149,55.1
47,65.8,171.4,137,48.5
35,52.8,182.9,173,35.3
19,80.5,163.2,149,54.2
30,62,150.6,120,49.7
21,69.3,175.9,128,40
43,54,180.3,175,41.3
42,57.4,198.1,120,34.7
47,64.9,179.5,161,55.1
28,54.5,173.6,173,45.3
24,95.5,178.7,105,46.7
48,50.3,196.4,127,56.5
27,74.2,191.4,151,30.5
56,56.2,166.1,114,32
30,65.4,161.9,60,34.8
48,96.3,163.1,136,30.9
24,58.1,175.2,166,49.7
59,98.3,187.2,126,49
59,60.3,175.2,108,36.3
53,87.1,153.4,173,34.5
37,77.3,186.2,84,34.4
21,94.2,190.3,165,58.6
24,77.7,164.5,75,50.8
18,76.7,183.2,144,47.6
59,59.8,171.3,72,39.7
30,58.3,194.5,111,43
39,95.8,192.3,167,32.7
38,66.4,176.3,95,59.9
39,68.6,184.6,131,52.7
45,88,194.2,103,48.6
26,66.9,174.8,142,47.6
43,97.6,165.7,106,45.1
26,86.9,187.7,139,37.7
32,79.9,161,135,36.8
27,94,169.4,79,46.5
41,52.5,193.3,77,32.1
59,62.9,186.2,113,32.2
25,73.3,170.2,71,46.8
41,61.3,160.7,171,57.6
33,87.2,167.8,84,57.4
43,96,164.2,119,30.3
44,71.2,158.8,175,33.2
54,67.1,187.2,134,47.5
21,98.1,162.6,145,55.5
41,72.2,172.7,175,58.6
36,74.5,169.3,169,55.8
53,67.6,199.1,93,50.3
56,95.5,169.6,72,36
27,78.4,154,169,32.2
42,88.1,154.5,97,31.4
35,90.6,179.5,71,48.4
36,67.1,180,162,31.1
53,71.7,170.9,95,52.2
27,92.4,171.6,87,51.4
50,68.2,152.7,150,32.4
22,89.7,175.8,98,57.2
52,97,175.2,136,45.7
51,81.2,157.5,102,57.1
50,87.1,155.2,163,57
38,90.3,156.2,150,35.9
34,92.3,155.1,174,41.4
39,69.8,180.5,90,34
54,52.6,159.8,61,53.2
32,70.1,162.6,176,45.1
52,83.7,158.7,141,57.9
45,72.5,197.9,149,36.2
24,87.4,192.7,176,50.7
49,67.8,161.5,101,59.7
28,81.7,166.4,90,50
27,59.3,160.5,120,32.1
26,87.5,174.6,161,47.7
31,77.3,151,115,35.4
30,60.2,183.6,145,30.9
42,64.6,176.2,159,40
19,87.4,194.9,142,38
52,74.1,158.2,73,53.7
24,60.8,190.2,73,41.2
38,98.4,189.6,173,52
35,85.8,156.4,88,30.5
20,97.9,169.9,140,30.4
59,71.4,158.5,109,30.9
56,73.8,162.7,109,36.6
58,94.9,163.2,122,41.2
28,76.3,177.8,160,48.2
56,85.4,170.6,132,59.6
41,62.6,197.4,124,40.6
36,72.3,156.3,127,31.7
21,56.2,198.7,130,35.8
43,60.3,161.5,70,56.9
55,50,188.6,73,51
59,52,166.9,165,53.7
49,98.9,157.2,142,33.7
56,62.1,192.9,163,34
53,83.2,165.4,62,33.4
57,92,182.9,67,55.7
54,77.5,178.3,152,36.3
50,57.7,173.6,173,49.3
53,86.4,174.8,160,45.5
20,80,186.6,175,46.3
26,86.6,154.4,102,35.9
25,88.5,183.4,68,49.1
50,98.8,194.8,78,31.3
23,78.7,152.9,71,59.8
58,67.1,157,86,30.8
56,82.4,185.8,160,31.5
21,53.4,171.9,171,39.7
30,94.9,170.2,117,54.9
19,56,156.8,84,37.7
22,66.4,175.3,104,44.2
44,90.8,156.3,161,30.5
49,79.9,173.8,107,32.4
38,69.7,188.2,109,48.2
25,73.7,162.9,140,35.8
55,92.7,174,103,50.8
25,67,199.6,118,53.6
20,93.5,184.3,92,55.5
20,54.4,192.1,162,34
39,88.8,170.7,137,43.7
23,92.4,188.4,87,58.4
19,59.1,152,77,53.2
40,71.5,156.1,114,33.5
19,58.3,160.2,92,45.1
55,85.3,170.1,175,57.7
34,76.8,192.3,165,43.2
52,81.8,167.3,74,55.1
51,59.8,182.7,120,44.9
40,60.6,185.5,70,33.2
47,52.1,179.3,95,34.4
25,66.1,167.9,74,31.4
39,78,178.9,112,35.9
53,92.9,167.1,121,56.8
22,83.3,154.2,107,49.5
30,71.8,199.6,153,52.2
46,97.7,156.4,74,48.6
48,86,153.6,122,41.6
33,96.5,193.9,172,36.5
59,76.4,165.1,146,57.8
47,62.9,182.5,102,45.4
33,52.6,166.5,109,44.4
29,86.3,169.6,119,59.9
34,56.1,163.1,171,41.5
33,65.1,167.2,118,55.6
29,76.6,170.5,74,55.9
25,78.2,186,88,37
37,80,175.6,134,32.8
20,58.3,197.2,168,59.3
33,69,152.1,141,42.8
47,80.9,175.2,99,30.1
40,98.5,179.2,90,45
45,86.4,196,132,48.6
57,96.1,152.5,145,53.3
22,88.1,178.7,70,58.3
37,79.6,192.7,140,57.5
57,59.6,162.1,156,58.2
18,83.3,193.8,121,31
47,81.2,151,134,51.4
38,80.1,186.6,162,36.8
37,74.5,196.7,67,35.6
23,76.4,182.9,110,54
39,66.7,172,116,42.5
35,76,152.2,63,57.5
25,59.9,196,95,31.3
56,90.3,173.5,78,54.1
49,59.3,151.4,83,34.1
50,54.2,184.5,100,35.3
33,71.8,174.1,108,44.3
29,82.9,156.2,141,41.9
55,71.9,160.7,156,44.6
51,63.8,153.2,105,58.2
31,77.9,178.7,95,49.7
53,67.4,181.1,69,38.7
50,96.6,175.3,178,35.2
40,96.1,190.9,137,42.6
19,75.1,193.1,66,43.5
58,66.4,180.8,71,48
38,86.9,150.6,145,38
19,51.8,184.8,150,53
44,73.7,170.9,107,33
26,66.8,178.3,96,46.8
18,96,182.5,134,48.7
28,50.6,167.5,95,36.2
20,77.6,195.9,119,54.8
40,87,156.7,136,48.5
43,74.3,183.6,155,49.4
21,54.3,150.2,67,44.9
35,98.6,196.2,66,57.3
23,75.9,155.6,166,50.8
52,80.7,154.7,102,41.5
39,61.8,166.7,117,37.2
32,74.2,168.7,140,32.1
39,71.5,160.7,145,35
54,53.7,179.3,105,59.8
59,55.3,172.1,93,42.2
29,91.9,151.7,143,57
59,62,166,176,35.1
55,59.7,190.5,131,42.8
35,75.2,184.5,81,58.8
52,88.4,186.2,150,32.7
47,53.1,184.9,157,47.8
41,78.8,165.5,80,57.6
59,56,155,74,58.5
47,51.8,163.6,64,55.4
31,52.6,191.6,161,55.7
23,91.7,199,76,49.6
20,55.9,174.7,131,36.6
33,52.3,150.5,78,51.9
24,71.9,157,64,59.4
31,92.2,166.1,82,45.8
26,63.1,178.9,142,37.8
32,71.1,153.8,73,47.2
38,52,197.2,69,50.7
52,72.5,168.3,90,36.2
19,78.9,195.6,72,51.6
44,78.5,189,81,47.6
19,66.6,187.8,96,48.4
52,65.8,180.3,98,39.2
35,55.3,181.3,69,34.7
31,68.3,181.9,90,48.7
37,55,181.4,102,47.6
35,88.3,177.7,158,40.1
27,98.3,199.3,136,38.9
42,98.5,186.6,153,40.4
19,93.3,188.8,157,44.7
42,80,193.6,95,59.2
50,85,160.8,94,52.9
53,64.3,154.2,170,55.6
48,81.5,174.1,127,45.2
31,72.8,175.7,114,45.8
18,74.1,191.5,176,36.1
33,87.9,172.2,127,51.6
20,64.1,178.5,106,42.6
52,65.9,176.4,65,52.3
58,96.2,151.9,178,42.3
23,52.8,180.8,87,33.3
42,74.3,191.4,89,35.2
30,95.6,157.9,86,54.3
51,80.5,179.7,128,37.8
25,77.3,179.7,167,37.9
38,62.5,158.2,98,57.9
51,67.2,156.2,94,49.7
21,92.6,199,162,33.4
42,78,169.7,103,34.3
32,75.7,161.4,74,38.2
21,55,158.6,142,47.8
29,50.8,183.4,153,52.6
49,98.2,180.5,161,38.2
49,68.8,182.2,91,56.1
45,80.2,154.4,163,33.3
30,54,194.7,88,36.2
48,84.2,169.5,122,59.1
31,96.6,165.7,65,34
37,78.8,173.1,149,56.6
35,56.3,169.5,86,51.1
46,79.1,193.2,158,32.2
23,88.3,196.5,87,44.5
49,70.3,165.2,64,45.6
46,94,193.2,100,58
19,82.4,189.1,115,42.6
40,95,196.5,171,43.4
36,81.2,162.3,113,33.4
48,56.6,178.8,139,49.2
22,65.5,163.7,164,36.3
36,60.1,191.2,77,32.3
51,95.4,150.3,136,59.9
27,88,178.2,102,38.1
42,83.8,167,148,34.2
19,65,166.1,133,51
28,59.2,182.2,88,54.7
48,87.8,192.6,69,31.9
32,73.7,180.5,65,33.2
26,61.3,192.7,139,32.7
40,80.8,163.2,148,31.4
36,52,176,167,49.8
26,66.3,172.5,63,47.6
52,73.4,150.6,160,49.9
38,57.4,177.8,93,45.2
26,99.2,183.1,142,54.5
45,60.5,179.6,92,46.4
24,56.5,186.8,63,57.6
33,60.2,178.6,103,44.6
33,88.5,153.3,157,53.7
50,71.3,155.8,135,42.2
21,78.3,179.8,90,43.1
21,51.1,163.7,139,55.5
56,51.7,154,125,33.2
57,72.3,171.5,172,46.9
34,90.8,177.7,117,51.8
54,94.3,166.4,119,52.5
56,54.3,186,61,47.7
46,76.9,182.2,95,43.4
53,95.7,166.6,129,37.8
55,69.4,187.7,119,57.3
56,91.5,182.4,82,41.1
54,56.7,181.9,162,54
52,96.8,177.7,178,30.9
24,87.6,150.6,106,37
44,97.1,184.8,175,40.4
45,83.8,168.8,167,50.1
39,68.2,197.1,160,39.6
31,96.9,190.9,105,31.2
24,63.8,179.4,139,35.2
54,66.6,162.6,166,37.8
39,85,160.2,103,35.3
22,88.3,167,78,36.1
19,96.5,173.8,108,53.1
44,60.2,164.8,147,42.4
38,89.9,175.7,117,42.2
55,86.9,158.3,150,59
32,53.2,198.9,66,43.4
38,69.4,155.4,153,57.8
27,64.1,196.6,100,39
40,65.2,195.7,137,42
56,99.1,176.3,175,41.9
22,82.1,186.2,167,46.4
18,85.9,171.8,74,47.5
30,98.8,181.5,135,37.4
38,68.9,167,112,53.8
43,90.1,165.1,176,44.9
38,71.7,178.9,152,30.2
35,93.5,174.9,82,47.7
54,59,179,136,53.9
49,97.4,164.3,132,37.5
53,60.9,168.3,147,31.1
34,66.3,154.2,162,54.2
52,87.8,152.6,153,59.3
28,69.7,162.7,124,32.3
38,80.4,153.7,119,58.1
43,72.2,155.2,69,40.8
21,87.1,190.6,161,58.2
51,61.4,151.9,117,49.5
35,52.9,182.9,106,56.7
57,65,163.6,74,53.6
52,73.7,193.6,68,30.8
58,58.4,174.2,72,32
46,67.7,165.3,82,45.8
46,70,175.9,92,33.9
55,52.9,169.1,68,43.8
59,79.2,178.2,62,58.6
38,94.2,155.7,153,38.8
59,57.6,199.8,132,44.7
30,79.9,171.3,175,41.5
58,83.2,167.4,84,48.9
34,71,185.5,170,35.8
26,85.1,168.2,147,37.8
58,70.5,191.7,155,55.8
18,75.2,172.7,130,54.3
19,50.4,186,95,53.7
46,84.6,155.4,148,53.1
50,83.1,192.3,79,43.8
27,51.9,186.8,140,51.9
57,68.4,160.6,113,41.6
38,99,157.3,159,33
45,71,165.8,149,41.8
28,75.1,198.8,78,34.8
51,95.5,162.8,119,41.7
25,85.9,172.8,96,38.9
39,79.1,151.5,171,48
25,89.9,169.9,62,40.8
32,93.2,178.6,166,51.2
34,72.8,197.7,151,45.4
40,73.8,175.8,145,57.6
41,69.3,191,170,32.7
36,98.3,177.4,78,50.6
22,84.9,152,112,50.2
49,54.2,165.8,179,58.5
18,93.1,178.8,105,41.1
40,74,197.5,139,39.2
54,53.4,193,115,35.2
25,77.5,161.4,129,38
30,70.9,161,160,45.1
25,93.9,160.1,90,55.1
40,60.2,196.1,112,38.5
18,91.3,192.6,172,34.7
41,77.9,188.7,171,38.2
52,52.7,169.6,93,33
41,98.6,175.2,90,57.8
34,75.6,173.2,119,56.2
22,64.5,162.7,70,39.3
37,73.5,175.3,159,37.4
38,92.9,151.5,65,57.2
57,65.2,156.6,86,30.1
48,59.6,194.3,66,48
53,56.5,187.6,108,57.5
28,64.9,171.1,155,45.3
32,89,175.9,131,30.1
36,73.6,168.5,119,36.6
24,61.4,187,92,57.7
45,58.3,189.2,106,30.5
22,66.6,188.2,175,41.8
22,97,186.1,103,53.7
47,67.2,160.2,138,55.1
49,99.4,166.9,178,44.3
25,74.3,173.5,86,37
27,59,166.5,153,48
55,94.6,187.7,81,37.9
49,73,166.5,106,37.7
45,85.5,156.9,152,54.2
34,99.2,170,164,34.6
48,52.5,199,107,30.2
25,54.8,161.3,89,40.1
57,86,180.6,61,44.7
42,64.1,171.6,74,51.2
26,59.2,153.6,106,53.4
19,52,174.4,86,49.9
32,51.1,185.1,130,48.8
20,88.7,175.7,86,50
53,56.7,193.6,144,38.1
21,73.4,164.4,72,41.5
31,80.3,154.3,114,48.5
58,71.4,196.8,76,32
58,51.4,168.9,134,38.9
42,89.2,178.8,118,42.2
27,50.5,189.6,69,46
38,88.1,166.2,92,44.6
53,94.7,185.8,137,51.5
29,71.6,156.8,96,44.2
44,76.8,164.6,67,57.1
57,73.8,157.2,92,41.4
19,69.5,190.6,66,45.8
30,94.4,161.1,93,30.1
49,94.7,185.9,130,39.3
48,66.8,197.2,66,56
33,80.8,176.4,100,40
49,96.3,177,177,37.6
49,98.1,173.1,159,46.3
51,75.4,166.3,114,32.4
28,72.6,173.8,66,45.9
27,63.9,180.1,143,39.1
32,97.9,199.3,77,41.5
34,57.1,196.9,168,53.7
57,79,193.1,102,49.9
35,64.1,194.5,164,43.4
26,64,173.4,137,47.3
42,70.2,182.9,99,53
57,99.9,194.8,112,52.4
31,52.7,169.6,73,35.6
42,78.9,198.1,80,39
39,54.1,170.8,172,40.4
47,57.7,180.1,116,35.6
37,72,185.5,150,30.4
38,75.5,197.5,105,35.2
49,62.9,162.2,85,54.2
38,65.8,187.3,150,46.4
52,54.3,176,83,40.2
49,65.2,163.4,64,48.3
47,98.3,188.8,101,52.2
56,97.2,177.6,161,40.6
29,66.7,183,151,44
58,78.5,166.1,165,31.9
35,95.5,174.1,102,47.9
38,50.3,180.9,91,40.7
30,90.5,170.2,147,43
38,97.4,159.9,65,42.7
25,54.6,198.1,133,49
57,58.1,175.6,169,47.2
24,98,186.7,175,42.7
40,76.9,170.6,126,30.5
49,50.7,167.8,66,48.6
28,62.9,170.4,88,56.4
39,72.5,170.5,93,53.1
39,84.6,177.2,66,59.4
42,86.7,177.2,140,34.2
39,99.8,174.9,136,36.7
45,64.4,156.7,117,46.2
46,76.9,174.8,144,37.1
30,76.7,158.5,90,31
35,70.3,156.3,132,42.1
19,58.5,196.6,104,38.6
46,98.9,180.2,106,37.9
38,92.7,183,136,58.6
32,74.9,170.1,140,37.2
44,80.2,195.4,131,33.9
48,61.4,181.9,132,33.8
32,77.2,188.5,132,54.2
40,84.7,168.4,99,51.4
41,75.8,198,171,33.9
30,99.5,191,175,36.6
39,80.6,192.7,89,52.4
54,68.5,158.6,121,38.2
50,88.6,163.5,130,59.4
20,58.5,164.3,76,46.2
36,69.2,163.5,162,35.8
40,67.3,192.8,161,55.8
46,71.6,151.6,64,39.6
47,89.1,153.8,140,38.7
56,74.2,163.7,163,39.8
42,89.7,160,60,53
54,78.8,161.6,139,35.2
25,67.1,189.9,140,41.5
59,90.5,178.2,153,30.9
33,61.9,150.3,90,54.8
25,61.2,171.5,94,40.2
18,75.2,170.4,168,37.4
22,63,155.7,131,47.4
20,50.5,183.8,171,51.1
18,82.4,185.1,179,54.4
21,75.6,186,89,40.4
57,72.3,186.4,162,54.4
52,98.3,150,144,43.9
49,78.6,197.7,74,33
59,93.2,190.7,179,55.4
51,57,195.2,157,46.4
42,78.5,150.8,115,48.1
27,93.4,196.7,119,58.1
38,79.2,190.5,86,46.8
56,85.9,191.9,61,30.2
44,68.6,154.7,133,56.1
44,54.6,186.9,123,38.5
19,72.9,198,64,45.1
58,69.7,183.9,150,36.1
30,93.4,178.5,127,38.9
26,62.2,197.3,170,50.6
53,98.3,172.1,72,42.9
39,97.9,180,140,48.8
59,62.4,173.8,144,54.7
43,67.4,196.6,82,40.2
29,94.8,153.8,156,47.1
34,98.3,175.1,109,53.3
31,72.2,184.3,138,51.5
31,66,189.6,137,46.2
51,76.3,179.2,132,41.5
37,84.4,195.4,167,42.2
28,63.7,197.1,96,43
33,86.8,153.2,89,40.5
48,52.6,170.1,152,51
23,52.5,151.2,82,33.8
36,69.3,166.5,93,59
54,67.7,176.8,178,53.4
21,65.8,195.5,123,38.9
21,74.6,192.3,114,31.3
37,66,156.4,130,51.3
27,59.6,154.7,176,52
41,65.5,179.5,68,58.9
52,98.7,176.6,173,37.6
43,70.6,163.3,63,32.5
54,72.2,195,125,57.5
55,78.8,196.4,179,37.8
38,99.2,170.1,150,51.6
57,62.1,194.5,92,31.8
56,84.1,169.2,91,52.8
38,85.8,186.8,103,33.8
27,80.4,173.8,168,50.9
55,54.4,156.1,169,46
21,83.8,196.4,96,58.7
37,53.2,172.7,150,31.1
34,79.8,186.7,151,38.8
24,87,168.4,126,32.1
21,60.5,150.9,119,56.4
46,92.1,155,118,47.8
31,51.5,174.8,95,46
20,92.2,184.5,108,33.9
41,73,166.7,110,44.7
54,60.9,184.8,166,42
33,56.7,184.9,67,39.5
21,97.7,185.2,167,53.2
41,53.6,174.6,109,31.8
51,60,195.7,173,49.4
47,67.4,174.5,100,54.7
35,81,172.5,160,57.2
36,77.2,160,176,52.4
48,56.3,165.4,172,38.5
36,64.5,152.1,168,48
36,61.9,181.7,97,34.2
39,60.7,162.4,179,33.5
41,70.6,165.2,145,49.2
29,85.2,188.5,137,55.5
47,60.9,166.4,138,32
55,68.3,162.1,114,33.2
48,69.5,158.5,169,47
53,98.8,188.7,127,36.5
36,97.7,156.5,77,48.4
53,90,172.7,124,36.4
47,62.1,175.3,123,33.5
50,53.4,184.4,71,46.4
35,65.8,181.7,177,55.9
45,63.3,190.5,100,50.6
28,75.3,152.2,101,54.6
50,88.9,164.8,176,38
34,92.9,164,119,56.6
23,92.2,157.3,109,41.3
21,68,164.5,140,55.6
37,84.4,165.5,142,44.1
44,65.6,176.1,95,38
32,53,183.2,107,37.8
23,85.1,169.1,130,47
31,50.5,186,132,32.4
28,70.5,166.8,67,57.9
56,66.5,164.5,84,38.1
26,84.7,177.1,66,40.1
43,88.3,151.2,165,37
33,65.2,154,67,30.1
22,90.6,170.9,147,50.8
27,64.7,197.1,140,47.7
20,72.3,186.1,135,54.3
30,86.4,154.4,169,31.2
47,84.6,192.3,90,57.9
23,99.4,186.6,71,39.9
34,61.3,180.5,116,57.4
36,83.1,191,125,33.2
59,80.5,170.2,71,52.3
52,95.8,161.1,86,47.4
43,57.8,175.6,105,40.7
22,87.6,177.4,66,32.4
46,78.4,176.9,120,48.1
54,63.7,178.3,117,30.8
37,73.7,197.4,117,45
38,66.7,195.1,72,48.1
27,79,193.8,112,52
22,94.5,190.1,159,59.7
53,78.5,197.2,124,37.8
23,81.6,154.9,108,39.7
43,75.9,163.3,94,40.2
21,52.6,174.8,153,51.9
56,61.6,192.3,154,58
56,74.6,175.3,76,59.2
52,65.5,187.4,131,58.4
18,59.1,156.9,126,56.4
41,75.2,162.6,69,59.7
53,66.1,186.6,93,41.3
23,62.9,158.2,145,58.4
58,73.2,167.6,63,52.8
48,56.7,163.2,155,35.1
37,96.4,167.5,88,31.4
41,93.4,185.4,105,36.4
42,85.4,168.4,134,53.4
53,55.3,177.8,105,49
38,88.8,155,136,36.7
47,90.4,190.3,118,52.3
41,88.4,168.5,120,34.2
59,55.7,182.4,127,54.7
47,82.2,186.3,125,53.8
39,91.7,160.5,93,59.2
45,78.9,194.2,166,34.5
24,82.3,180.8,145,57.2
52,72.9,171.4,64,40.2
45,76.4,159.1,68,42.5
31,51.7,197.1,79,44.1
27,81.9,187.8,80,48.8
33,54.1,160.4,76,59.8
33,71.8,166.9,71,48
48,64.6,190.5,151,57.8
59,77.3,184.8,141,37.7
42,56.7,188.3,126,42
30,84.6,172.1,64,45.1
23,89.8,185.8,119,39.7
26,58.2,169.3,112,59.3
53,55.2,160.6,111,51.8
37,57.3,181.6,137,44.4
35,93.9,198.8,107,52.5
38,76.4,165.5,149,44
21,73.4,173,78,30.5
50,55.3,183.7,164,46.3
44,82.5,177.1,76,48.8
24,93.4,192.2,113,59.4
23,91.4,188.1,162,31.2
32,81.3,152.9,165,45.4
35,53.8,199.9,127,32.9
49,55.6,187.6,165,34.5
28,52.5,193.2,94,48.3
37,62.9,182.6,147,36.9
41,56.8,192.8,100,52.5
32,63,155.6,72,45.4
24,69.3,167.4,92,36.5
38,97.1,193.8,74,44.8
59,80.5,160.1,122,30
43,91.7,153.9,74,55.9
31,85.5,189.4,90,30.4
54,55.6,191.8,166,30.2
38,86.8,158.1,87,48.3
35,63.8,192.7,69,59.2
22,82,184.3,116,55.7
20,67,176,130,37.6
40,99.9,191.5,92,35.9
43,63.2,171,66,48.8
54,64,159.7,64,54.7
41,96.5,164.2,149,40.9
36,51.2,175.3,178,43
42,84.8,176.6,139,33.5
38,86.3,190.3,116,34.6
29,91.8,189.6,131,47.1
58,98.7,179.1,145,33.1
50,98.8,189,157,36.1
21,53.3,159.6,99,37
59,91.1,152.5,87,43.3
24,82.3,193.7,169,31.4
39,82.4,153.8,95,45
50,56.4,162.3,115,57.9
34,82.5,184.8,106,30.7
41,99.1,170.5,130,48.9
51,95.6,193.8,175,55.1
45,72,164.9,99,39.4
58,52,150.6,118,33.9
56,68.1,165,102,31.3
39,91.3,178.9,151,49.3
34,85.1,168.8,125,46.6
51,73,176.7,68,36.9
23,52.8,193.8,65,54.9
23,71.3,195.6,178,52.1
51,73.5,163.3,124,38.3
18,96.4,173.1,62,52.6
27,82.1,177.5,133,37.3
38,65.6,197.5,96,50.3
22,76.3,199.9,167,33.6
19,53.3,161.8,146,50.8
39,98.6,186.3,92,37.2
19,68,168.9,68,47.2
27,73.9,150.4,112,35.2
51,67.8,150.5,136,51.8
33,84.1,173,151,31.8
56,83.1,174.4,110,35
39,85.8,151.1,130,35.5
29,63.4,184.3,85,31.2
41,65.8,164.7,75,52.4
57,56.3,178,99,59.4
55,82.8,165,149,53.4
27,52,158.4,110,55.8
52,79.9,170.4,98,30.2
49,93.5,161.6,114,33.5
24,94.5,176.7,155,46.8
38,72.5,159.9,95,59.3
37,73,175.4,165,49.8
43,53.8,157.9,124,41.2
21,83.5,183.5,172,34.4
39,91.1,187.7,144,34.6
32,62.2,155.5,136,40.9
57,71.1,173.4,174,51.4
38,91.9,153.5,149,31
32,93.9,179.9,104,55.6
39,62.2,163.2,68,58.2
45,77.5,176.4,96,56.7
31,59.6,175.9,146,57.4
44,55.1,196.2,60,30.5
58,95.6,177.5,125,59.3
